interface,gene,mean_bulge,mean_dent,lfc,p_geomnull,null_sd
epidermis,Echs1,0.122872144,0.16042145,-0.037549302,,
epidermis,Oda,0.32630858,0.36426383,-0.037955254,,
epidermis,CG6115,0.09322005,0.13144381,-0.038223766,,
epidermis,CNBP,0.13787305,0.17635036,-0.0384773,,
epidermis,CG15044,0.07981947,0.118527025,-0.038707554,,
epidermis,RpL24-like,0.12557654,0.16448054,-0.038903996,,
epidermis,Neb-cGP,0.3760286,0.41531485,-0.039286256,,
epidermis,fabp,0.13848808,0.17846005,-0.039971963,,
epidermis,ox,0.25782812,0.29787576,-0.040047646,,
epidermis,BBS1,0.058733538,0.09897544,-0.040241905,,
epidermis,CG5773,0.12227869,0.16258883,-0.040310144,,
epidermis,ND-PDSW,0.1258822,0.16632703,-0.040444836,,
epidermis,Vha68-2,0.13477537,0.17524108,-0.040465713,,
epidermis,eIF3k,0.13391544,0.17450127,-0.04058583,,
epidermis,l(2)efl,0.08114309,0.122367896,-0.041224808,,
epidermis,Gpo1,0.054833457,0.09611108,-0.041277625,,
epidermis,CG12607,0.036857378,0.078156054,-0.041298676,,
epidermis,CG7298,0.13682693,0.17843787,-0.04161094,,
epidermis,CG15423,0.13464339,0.17647485,-0.041831464,,
epidermis,CG11852,0.095246784,0.13751125,-0.04226447,,
epidermis,regucalcin,0.06004776,0.102426834,-0.042379074,,
epidermis,CG6770,0.33984485,0.38224146,-0.042396605,,
epidermis,RFeSP,0.1560113,0.19846241,-0.042451113,,
epidermis,Jon99Fii,0.3136268,0.35626584,-0.042639047,,
epidermis,COX8,0.4377557,0.48054382,-0.042788118,,
epidermis,CG31313,0.06455041,0.10735118,-0.04280077,,
epidermis,RpL41,1.8492833,1.89253,-0.043246627,,
epidermis,Sod1,0.15104471,0.19468363,-0.043638915,,
epidermis,CG10598,0.116271235,0.16016941,-0.043898173,,
epidermis,RpL34a,0.11599962,0.15993822,-0.0439386,,
epidermis,UQCR-Q,0.27104256,0.31509313,-0.044050574,,
epidermis,CycG,0.14671181,0.19095702,-0.044245213,,
epidermis,tsr,0.22976464,0.27431557,-0.044550925,,
epidermis,CG9449,0.068892315,0.11406475,-0.045172438,,
epidermis,porin,0.2883524,0.33406225,-0.04570985,,
epidermis,CG13044,0.11814468,0.16388135,-0.045736663,,
epidermis,CG32576,0.13642415,0.18258816,-0.046164006,,
epidermis,CG34301,0.071981646,0.11824261,-0.04626096,,
epidermis,Ip259,0.11473693,0.16197702,-0.047240093,,
epidermis,CG7294,0.46564522,0.51337135,-0.047726125,,
epidermis,asRNA:CR45343,0.114907004,0.16269863,-0.047791623,,
epidermis,Non1,0.2709024,0.31911168,-0.04820928,,
epidermis,Msp300,0.16360487,0.21300532,-0.04940045,,
epidermis,CG13364,0.13047272,0.1799707,-0.049497977,,
epidermis,roh,0.26394618,0.3137093,-0.049763113,,
epidermis,Adh,0.21918613,0.26899755,-0.049811423,,
epidermis,ATPsynD,0.14333165,0.19317931,-0.049847662,,
epidermis,yip7,0.7566175,0.8067149,-0.050097406,,
epidermis,CG31041,0.053294495,0.10343327,-0.05013877,,
epidermis,CG7215,0.08334345,0.13350688,-0.050163426,,
epidermis,Mf,0.3749766,0.42530647,-0.050329864,,
epidermis,l(2)34Fc,0.087317534,0.13802214,-0.050704606,,
epidermis,CG9568,0.10888216,0.15959129,-0.05070913,,
epidermis,LManII,0.046343192,0.09736355,-0.051020354,,
epidermis,atilla,0.17990646,0.23106667,-0.051160216,,
epidermis,Cpr57A,0.19205432,0.24387243,-0.051818117,,
epidermis,ND-MLRQ,0.34406897,0.39638364,-0.05231467,,
epidermis,Tina-1,0.13569312,0.18884991,-0.053156793,,
epidermis,Cpr65Ay,0.110298865,0.16385105,-0.053552188,,
epidermis,Vha16-1,0.32754096,0.38236547,-0.0548245,,
epidermis,IM33,0.16045535,0.21588455,-0.055429205,,
epidermis,RNASEK,0.17459594,0.23136874,-0.0567728,,
epidermis,asRNA:CR45874,0.08523409,0.1423486,-0.05711451,,
epidermis,SPARC,0.1390211,0.19635637,-0.057335272,,
epidermis,CG13551,0.20447497,0.26286817,-0.058393195,,
epidermis,CG12480,0.05747534,0.11754749,-0.06007215,,
epidermis,CG5399,0.19279559,0.25303805,-0.06024246,,
epidermis,Jon66Cii,0.10506381,0.16548681,-0.060423,,
epidermis,Mpcp2,0.18020119,0.24108325,-0.06088206,,
epidermis,CG34291,0.14325559,0.20451169,-0.061256096,,
epidermis,Tspo,0.05955001,0.12139859,-0.06184858,,
epidermis,Mdh1,0.1032728,0.1651817,-0.061908893,,
epidermis,TpnC73F,0.07458513,0.13783033,-0.0632452,,
epidermis,sit,0.05511992,0.11848816,-0.063368246,,
epidermis,Trx-2,0.1076896,0.17166843,-0.06397883,,
epidermis,Cyp1,0.17813377,0.24253759,-0.06440382,,
epidermis,Phk-3,0.054380123,0.11898403,-0.06460391,,
epidermis,ATPsynbeta,0.46860453,0.5333967,-0.064792186,,
epidermis,RpL4,0.38711712,0.45257217,-0.06545505,,
epidermis,Cys,0.1376934,0.20337887,-0.065685466,,
epidermis,CG32241,0.13315761,0.20028664,-0.06712903,,
epidermis,Hsc70-4,0.38738728,0.45479107,-0.06740379,,
epidermis,Tm2,0.44330645,0.5120921,-0.06878567,,
epidermis,COX5B,0.3234642,0.393594,-0.07012978,,
epidermis,RpL39,1.5140109,1.5847609,-0.07075,,
epidermis,Cpr49Af,0.32005915,0.3915289,-0.071469754,,
epidermis,awd,0.17077921,0.2423882,-0.07160899,,
epidermis,PIG-Z,0.04832116,0.119930804,-0.071609646,,
epidermis,CG12826,0.033898413,0.10559592,-0.0716975,,
epidermis,levy,0.3610203,0.43304324,-0.072022945,,
epidermis,CG15282,0.30063537,0.3730578,-0.072422445,,
epidermis,LManV,0.032156054,0.1058719,-0.07371585,,
epidermis,CG15515,0.24845162,0.32219958,-0.07374796,,
epidermis,Obp83g,0.14340843,0.21733747,-0.07392904,,
epidermis,Lcp4,0.2738483,0.3481349,-0.07428661,,
epidermis,Act5C,0.44375423,0.5180669,-0.07431266,,
epidermis,CG7296,0.41757524,0.49261674,-0.0750415,,
epidermis,CG6933,0.16684023,0.24264027,-0.07580005,,
epidermis,eEF2,0.48660523,0.56380516,-0.077199936,,
epidermis,CG8560,0.16641161,0.2439365,-0.077524886,,
epidermis,mt:CoII,0.68878156,0.76680154,-0.07801998,,
epidermis,CG17826,0.020748734,0.09914804,-0.07839931,,
epidermis,Cpr11A,0.09703315,0.17669499,-0.07966184,,
epidermis,Vha55,0.18222255,0.26244342,-0.08022088,,
epidermis,ATPsynG,0.39146256,0.47176751,-0.08030495,,
epidermis,apolpp,0.09533316,0.17589752,-0.080564365,,
epidermis,ATPsynE,0.3696091,0.45212784,-0.08251876,,
epidermis,LManVI,0.1446329,0.22723362,-0.08260071,,
epidermis,Tctp,0.25309017,0.3359758,-0.08288562,,
epidermis,CG6403,0.3060491,0.3892361,-0.083186984,,
epidermis,CG40198,0.13884602,0.22206709,-0.08322106,,
epidermis,CG8997,0.21418083,0.2975094,-0.083328575,,
epidermis,CG7953,0.2796808,0.36316973,-0.08348894,,
epidermis,CG32564,0.104444236,0.18862873,-0.0841845,,
epidermis,COX4,0.2947333,0.3795967,-0.084863424,,
epidermis,Cpr67Fa2,0.033915233,0.11939176,-0.08547653,,
epidermis,vir-1,0.08625287,0.17270018,-0.08644731,,
epidermis,Nacalpha,0.40443385,0.49114287,-0.08670902,,
epidermis,Vajk2,0.07548084,0.16421086,-0.088730015,,
epidermis,Vajk3,0.08265301,0.17174254,-0.089089535,,
epidermis,CG8661,0.09452192,0.1843763,-0.08985438,,
epidermis,asRNA:CR44095,0.20039882,0.2902658,-0.08986698,,
epidermis,COX7A,0.24608147,0.33655024,-0.090468764,,
epidermis,LysS,0.11116419,0.20296797,-0.09180378,,
epidermis,Mlc2,1.2725817,1.364387,-0.09180534,,
epidermis,ATPsynB,0.29020175,0.3823932,-0.09219146,,
epidermis,Mp20,0.5390675,0.63229144,-0.09322393,,
epidermis,mt:Cyt-b,0.4426091,0.53643656,-0.093827456,,
epidermis,RpLP0,0.9283648,1.0231951,-0.094830334,,
epidermis,CG8157,0.12855919,0.22346498,-0.09490579,,
epidermis,RpL37a,0.8613039,0.95684767,-0.09554374,,
epidermis,RpS11,1.2028232,1.3007077,-0.097884536,,
epidermis,CG14292,0.041790236,0.14027531,-0.09848508,,
epidermis,His4r,0.3251856,0.4239247,-0.09873912,,
epidermis,obst-E,0.18253033,0.282355,-0.09982468,,
epidermis,CG7714,0.080172084,0.18359123,-0.10341915,,
epidermis,RpS14b,0.3477695,0.45295277,-0.10518327,,
epidermis,CG7017,0.055031,0.16241422,-0.10738322,,
epidermis,mt:ATPase6,0.7563542,0.8641494,-0.10779518,,
epidermis,Vha13,0.31245255,0.4206717,-0.10821915,,
epidermis,Rack1,0.5055105,0.61582434,-0.11031383,,
epidermis,RpL35A,0.54943067,0.66129595,-0.11186528,,
epidermis,eEF1beta,0.34786138,0.45980987,-0.11194849,,
epidermis,RpS23,0.898987,1.0110276,-0.11204058,,
epidermis,sesB,0.6661135,0.77961713,-0.113503635,,
epidermis,RpS18,0.6266857,0.74026614,-0.113580465,,
epidermis,CG9682,0.08532803,0.19901472,-0.113686696,,
epidermis,RpL29,0.9129178,1.0269675,-0.11404973,,
epidermis,Pebp1,0.25142893,0.36648172,-0.11505279,,
epidermis,RpS26,1.149957,1.2658391,-0.11588216,,
epidermis,dpr2,0.74733675,0.86351323,-0.116176486,,
epidermis,RpL37A,0.94068927,1.0570022,-0.11631292,,
epidermis,mt:CoIII,0.57609564,0.69255614,-0.1164605,,
epidermis,RpL13,0.68843,0.8057469,-0.1173169,,
epidermis,RpL8,1.1172498,1.2370111,-0.11976123,,
epidermis,CG7290,0.12927403,0.24961646,-0.12034243,,
epidermis,mt:CoI,0.7237522,0.84461147,-0.120859265,,
epidermis,CG42502,0.3084035,0.43011254,-0.12170905,,
epidermis,TwdlN,0.103991665,0.22873014,-0.12473848,,
epidermis,RpS6,0.49551082,0.62100846,-0.12549764,,
epidermis,RpL3,0.7177903,0.847483,-0.12969267,,
epidermis,Cpr78Cc,0.045818448,0.17694402,-0.13112557,,
epidermis,CG32603,0.25614172,0.38742903,-0.1312873,,
epidermis,eEF5,0.4419687,0.5744789,-0.13251022,,
epidermis,Mlp60A,0.36723074,0.5008529,-0.13362214,,
epidermis,Thor,0.36207792,0.49647284,-0.13439491,,
epidermis,RpS29,0.93998027,1.0748346,-0.13485432,,
epidermis,RpL7A,0.6276059,0.7649931,-0.13738716,,
epidermis,RpL40,0.83823687,0.97615296,-0.13791609,,
epidermis,RpS16,0.6644915,0.80274916,-0.13825768,,
epidermis,RpL11,1.0484848,1.1870905,-0.13860571,,
epidermis,CG13705,0.16779199,0.30835924,-0.14056724,,
epidermis,Uhg7,0.7457721,0.8874449,-0.14167279,,
epidermis,RpL28,1.087183,1.2297692,-0.14258623,,
epidermis,Cpr67B,0.33987948,0.48366866,-0.14378917,,
epidermis,CG13545,0.36418757,0.5099801,-0.14579251,,
epidermis,RpS21,0.7797928,0.92817044,-0.14837766,,
epidermis,RpS24,0.43644652,0.5848836,-0.14843705,,
epidermis,RpL6,0.82161707,0.9731275,-0.15151042,,
epidermis,Clect27,0.32176876,0.4776792,-0.15591043,,
epidermis,RpS4,1.4339287,1.5915207,-0.15759194,,
epidermis,ATPsynC,0.8969017,1.054968,-0.15806627,,
epidermis,eEF1alpha1,1.2288661,1.3872939,-0.15842783,,
epidermis,RpS12,1.0648233,1.2232934,-0.15847015,,
epidermis,RpS7,0.8129401,0.97341067,-0.16047055,,
epidermis,RpL34b,0.5801012,0.7407519,-0.16065073,,
epidermis,CG13731,0.44495368,0.6056277,-0.16067404,,
epidermis,Kaz-m1,0.11775987,0.27965513,-0.16189526,,
epidermis,frm,0.19206657,0.3540682,-0.16200162,,
epidermis,CG15597,0.19383332,0.35610253,-0.1622692,,
epidermis,RpL23A,1.095646,1.258333,-0.16268694,,
epidermis,RpS15Aa,0.5034067,0.66752094,-0.16411424,,
epidermis,RpL30,0.8501574,1.0149726,-0.16481519,,
epidermis,RpL17,0.9290594,1.0973529,-0.16829348,,
epidermis,RpL18,1.1316066,1.3031398,-0.17153323,,
epidermis,RpS25,1.2969899,1.4688296,-0.17183971,,
epidermis,RpS17,0.8777551,1.0497116,-0.17195648,,
epidermis,Peritrophin-15a,0.79478866,0.9672799,-0.17249125,,
epidermis,RpL21,0.7106031,0.8840029,-0.1733998,,
epidermis,RpL36,0.9370624,1.1127418,-0.17567945,,
epidermis,RpL35,0.6440306,0.81975645,-0.17572588,,
epidermis,CG17738,0.40931872,0.5878307,-0.178512,,
epidermis,CG18180,0.90789324,1.090703,-0.18280977,,
epidermis,sta,1.2271765,1.4107839,-0.18360734,,
epidermis,RpL12,1.1871835,1.3715105,-0.184327,,
epidermis,RpL9,1.3826053,1.5670648,-0.18445945,,
epidermis,RpS30,1.0310456,1.2165622,-0.1855166,,
epidermis,RpLP1,1.3803862,1.5661315,-0.18574524,,
epidermis,RpS10b,0.58427155,0.77261037,-0.18833882,,
epidermis,Drsl2,0.13040091,0.3214437,-0.1910428,,
epidermis,RpL26,0.69857544,0.89117837,-0.19260293,,
epidermis,RpL19,1.0854981,1.2785978,-0.19309974,,
epidermis,RpS27A,0.85655147,1.0498098,-0.19325835,,
epidermis,RpL38,0.8207729,1.0162452,-0.19547236,,
epidermis,RpS8,1.1743865,1.372479,-0.19809246,,
epidermis,RpS13,0.63575554,0.83492166,-0.19916612,,
epidermis,CG1368,0.33838087,0.53812236,-0.19974148,,
epidermis,RpLP2,1.7087307,1.9092095,-0.20047879,,
epidermis,RpS28b,0.9304864,1.131061,-0.20057458,,
epidermis,RpL36A,0.8795424,1.0807333,-0.20119089,,
epidermis,eEF1gamma,0.7524013,0.9543858,-0.20198452,,
epidermis,RpL13A,0.9512651,1.1547049,-0.20343983,,
epidermis,RpS14a,0.8412625,1.0454137,-0.20415121,,
epidermis,RpS3A,0.6081789,0.8129011,-0.20472217,,
epidermis,RpL10,0.81168723,1.0179515,-0.20626426,,
epidermis,RpS15,1.2024351,1.4109064,-0.2084713,,
epidermis,Nplp2,0.67391795,0.8854138,-0.21149588,,
epidermis,RpL24,0.7090404,0.9212576,-0.21221721,,
epidermis,CG7299,0.45420757,0.66850203,-0.21429446,,
epidermis,RpL27A,0.9828873,1.1996533,-0.21676594,,
epidermis,RpL18A,0.98018944,1.1975008,-0.21731138,,
epidermis,RpS3,1.0744214,1.2926958,-0.21827435,,
epidermis,RpS20,0.74789125,0.9668903,-0.21899903,,
epidermis,RpL7,0.9044567,1.1267327,-0.22227603,,
epidermis,RpL15,0.85211766,1.0762568,-0.2241391,,
epidermis,RpS19a,0.74880713,0.9733511,-0.22454399,,
epidermis,CG32248,0.14221606,0.36755243,-0.22533637,,
epidermis,RpL31,0.97544277,1.2030327,-0.22758996,,
epidermis,RpL22,0.8792462,1.1078526,-0.2286064,,
epidermis,CG14302,0.7559449,0.9860764,-0.2301315,,
epidermis,RpL14,1.1005777,1.3314878,-0.23091006,,
epidermis,RpS5a,0.57363796,0.8056793,-0.23204136,,
epidermis,RpL23,1.1337178,1.3694352,-0.23571742,,
epidermis,Sirup,0.5768911,0.81272125,-0.23583013,,
epidermis,RpL10Ab,0.6056673,0.8445281,-0.23886079,,
epidermis,RpL32,1.2163169,1.4568053,-0.24048841,,
epidermis,RpS9,1.3876219,1.631741,-0.24411917,,
epidermis,RpL27,0.89303523,1.1411927,-0.24815744,,
epidermis,RpS27,0.9769907,1.233293,-0.25630236,,
epidermis,RpS2,0.8749623,1.1378717,-0.26290947,,
epidermis,RpL5,0.9925357,1.2647928,-0.2722571,,
epidermis,Lcp65Ag2,1.2302318,1.515257,-0.28502524,,
epidermis,CG11350,0.64767486,0.9570358,-0.30936092,,
epidermis,CG10953,0.4915084,0.81122535,-0.31971696,,
epidermis,Lcp65Ag3,2.5792012,2.9087873,-0.32958603,0.004975124378109453,0.07690357644816687
epidermis,CG30457,1.1092039,1.4575275,-0.34832358,0.16417910447761194,0.053646220062725264
epidermis,CG14300,0.17209736,0.52572805,-0.3536307,0.014925373134328358,0.017012795712907702
epidermis,CG42305,1.7865275,2.1587844,-0.37225688,0.009950248756218905,0.05421788836979711
epidermis,Lcp65Ag1,1.8899281,2.306878,-0.41695,0.004975124378109453,0.06426031666129778
epidermis,CG34282,0.32286862,0.9792622,-0.6563935,0.03482587064676617,0.021304732079134032
carcass,pre-rRNA:CR45856,1.5172155,0.97497123,0.54224426,0.004975124378109453,0.07875036670731418
carcass,epsilonTry,1.6393063,1.2192446,0.4200617,0.08955223880597014,0.07593477799396064
carcass,betaTry,0.85198605,0.55556273,0.29642332,0.004975124378109453,0.04090429294919298
carcass,Jon25Bii,1.1174918,0.92220604,0.1952858,0.05970149253731343,0.06917777318647109
carcass,18SrRNA-Psi:CR41602,0.45000044,0.29805136,0.15194908,0.009950248756218905,0.03420378982660799
carcass,Obp28a,0.20680892,0.06621144,0.14059749,0.5373134328358209,0.010904529341375091
carcass,CG32302,0.37036496,0.23574412,0.13462085,,
carcass,Lcp65Ac,0.35386014,0.22041911,0.13344103,,
carcass,Acbp3,0.4035327,0.27125344,0.13227928,,
carcass,28SrRNA-Psi:CR40596,0.29212925,0.18123734,0.11089191,,
carcass,alphaTry,0.55179757,0.44196522,0.10983235,,
carcass,Jon25Bi,0.569347,0.46643132,0.102915704,,
carcass,Nplp4,1.2291486,1.1265777,0.10257089,,
carcass,Jon65Aiv,1.7695596,1.6689862,0.10057342,,
carcass,TwdlO,0.38014805,0.28314722,0.09700084,,
carcass,mt:lrRNA,0.83645344,0.74323386,0.09321958,,
carcass,Muc55B,0.2511364,0.16043611,0.09070028,,
carcass,28SrRNA-Psi:CR45859,0.32003585,0.2300661,0.08996974,,
carcass,CG3819,0.22849905,0.1449598,0.08353925,,
carcass,CG10597,0.15390664,0.071138404,0.08276824,,
carcass,CG6403,0.62615573,0.5494824,0.07667333,,
carcass,CG13230,0.1553007,0.079657465,0.07564324,,
carcass,28SrRNA-Psi:CR45862,0.38618267,0.31076717,0.07541549,,
carcass,IA-2,0.13070613,0.06352008,0.06718605,,
carcass,deltaTry,1.499313,1.4334692,0.06584382,,
carcass,7SLRNA:CR32864,0.14460103,0.085754864,0.05884617,,
carcass,CG30031,0.28845954,0.23529333,0.05316621,,
carcass,7SLRNA:CR42652,0.100765996,0.05254855,0.048217446,,
carcass,Jon65Aiii,1.3614223,1.3158112,0.045611143,,
carcass,Muc18B,0.20977965,0.16506995,0.044709697,,
carcass,lncRNA:CR34335,0.46853107,0.4242894,0.044241667,,
carcass,CG5767,0.35831884,0.31457114,0.043747693,,
carcass,pre-rRNA:CR45847,0.22907162,0.18550687,0.04356475,,
carcass,Acbp5,0.18204702,0.13986461,0.042182416,,
carcass,CG14191,0.17177624,0.12983395,0.041942284,,
carcass,RNaseMRP:RNA,0.1093798,0.06850379,0.04087601,,
carcass,28SrRNA-Psi:CR45851,0.10458242,0.06374796,0.040834464,,
carcass,CG31789,0.19465457,0.15565296,0.039001614,,
carcass,CG6296,0.08624394,0.049507204,0.036736738,,
carcass,CG17107,0.66201574,0.6261942,0.035821557,,
carcass,Lcp3,0.15647255,0.122433156,0.034039393,,
carcass,CG9877,0.20431826,0.17318201,0.031136245,,
carcass,CG11370,0.21018234,0.17951399,0.030668348,,
carcass,CG13067,0.13346563,0.10325221,0.030213423,,
carcass,CG30025,0.06955676,0.042182397,0.02737436,,
carcass,CG7296,0.23100542,0.20458885,0.02641657,,
carcass,CG3168,0.11313436,0.08690879,0.026225574,,
carcass,Atpalpha,0.069069736,0.043476835,0.0255929,,
carcass,lncRNA:CR40469,0.6346029,0.6091886,0.025414288,,
carcass,CG3662,0.12779252,0.10247453,0.02531799,,
carcass,28SrRNA-Psi:CR45855,0.06368772,0.040845037,0.022842683,,
carcass,Eno,0.22821227,0.2057087,0.02250357,,
carcass,FASN1,0.18000022,0.1615544,0.01844582,,
carcass,Pgk,0.10153189,0.0848004,0.016731493,,
carcass,CG8560,0.34941337,0.33294773,0.016465634,,
carcass,Cpr47Eg,0.6157031,0.5994342,0.016268909,,
carcass,ND-MWFE,0.17688671,0.16079806,0.01608865,,
carcass,28SrRNA-Psi:CR40741,0.13319586,0.11729065,0.015905209,,
carcass,Fst,0.1428804,0.12822641,0.014653981,,
carcass,mt:ND5,0.06185099,0.047863133,0.013987858,,
carcass,mt:srRNA,0.08813755,0.0742179,0.0139196515,,
carcass,MtnE,0.116659395,0.10274602,0.013913378,,
carcass,Pgm1,0.07949541,0.06606097,0.01343444,,
carcass,Aldh,0.11792982,0.10485908,0.013070747,,
carcass,Ald1,0.37779826,0.36562797,0.012170285,,
carcass,CG7252,0.07380442,0.06169493,0.012109492,,
carcass,Ggamma1,0.076226145,0.064447105,0.01177904,,
carcass,Muc96D,0.07074453,0.059388768,0.011355761,,
carcass,28SrRNA-Psi:CR41609,0.0838933,0.072810255,0.011083044,,
carcass,gammaTry,0.06040122,0.04952924,0.01087198,,
carcass,MtnA,0.07554237,0.06472378,0.010818586,,
carcass,CG3868,0.26239523,0.25240415,0.00999108,,
carcass,Drip,0.0674687,0.057522092,0.009946611,,
carcass,Chchd2,0.10980612,0.1001785,0.009627618,,
carcass,mbl,0.058020405,0.049068328,0.0089520775,,
carcass,CG15282,0.19369823,0.1848181,0.0088801235,,
carcass,PyK,0.14164588,0.13297328,0.008672595,,
carcass,ND-B14.5A,0.13327669,0.12480303,0.008473657,,
carcass,CG10725,0.16445373,0.15601832,0.008435413,,
carcass,Shawl,0.058840003,0.05080323,0.008036774,,
carcass,thetaTry,0.14712282,0.13914195,0.007980868,,
carcass,D2hgdh,0.08939765,0.0815491,0.007848546,,
carcass,Gbeta13F,0.057506997,0.049862538,0.0076444596,,
carcass,Xrp1,0.09488618,0.08725149,0.0076346844,,
carcass,Pgi,0.08319557,0.07569399,0.00750158,,
carcass,LysB,0.16944878,0.1621034,0.0073453784,,
carcass,CG7465,0.09485586,0.088211596,0.006644264,,
carcass,CG8664,0.082569584,0.07613537,0.006434217,,
carcass,CG13492,0.08147592,0.075183064,0.006292857,,
carcass,UK114,0.075763494,0.06952806,0.0062354356,,
carcass,CG31323,0.1857113,0.1795465,0.006164789,,
carcass,VhaSFD,0.06698367,0.061647013,0.005336657,,
carcass,CG9451,0.07162262,0.06636093,0.0052616894,,
carcass,Cyt-b5-r,0.07034695,0.06522628,0.0051206723,,
carcass,QIL1,0.09706402,0.092133015,0.004931003,,
carcass,Rm62,0.09263761,0.088081345,0.0045562685,,
carcass,Pglym78,0.14984621,0.14560862,0.004237592,,
carcass,CG33128,0.19700329,0.19277015,0.004233137,,
carcass,Muc26B,0.060727533,0.057081643,0.0036458895,,
carcass,SdhB,0.06732762,0.06378454,0.003543079,,
carcass,Neb-cGP,0.43456566,0.43116456,0.0034011006,,
carcass,UQCR-6.4,0.27453536,0.27166605,0.002869308,,
carcass,Cda9,0.058032274,0.055268567,0.0027637072,,
carcass,CG44008,0.33374286,0.33101192,0.0027309358,,
carcass,CG7920,0.15062039,0.14810169,0.0025186986,,
carcass,glob1,0.074215084,0.071698755,0.0025163293,,
carcass,Tpi,0.13740139,0.1350724,0.002328992,,
carcass,CG44242,0.06778633,0.06568786,0.002098471,,
carcass,PGRP-SC2,0.09273198,0.09079999,0.0019319952,,
carcass,Gpdh1,0.06647067,0.06455152,0.0019191504,,
carcass,CG15093,0.07634692,0.07443458,0.0019123405,,
carcass,RpLP2,1.7041854,1.7024184,0.0017669201,,
carcass,CG43896,0.07551468,0.074007526,0.0015071556,,
carcass,lncRNA:roX1,0.08384387,0.08263954,0.0012043342,,
carcass,TpnC47D,0.2681931,0.266994,0.0011990964,,
carcass,kappaTry,0.088370234,0.08762439,0.00074584037,,
carcass,CG1648,0.15845932,0.15779535,0.00066396594,,
carcass,CG17145,0.10867908,0.10835823,0.0003208518,,
carcass,Ip259,0.120412685,0.12038751,2.5175512e-05,,
carcass,trol,0.07332949,0.073304765,2.4728477e-05,,
carcass,Pdp1,0.060102258,0.06024248,-0.00014022365,,
carcass,mt:CoI,0.84959465,0.8499102,-0.000315547,,
carcass,Adk2,0.0530073,0.05374553,-0.0007382296,,
carcass,mt:ND1,0.07382185,0.07470426,-0.0008824095,,
carcass,CG1468,0.059250455,0.060149133,-0.00089867786,,
carcass,Apoltp,0.06315892,0.06417226,-0.0010133386,,
carcass,CG15818,0.0935149,0.094663836,-0.0011489391,,
carcass,Jafrac1,0.09189845,0.093119755,-0.0012213066,,
carcass,Agpat4,0.05743794,0.0587559,-0.0013179593,,
carcass,Irp-1B,0.0913823,0.092746176,-0.0013638735,,
carcass,COX8,0.45886505,0.4603242,-0.0014591515,,
carcass,Pdhb,0.11335686,0.114844725,-0.001487866,,
carcass,COX6B,0.5038163,0.5053092,-0.0014929175,,
carcass,Cpr49Af,0.1986259,0.20030184,-0.0016759336,,
carcass,Gapdh2,0.17393744,0.17561483,-0.0016773939,,
carcass,blw,0.40161976,0.40361747,-0.0019977093,,
carcass,CG13323,0.18479607,0.1870502,-0.0022541285,,
carcass,PHGPx,0.102841504,0.10534451,-0.0025030077,,
carcass,LTV1,0.061242044,0.06383129,-0.0025892481,,
carcass,CG18493,0.07868337,0.08142509,-0.0027417243,,
carcass,ps,0.063738905,0.06660472,-0.0028658137,,
carcass,CG42336,0.07648452,0.07947103,-0.0029865056,,
carcass,CG13704,0.06058369,0.0638087,-0.0032250136,,
carcass,CG34251,0.050933942,0.054187965,-0.0032540224,,
carcass,CG6933,0.35725132,0.360578,-0.0033266842,,
carcass,ND-B22,0.1375719,0.14105229,-0.0034803897,,
carcass,cype,0.67737925,0.6810165,-0.0036372542,,
carcass,asRNA:CR45281,0.05938062,0.06304981,-0.0036691874,,
carcass,CG4734,0.07140586,0.07517977,-0.0037739128,,
carcass,CG5096,0.07872972,0.082574554,-0.0038448349,,
carcass,CG10912,0.07408819,0.07812685,-0.0040386543,,
carcass,ctp,0.078873195,0.08296569,-0.004092492,,
carcass,VhaPPA1-1,0.11038981,0.11464761,-0.0042578056,,
carcass,bru3,0.055405125,0.05967271,-0.0042675845,,
carcass,Trxr-1,0.04875864,0.05309042,-0.0043317787,,
carcass,CG32276,0.06372173,0.068095595,-0.0043738633,,
carcass,mex1,0.0510463,0.05546279,-0.004416488,,
carcass,sqd,0.0841517,0.08857725,-0.004425548,,
carcass,CG3348,0.11307621,0.11765565,-0.0045794398,,
carcass,Ldh,0.10213388,0.10689477,-0.004760891,,
carcass,Nc73EF,0.050792206,0.05555913,-0.0047669224,,
carcass,Gdh,0.07281533,0.07769263,-0.004877299,,
carcass,CG32576,0.17274168,0.17779577,-0.0050540864,,
carcass,ND-SGDH,0.10140478,0.10652222,-0.0051174387,,
carcass,CG13751,0.06070425,0.065970264,-0.0052660145,,
carcass,CG11368,0.05799017,0.06331616,-0.005325988,,
carcass,eIF3b,0.09072725,0.09618153,-0.0054542795,,
carcass,CG11752,0.11065339,0.116109535,-0.005456142,,
carcass,CG17574,0.046471808,0.05198943,-0.0055176206,,
carcass,Gpo1,0.10226857,0.10791355,-0.0056449845,,
carcass,Fkbp12,0.088029824,0.09394152,-0.005911693,,
carcass,CG14483,0.08646851,0.09252795,-0.006059438,,
carcass,CG7834,0.07132401,0.07739852,-0.0060745105,,
carcass,Sar1,0.05633219,0.06254597,-0.0062137805,,
carcass,CG2862,0.05885486,0.065112144,-0.0062572844,,
carcass,TppII,0.11528584,0.12163643,-0.0063505843,,
carcass,MtnD,0.07498951,0.08147265,-0.0064831376,,
carcass,CycG,0.18217695,0.18867254,-0.006495595,,
carcass,Sam-S,0.06319988,0.069699734,-0.0064998567,,
