gene,mean_bulge,mean_dent,lfc,p_geomnull,null_sd,interface
fabp1b.1,1.6921564,1.3025761,0.38958037,0.7263681592039801,0.08081757867002809,Yolk Syncytial Layer
gpx4a,2.1529205,1.7768728,0.37604773,0.835820895522388,0.11394512517726582,Yolk Syncytial Layer
AL935186.10,1.256176,0.89680165,0.35937434,0.6368159203980099,0.033977436206688263,Yolk Syncytial Layer
rps17,2.1909978,1.8394624,0.35153544,0.05472636815920398,0.03621948053560248,Yolk Syncytial Layer
glula,2.5351398,2.1848705,0.35026932,0.900497512437811,0.08234955869242717,Yolk Syncytial Layer
anxa1a,1.4062891,1.0787945,0.32749462,0.6169154228855721,0.05938667555446241,Yolk Syncytial Layer
rpl38,2.3212087,1.9937413,0.32746744,,,Yolk Syncytial Layer
rps27.1,2.192632,1.8673599,0.32527208,,,Yolk Syncytial Layer
apoc2,0.8943182,0.5694008,0.32491744,,,Yolk Syncytial Layer
rpl11,3.0332623,2.711345,0.3219173,,,Yolk Syncytial Layer
ctsc,1.3499315,1.0292448,0.3206867,,,Yolk Syncytial Layer
rpl39,3.242021,2.9257545,0.31626654,,,Yolk Syncytial Layer
tfa,1.9839705,1.6708739,0.31309664,,,Yolk Syncytial Layer
slc25a5,2.3306296,2.029132,0.3014977,,,Yolk Syncytial Layer
rpl28,2.5633686,2.2729926,0.29037595,,,Yolk Syncytial Layer
txn,1.5519505,1.2617216,0.29022884,,,Yolk Syncytial Layer
fetub,0.9300073,0.6400343,0.28997296,,,Yolk Syncytial Layer
mvp,1.0960221,0.8133443,0.28267783,,,Yolk Syncytial Layer
rps15a,2.8569999,2.5761013,0.28089857,,,Yolk Syncytial Layer
tpk1,3.2495368,2.9768639,0.2726729,,,Yolk Syncytial Layer
paics,1.4452928,1.1839101,0.2613827,,,Yolk Syncytial Layer
cst3,2.316133,2.056377,0.2597561,,,Yolk Syncytial Layer
rpl15,2.6477396,2.39097,0.25676966,,,Yolk Syncytial Layer
rps9,2.2129097,1.9628711,0.25003862,,,Yolk Syncytial Layer
sec61g,1.1118296,0.86329174,0.2485379,,,Yolk Syncytial Layer
aldob,3.6321352,3.3935568,0.23857832,,,Yolk Syncytial Layer
serf2,0.9825594,0.74606854,0.23649085,,,Yolk Syncytial Layer
rpl32,2.9797604,2.7464812,0.23327923,,,Yolk Syncytial Layer
fabp2,2.3785384,2.1466439,0.2318945,,,Yolk Syncytial Layer
rpl22,2.073138,1.8417927,0.2313453,,,Yolk Syncytial Layer
gatm,1.7676464,1.5365103,0.23113608,,,Yolk Syncytial Layer
rps28,3.031642,2.800541,0.23110104,,,Yolk Syncytial Layer
serpina1l,0.5561672,0.32882738,0.2273398,,,Yolk Syncytial Layer
rpl18,2.7919934,2.567165,0.22482848,,,Yolk Syncytial Layer
uba52,1.7858168,1.5629311,0.22288573,,,Yolk Syncytial Layer
mthfd1b,0.9929067,0.7725612,0.2203455,,,Yolk Syncytial Layer
rpl23,3.5245888,3.3045964,0.2199924,,,Yolk Syncytial Layer
sec61b,1.2219245,1.0019413,0.21998322,,,Yolk Syncytial Layer
tpt1,2.6182365,2.3993833,0.21885324,,,Yolk Syncytial Layer
bhmt,2.5871632,2.3689613,0.21820188,,,Yolk Syncytial Layer
rpl17,2.2368395,2.0239449,0.21289468,,,Yolk Syncytial Layer
npc2,1.8819131,1.6690474,0.21286571,,,Yolk Syncytial Layer
ctss2.1,1.6971401,1.4845803,0.21255982,,,Yolk Syncytial Layer
rpl22l1,1.9014759,1.6897557,0.21172023,,,Yolk Syncytial Layer
zgc:136410,0.7631818,0.5524161,0.21076572,,,Yolk Syncytial Layer
rpl14,1.6629975,1.4558439,0.20715356,,,Yolk Syncytial Layer
rps3,2.7971928,2.5902073,0.20698547,,,Yolk Syncytial Layer
zgc:193541,1.1076121,0.9006845,0.20692766,,,Yolk Syncytial Layer
rps23,3.6905963,3.4846494,0.20594692,,,Yolk Syncytial Layer
rps20,4.6488276,4.4430118,0.20581579,,,Yolk Syncytial Layer
apoa1a,3.0506475,2.8466976,0.20394993,,,Yolk Syncytial Layer
rpl30,3.1113012,2.9078665,0.2034347,,,Yolk Syncytial Layer
apoa1b,2.5009024,2.2986197,0.20228267,,,Yolk Syncytial Layer
rps8a,2.0965552,1.8951974,0.20135784,,,Yolk Syncytial Layer
serp1,0.85344976,0.65262157,0.2008282,,,Yolk Syncytial Layer
gngt2a,0.7920122,0.59197646,0.20003575,,,Yolk Syncytial Layer
rps3a,2.02208,1.8247051,0.19737482,,,Yolk Syncytial Layer
rpl8,1.8737388,1.6773751,0.19636369,,,Yolk Syncytial Layer
spaca4l,2.5685563,2.3727794,0.19577694,,,Yolk Syncytial Layer
snrpg,1.2754053,1.0798653,0.19553995,,,Yolk Syncytial Layer
apoa2,1.9579093,1.7637924,0.19411695,,,Yolk Syncytial Layer
rpl13a,2.5650198,2.3719926,0.19302726,,,Yolk Syncytial Layer
krt99,0.7760824,0.58470225,0.19138014,,,Yolk Syncytial Layer
si:ch211-152c2.3,1.330265,1.1395863,0.19067872,,,Yolk Syncytial Layer
rps27a,3.7266066,3.5370517,0.18955493,,,Yolk Syncytial Layer
rps29,2.8382363,2.651033,0.1872034,,,Yolk Syncytial Layer
fbp1b,1.4586695,1.2721202,0.1865493,,,Yolk Syncytial Layer
faua,2.0137072,1.8275895,0.18611765,,,Yolk Syncytial Layer
zgc:171772,2.7237191,2.5378556,0.1858635,,,Yolk Syncytial Layer
selenow1,0.9700021,0.7848738,0.18512833,,,Yolk Syncytial Layer
gapdh,0.9702556,0.7914573,0.17879832,,,Yolk Syncytial Layer
ifi30,1.348743,1.1706241,0.17811882,,,Yolk Syncytial Layer
dbi,0.87207925,0.6951404,0.17693883,,,Yolk Syncytial Layer
rpl37,3.1076186,2.9328191,0.17479944,,,Yolk Syncytial Layer
rps26,2.132635,1.9595286,0.17310655,,,Yolk Syncytial Layer
AL935186.2,0.31785855,0.14539984,0.17245871,,,Yolk Syncytial Layer
rpl31,2.593932,2.4225035,0.17142844,,,Yolk Syncytial Layer
rps7,3.3039696,3.13293,0.17103958,,,Yolk Syncytial Layer
mt2,0.5883741,0.4188359,0.16953817,,,Yolk Syncytial Layer
krt5,2.2272944,2.0577981,0.1694963,,,Yolk Syncytial Layer
RPS17,1.720207,1.5515498,0.16865718,,,Yolk Syncytial Layer
s100a1,1.1353765,0.96673906,0.1686374,,,Yolk Syncytial Layer
rplp0,3.3178575,3.150407,0.16745043,,,Yolk Syncytial Layer
pfn1,1.3359145,1.1693313,0.16658318,,,Yolk Syncytial Layer
rps13,3.159137,2.9940593,0.16507769,,,Yolk Syncytial Layer
rpl36,2.7809358,2.6162188,0.16471696,,,Yolk Syncytial Layer
pfdn4,0.62773806,0.46716163,0.16057643,,,Yolk Syncytial Layer
tmsb1,2.3610578,2.201619,0.15943885,,,Yolk Syncytial Layer
rpl36a,3.0810294,2.9224284,0.15860105,,,Yolk Syncytial Layer
ak3,1.038242,0.87964296,0.15859902,,,Yolk Syncytial Layer
rps12,4.6179934,4.4597473,0.15824604,,,Yolk Syncytial Layer
anxa6,0.52040124,0.36374226,0.15665898,,,Yolk Syncytial Layer
rps18,2.525894,2.370802,0.155092,,,Yolk Syncytial Layer
slc31a1,0.44003522,0.2867067,0.15332854,,,Yolk Syncytial Layer
rps25,3.1638894,3.0148761,0.14901328,,,Yolk Syncytial Layer
rpl21,2.1326115,1.9845169,0.14809465,,,Yolk Syncytial Layer
pck2,1.3955127,1.2474377,0.14807498,,,Yolk Syncytial Layer
rpl13,2.0006292,1.8536303,0.14699888,,,Yolk Syncytial Layer
rps16,1.9186422,1.7737663,0.14487588,,,Yolk Syncytial Layer
krt18a.1,2.8292844,2.6857185,0.1435659,,,Yolk Syncytial Layer
znrf2a,0.8130832,0.6700294,0.14305377,,,Yolk Syncytial Layer
h1-0,0.5040477,0.36159477,0.14245293,,,Yolk Syncytial Layer
id1,1.3138342,1.1717913,0.14204288,,,Yolk Syncytial Layer
rps19,3.3241227,3.1825938,0.14152884,,,Yolk Syncytial Layer
si:dkey-151g10.6,5.5463176,5.4051228,0.14119482,,,Yolk Syncytial Layer
apobb.1,1.5539297,1.4139855,0.1399442,,,Yolk Syncytial Layer
atox1,0.66569597,0.526134,0.13956195,,,Yolk Syncytial Layer
zgc:153018,0.91123545,0.7741643,0.13707113,,,Yolk Syncytial Layer
zgc:193505,0.94060194,0.8058846,0.13471735,,,Yolk Syncytial Layer
wnk4b,0.2832881,0.15019973,0.13308837,,,Yolk Syncytial Layer
rpl12,3.5151916,3.3829806,0.13221097,,,Yolk Syncytial Layer
uqcrh,1.0398611,0.9081729,0.13168818,,,Yolk Syncytial Layer
eif5a,0.7212957,0.59150517,0.12979054,,,Yolk Syncytial Layer
ssr4,0.70036125,0.57110125,0.12926,,,Yolk Syncytial Layer
slc7a8a,0.32413214,0.19487348,0.12925866,,,Yolk Syncytial Layer
rps27l,0.75053316,0.6224216,0.12811154,,,Yolk Syncytial Layer
zgc:153284,0.7010603,0.5736438,0.12741649,,,Yolk Syncytial Layer
ubc,1.4539185,1.3266236,0.1272949,,,Yolk Syncytial Layer
rps10,2.5914629,2.46527,0.12619281,,,Yolk Syncytial Layer
fam163ba,0.37037167,0.24448903,0.12588264,,,Yolk Syncytial Layer
rps2,2.492419,2.3666317,0.12578726,,,Yolk Syncytial Layer
ponzr5,1.1303648,1.0057131,0.12465167,,,Yolk Syncytial Layer
srp9,0.35315895,0.22889596,0.12426299,,,Yolk Syncytial Layer
id3,0.48982325,0.3667599,0.123063356,,,Yolk Syncytial Layer
rplp2l,2.990267,2.8687649,0.12150216,,,Yolk Syncytial Layer
rps15,2.8182478,2.6970384,0.12120938,,,Yolk Syncytial Layer
atp5if1b,0.3088022,0.18883097,0.119971216,,,Yolk Syncytial Layer
rpl6,1.3792756,1.2624865,0.1167891,,,Yolk Syncytial Layer
rpl23a,3.2447655,3.1297388,0.11502671,,,Yolk Syncytial Layer
si:ch211-217k17.9,0.39958695,0.2857561,0.113830835,,,Yolk Syncytial Layer
rbx1,0.6765881,0.56423104,0.11235708,,,Yolk Syncytial Layer
zgc:56585,0.44727403,0.33538663,0.111887395,,,Yolk Syncytial Layer
rfc1,1.6843507,1.5729773,0.111373425,,,Yolk Syncytial Layer
cox6a1,0.6124803,0.5015005,0.110979795,,,Yolk Syncytial Layer
rpl27,2.7832205,2.6726017,0.11061883,,,Yolk Syncytial Layer
ppl,0.5570198,0.44663393,0.110385895,,,Yolk Syncytial Layer
uqcrq,0.40416142,0.29394045,0.11022097,,,Yolk Syncytial Layer
ssr2,0.4065285,0.29679453,0.10973397,,,Yolk Syncytial Layer
cfl1l,0.6773834,0.56847763,0.10890579,,,Yolk Syncytial Layer
sec61a1l,0.4309656,0.32286644,0.10809916,,,Yolk Syncytial Layer
ndufa4l,0.7644328,0.6570035,0.107429266,,,Yolk Syncytial Layer
arl6ip5a,0.8446269,0.7376268,0.10700011,,,Yolk Syncytial Layer
si:ch211-195b11.3,0.6737764,0.56688875,0.10688764,,,Yolk Syncytial Layer
si:ch1073-325m22.2,0.9703604,0.86349636,0.106864035,,,Yolk Syncytial Layer
slc3a2a,0.57884485,0.47328815,0.1055567,,,Yolk Syncytial Layer
atp6v0e1,0.72105163,0.61587775,0.105173886,,,Yolk Syncytial Layer
psmc3,0.43473595,0.32973373,0.105002224,,,Yolk Syncytial Layer
serpina1,0.4764747,0.37185052,0.10462418,,,Yolk Syncytial Layer
fahd2a,0.6154569,0.5113074,0.10414946,,,Yolk Syncytial Layer
cntnap5b,0.32519487,0.2214631,0.10373177,,,Yolk Syncytial Layer
rpl10,2.7279387,2.6244152,0.10352349,,,Yolk Syncytial Layer
fdx1,0.39313155,0.2897024,0.10342917,,,Yolk Syncytial Layer
rpl3,2.1580822,2.0551968,0.102885485,,,Yolk Syncytial Layer
rpl5a,0.942856,0.8415953,0.10126072,,,Yolk Syncytial Layer
eif4ebp3l,0.3492676,0.24804604,0.10122156,,,Yolk Syncytial Layer
sesn3,0.36884946,0.2684197,0.10042974,,,Yolk Syncytial Layer
efhd1,0.43925375,0.3395008,0.09975293,,,Yolk Syncytial Layer
rsl24d1,0.8367553,0.7383289,0.0984264,,,Yolk Syncytial Layer
rpl35a,2.6827304,2.5856586,0.097071886,,,Yolk Syncytial Layer
CR388166.2,0.22498894,0.1280465,0.09694244,,,Yolk Syncytial Layer
apela,0.32200107,0.22532503,0.09667604,,,Yolk Syncytial Layer
cyp11a1,0.5743499,0.4787952,0.09555468,,,Yolk Syncytial Layer
erlin2,0.25445476,0.15892991,0.09552485,,,Yolk Syncytial Layer
psmc4,0.28180867,0.18680197,0.095006704,,,Yolk Syncytial Layer
bckdhbl,0.34625086,0.25135493,0.09489593,,,Yolk Syncytial Layer
rps5,3.0989335,3.0055318,0.09340167,,,Yolk Syncytial Layer
slc47a1,0.6848325,0.59200096,0.09283155,,,Yolk Syncytial Layer
rps26l,2.6641994,2.5718422,0.09235716,,,Yolk Syncytial Layer
suclg1,0.286058,0.19413817,0.09191984,,,Yolk Syncytial Layer
rplp2,1.9162498,1.8245193,0.091730475,,,Yolk Syncytial Layer
vcp,0.35825157,0.26682758,0.09142399,,,Yolk Syncytial Layer
h2az2b,2.1791668,2.0877628,0.09140396,,,Yolk Syncytial Layer
ccng1,0.70135045,0.61070573,0.09064472,,,Yolk Syncytial Layer
gamt,0.55583143,0.46526974,0.09056169,,,Yolk Syncytial Layer
CU694197.1,0.46360087,0.37357605,0.09002483,,,Yolk Syncytial Layer
sf3a2,0.2759423,0.18634543,0.08959687,,,Yolk Syncytial Layer
si:dkey-238d18.15,0.7182616,0.628911,0.08935058,,,Yolk Syncytial Layer
cndp2,0.518137,0.429191,0.088945985,,,Yolk Syncytial Layer
shisa2a,0.22205712,0.13328661,0.08877051,,,Yolk Syncytial Layer
hdlbpa,0.39277437,0.304079,0.08869538,,,Yolk Syncytial Layer
zgc:152830,0.42020157,0.3316978,0.08850378,,,Yolk Syncytial Layer
TMEM233,0.501813,0.41380724,0.08800575,,,Yolk Syncytial Layer
TXN,1.7028215,1.6152571,0.08756435,,,Yolk Syncytial Layer
FO704758.1,0.3324285,0.24639064,0.086037844,,,Yolk Syncytial Layer
btf3,1.0489833,0.9631557,0.08582765,,,Yolk Syncytial Layer
rps27.2,1.7164314,1.6306266,0.08580482,,,Yolk Syncytial Layer
tmem258,0.5943754,0.5088406,0.08553475,,,Yolk Syncytial Layer
BX936337.1,0.40835458,0.32301024,0.085344344,,,Yolk Syncytial Layer
oaz1a,0.40253302,0.31745735,0.08507568,,,Yolk Syncytial Layer
NC-002333.17,0.7151805,0.63029885,0.08488166,,,Yolk Syncytial Layer
rltgr,0.2279538,0.14331229,0.084641516,,,Yolk Syncytial Layer
cst14a.2,0.58017284,0.49611437,0.08405846,,,Yolk Syncytial Layer
cox7c,1.5302765,1.4465975,0.08367908,,,Yolk Syncytial Layer
mmp30,0.5526514,0.46920362,0.083447784,,,Yolk Syncytial Layer
stom,0.49665898,0.41376007,0.082898915,,,Yolk Syncytial Layer
pvalb9,0.8229536,0.7407274,0.08222616,,,Yolk Syncytial Layer
mrps6,0.40590096,0.32434008,0.08156088,,,Yolk Syncytial Layer
si:ch73-132f6.5,0.30756128,0.22600664,0.08155464,,,Yolk Syncytial Layer
rps14,3.1735306,3.0934055,0.08012509,,,Yolk Syncytial Layer
ncl,0.64040476,0.5603011,0.080103636,,,Yolk Syncytial Layer
ndufab1a,0.42784274,0.34786633,0.07997641,,,Yolk Syncytial Layer
tma7,1.1558288,1.0759187,0.07991016,,,Yolk Syncytial Layer
zgc:175088,0.37699273,0.2972636,0.07972914,,,Yolk Syncytial Layer
rpl18a,1.8485026,1.768962,0.07954061,,,Yolk Syncytial Layer
smim15,0.37615502,0.2977847,0.07837033,,,Yolk Syncytial Layer
uqcr10,0.49790674,0.42002508,0.077881664,,,Yolk Syncytial Layer
scpep1,0.40975592,0.33201045,0.07774547,,,Yolk Syncytial Layer
acsl4a,0.30414027,0.22696286,0.077177405,,,Yolk Syncytial Layer
fkbp11,0.2094932,0.1326961,0.0767971,,,Yolk Syncytial Layer
cox5aa,0.8840567,0.8073196,0.076737106,,,Yolk Syncytial Layer
rps21,2.2182841,2.14171,0.07657409,,,Yolk Syncytial Layer
rpl29,1.7842727,1.7079232,0.0763495,,,Yolk Syncytial Layer
shcbp1,0.30870342,0.23348367,0.07521975,,,Yolk Syncytial Layer
dpy30,0.704378,0.6297542,0.07462382,,,Yolk Syncytial Layer
anapc11,0.2216771,0.14775187,0.07392523,,,Yolk Syncytial Layer
sec61a1,0.28731123,0.21375376,0.073557466,,,Yolk Syncytial Layer
dad1,0.59733564,0.5241536,0.07318205,,,Yolk Syncytial Layer
ckmt1,0.2793982,0.20629211,0.073106095,,,Yolk Syncytial Layer
mogat2,0.25062042,0.17761603,0.073004395,,,Yolk Syncytial Layer
mpv17l2,0.23664995,0.16403048,0.07261947,,,Yolk Syncytial Layer
zgc:153665,0.19164915,0.11907871,0.07257044,,,Yolk Syncytial Layer
cers2b,0.4390299,0.36688393,0.07214597,,,Yolk Syncytial Layer
ndufb8,0.35539615,0.28344208,0.07195407,,,Yolk Syncytial Layer
snrpd1,0.7378816,0.6659774,0.07190418,,,Yolk Syncytial Layer
sh3bgrl,0.23725839,0.16616291,0.07109548,,,Yolk Syncytial Layer
polr2l,0.6658235,0.5949073,0.070916235,,,Yolk Syncytial Layer
ctnnb1,0.6440752,0.5732996,0.07077563,,,Yolk Syncytial Layer
ndufa5,0.29695863,0.22622283,0.0707358,,,Yolk Syncytial Layer
cdc26,0.25512373,0.18440463,0.07071911,,,Yolk Syncytial Layer
prdx5,0.49817938,0.42782107,0.070358306,,,Yolk Syncytial Layer
khdrbs1b,0.37849903,0.30823305,0.07026598,,,Yolk Syncytial Layer
mt-atp6,0.5932424,0.5240972,0.0691452,,,Yolk Syncytial Layer
slc43a2b,0.24340203,0.17452934,0.06887269,,,Yolk Syncytial Layer
si:ch211-286b5.5,0.3245109,0.25576416,0.068746746,,,Yolk Syncytial Layer
sb:cb37,0.28711566,0.21850659,0.068609074,,,Yolk Syncytial Layer
sumo2b,0.39245307,0.3240483,0.068404764,,,Yolk Syncytial Layer
dlx3b,0.2691906,0.2018125,0.067378104,,,Yolk Syncytial Layer
STMP1,0.28365234,0.21638258,0.06726976,,,Yolk Syncytial Layer
cox8a,0.6969319,0.62986106,0.06707084,,,Yolk Syncytial Layer
ywhaba,0.28066117,0.21368241,0.06697875,,,Yolk Syncytial Layer
rpl7a,1.8182291,1.7516123,0.06661677,,,Yolk Syncytial Layer
cox6b2,1.48074,1.414288,0.06645191,,,Yolk Syncytial Layer
ucp2,0.3645954,0.2984766,0.06611881,,,Yolk Syncytial Layer
rps11,3.1735897,3.10754,0.066049814,,,Yolk Syncytial Layer
krt4,3.6307662,3.564965,0.06580114,,,Yolk Syncytial Layer
tuba8l,0.4197081,0.35397393,0.06573418,,,Yolk Syncytial Layer
rps6,2.158927,2.093224,0.065702915,,,Yolk Syncytial Layer
zgc:101744,0.35372558,0.28850424,0.06522134,,,Yolk Syncytial Layer
atf4a,0.3775583,0.3127868,0.0647715,,,Yolk Syncytial Layer
NC-002333.9,0.3489247,0.28435445,0.06457025,,,Yolk Syncytial Layer
psap,0.38933155,0.32480454,0.064527005,,,Yolk Syncytial Layer
rap1aa,0.27341264,0.20892371,0.06448893,,,Yolk Syncytial Layer
nipsnap1,0.30537465,0.24130306,0.064071596,,,Yolk Syncytial Layer
ctsd,0.28565615,0.22170345,0.0639527,,,Yolk Syncytial Layer
atp5f1c,0.29092908,0.22748514,0.063443944,,,Yolk Syncytial Layer
glrx,0.23875654,0.17539479,0.06336175,,,Yolk Syncytial Layer
ssr3,0.48831558,0.42504966,0.06326592,,,Yolk Syncytial Layer
gnpda1,0.20818357,0.1449346,0.06324898,,,Yolk Syncytial Layer
gpx1a,0.23835362,0.17563479,0.06271884,,,Yolk Syncytial Layer
med11,0.27242666,0.210253,0.062173665,,,Yolk Syncytial Layer
eif1axb,0.39447743,0.3325556,0.061921835,,,Yolk Syncytial Layer
rab1ab,0.20827876,0.14645869,0.061820075,,,Yolk Syncytial Layer
cldne,0.3040943,0.24233755,0.06175676,,,Yolk Syncytial Layer
pabpc1a,0.68046486,0.6188306,0.061634243,,,Yolk Syncytial Layer
krt96,0.19300099,0.13155448,0.061446503,,,Yolk Syncytial Layer
slc26a1,0.25936902,0.19808282,0.061286196,,,Yolk Syncytial Layer
degs1,0.29715925,0.23611522,0.061044037,,,Yolk Syncytial Layer
copa,0.2640507,0.2036144,0.060436293,,,Yolk Syncytial Layer
anxa1c,0.3497014,0.28944832,0.060253084,,,Yolk Syncytial Layer
icn2,0.454295,0.39439106,0.05990395,,,Yolk Syncytial Layer
cyp2aa8,0.23086374,0.17145613,0.059407607,,,Yolk Syncytial Layer
psma5,0.51801693,0.45906448,0.05895245,,,Yolk Syncytial Layer
rps24,2.213157,2.1545973,0.058559656,,,Yolk Syncytial Layer
pfn2l,0.3255751,0.26738888,0.058186233,,,Yolk Syncytial Layer
atp5md,0.36832386,0.31027523,0.058048636,,,Yolk Syncytial Layer
mt-co2,2.6376748,2.579806,0.05786872,,,Yolk Syncytial Layer
edf1,0.65252227,0.59493756,0.057584703,,,Yolk Syncytial Layer
apoba,0.27103642,0.2135481,0.057488322,,,Yolk Syncytial Layer
spata6l,0.23639242,0.17893751,0.057454914,,,Yolk Syncytial Layer
SERP1,0.2393131,0.18190095,0.057412148,,,Yolk Syncytial Layer
ost4,0.2696171,0.21255063,0.057066485,,,Yolk Syncytial Layer
acp5a,0.5343647,0.4774603,0.056904405,,,Yolk Syncytial Layer
selenof,0.8446409,0.78813106,0.056509852,,,Yolk Syncytial Layer
anapc16,0.5015951,0.4452888,0.056306273,,,Yolk Syncytial Layer
tmem167a,0.23900464,0.18288901,0.056115627,,,Yolk Syncytial Layer
sem1,0.64835286,0.5924064,0.05594647,,,Yolk Syncytial Layer
dap,0.19463305,0.13876161,0.055871442,,,Yolk Syncytial Layer
gtf2h5,0.19407438,0.13854286,0.055531517,,,Yolk Syncytial Layer
xbp1,0.43604815,0.38087055,0.0551776,,,Yolk Syncytial Layer
nid2a,0.33018684,0.27561113,0.05457571,,,Yolk Syncytial Layer
dnase1l4.1,0.3503757,0.29580957,0.054566145,,,Yolk Syncytial Layer
mttp,0.3102985,0.25594142,0.05435708,,,Yolk Syncytial Layer
tomm5,0.3424004,0.2883062,0.054094195,,,Yolk Syncytial Layer
commd7,0.33437762,0.28060073,0.05377689,,,Yolk Syncytial Layer
atp5pf,0.2980603,0.24431418,0.05374612,,,Yolk Syncytial Layer
rpsa,2.7978265,2.7444916,0.05333495,,,Yolk Syncytial Layer
b3gnt2b,0.23923473,0.18594979,0.053284943,,,Yolk Syncytial Layer
glud1a,0.26454487,0.21144645,0.053098425,,,Yolk Syncytial Layer
slc25a20,0.49633753,0.4434955,0.05284202,,,Yolk Syncytial Layer
CDPF1,0.18202345,0.12925328,0.052770168,,,Yolk Syncytial Layer
nup93,0.23938155,0.18665752,0.052724034,,,Yolk Syncytial Layer
fn1a,0.37828293,0.32588887,0.052394062,,,Yolk Syncytial Layer
actb1,1.3826547,1.3303238,0.05233085,,,Yolk Syncytial Layer
rnaseka,0.3655735,0.31328866,0.052284837,,,Yolk Syncytial Layer
hspd1,0.3095475,0.25733095,0.05221656,,,Yolk Syncytial Layer
capns1a,0.3329201,0.28093317,0.051986933,,,Yolk Syncytial Layer
eef1g,1.0970277,1.0453012,0.05172646,,,Yolk Syncytial Layer
fzd7a,0.37994698,0.3289508,0.050996184,,,Yolk Syncytial Layer
nudt5,0.20644465,0.15593569,0.05050896,,,Yolk Syncytial Layer
igf2bp1,0.29468772,0.24422175,0.05046597,,,Yolk Syncytial Layer
hnrnpa0a,0.45046547,0.40026566,0.050199807,,,Yolk Syncytial Layer
sf1,0.20906526,0.1592304,0.049834862,,,Yolk Syncytial Layer
tram1,0.25671148,0.20722188,0.049489602,,,Yolk Syncytial Layer
selenow2a,0.29754275,0.24817239,0.049370363,,,Yolk Syncytial Layer
selenop,0.22815672,0.17915638,0.049000338,,,Yolk Syncytial Layer
lsm5,0.16536255,0.11680404,0.04855851,,,Yolk Syncytial Layer
rrbp1b,0.24134003,0.19298908,0.048350945,,,Yolk Syncytial Layer
smc1al,0.26206037,0.21371013,0.048350245,,,Yolk Syncytial Layer
bzw1a,0.4514923,0.40329942,0.04819289,,,Yolk Syncytial Layer
eif5a2,0.38931084,0.34168738,0.047623456,,,Yolk Syncytial Layer
erh,0.7007528,0.65360314,0.04714966,,,Yolk Syncytial Layer
si:dkey-74k8.4,0.22888473,0.18183185,0.047052875,,,Yolk Syncytial Layer
bzw1b,0.19655046,0.14953968,0.04701078,,,Yolk Syncytial Layer
wdr83os,0.649899,0.6030819,0.046817124,,,Yolk Syncytial Layer
selenoh,0.5329391,0.4863148,0.046624273,,,Yolk Syncytial Layer
pla2g12b,1.3294959,1.2829009,0.046594977,,,Yolk Syncytial Layer
snrpa,0.45392835,0.40746063,0.04646772,,,Yolk Syncytial Layer
ndufb9,0.2287249,0.18229568,0.046429217,,,Yolk Syncytial Layer
jpt2,0.3425513,0.29615584,0.04639545,,,Yolk Syncytial Layer
srsf6a,0.3168167,0.27073684,0.046079844,,,Yolk Syncytial Layer
cope,0.21972494,0.17404437,0.045680568,,,Yolk Syncytial Layer
ube2d1b,0.22334045,0.17786437,0.04547608,,,Yolk Syncytial Layer
srsf2a,0.7438542,0.69848955,0.045364678,,,Yolk Syncytial Layer
rpl10a,2.7851124,2.7397642,0.045348167,,,Yolk Syncytial Layer
mgst1.2,0.37649724,0.33119977,0.045297474,,,Yolk Syncytial Layer
rpl9,1.6840538,1.6392163,0.044837475,,,Yolk Syncytial Layer
ak2,0.15735725,0.11306676,0.044290483,,,Yolk Syncytial Layer
tktb,0.33552977,0.29133952,0.044190258,,,Yolk Syncytial Layer
brk1,0.25771224,0.21375832,0.043953925,,,Yolk Syncytial Layer
fam32a,0.37262562,0.32868263,0.043942988,,,Yolk Syncytial Layer
rpl5b,1.5021508,1.4583731,0.043777704,,,Yolk Syncytial Layer
si:dkey-85k7.7,0.340484,0.29686952,0.043614477,,,Yolk Syncytial Layer
eny2,0.58395433,0.54065305,0.043301284,,,Yolk Syncytial Layer
ctsla,2.915209,2.8720405,0.043168545,,,Yolk Syncytial Layer
mt-nd3,1.9408286,1.897742,0.04308653,,,Yolk Syncytial Layer
cyt1,1.5560701,1.5133903,0.042679787,,,Yolk Syncytial Layer
cops9,0.26438108,0.22181575,0.04256533,,,Yolk Syncytial Layer
smdt1b,0.28745773,0.24491553,0.042542204,,,Yolk Syncytial Layer
si:dkey-239h2.3,0.19466917,0.1522497,0.04241948,,,Yolk Syncytial Layer
dpp7,0.64183974,0.5995877,0.042252064,,,Yolk Syncytial Layer
slbp,0.22265652,0.18072811,0.04192841,,,Yolk Syncytial Layer
krtcap2,0.23939236,0.19754161,0.041850746,,,Yolk Syncytial Layer
rpl24,1.4625409,1.4209652,0.04157567,,,Yolk Syncytial Layer
npm1a,1.136812,1.0958118,0.041000128,,,Yolk Syncytial Layer
shmt1,0.26778868,0.2270711,0.040717572,,,Yolk Syncytial Layer
cyt1l,1.558936,1.5182604,0.04067564,,,Yolk Syncytial Layer
zgc:163030,0.23288651,0.19264442,0.04024209,,,Yolk Syncytial Layer
si:dkey-16p21.8,0.20297255,0.16294512,0.040027425,,,Yolk Syncytial Layer
hspe1,0.79042506,0.75058806,0.039837003,,,Yolk Syncytial Layer
cct3,0.198915,0.15916231,0.039752692,,,Yolk Syncytial Layer
fth1a,1.3014328,1.2618093,0.0396235,,,Yolk Syncytial Layer
