gene,mean_bulge,mean_dent,lfc,p_geomnull,null_sd,interface
ERICH3,0.10222826,0.108456284,-0.0062280223,,,granular layer|rest
APOO,0.07135249,0.0775854,-0.00623291,,,granular layer|rest
KANSL3,0.072126366,0.078361146,-0.00623478,,,granular layer|rest
JAZF1,0.07769998,0.08394252,-0.006242536,,,granular layer|rest
SETX,0.0780977,0.084340945,-0.006243244,,,granular layer|rest
HSF1,0.0877096,0.09396365,-0.0062540546,,,granular layer|rest
ANAPC13,0.09117405,0.097435154,-0.006261103,,,granular layer|rest
FAM96B,0.20069629,0.20696284,-0.006266549,,,granular layer|rest
SNRPG,0.06050751,0.06677424,-0.006266732,,,granular layer|rest
MAP4K5,0.08096884,0.08724422,-0.006275378,,,granular layer|rest
C3orf58,0.07295121,0.0792322,-0.0062809885,,,granular layer|rest
ITGB5,0.087423496,0.09370839,-0.0062848926,,,granular layer|rest
GNB1L,0.07707622,0.083365604,-0.0062893853,,,granular layer|rest
RAB11FIP2,0.09378149,0.10007463,-0.006293133,,,granular layer|rest
CSNK1G3,0.10040735,0.1067018,-0.0062944517,,,granular layer|rest
BBX,0.080902405,0.08720133,-0.006298922,,,granular layer|rest
MED29,0.085487574,0.091790296,-0.006302722,,,granular layer|rest
ASTN2,0.46114263,0.46744978,-0.006307155,,,granular layer|rest
RAB4A,0.10210486,0.1084208,-0.006315939,,,granular layer|rest
UVRAG,0.113013364,0.11935147,-0.0063381046,,,granular layer|rest
PSPC1,0.11123339,0.11757964,-0.006346248,,,granular layer|rest
ULK2,0.07692713,0.083275065,-0.006347932,,,granular layer|rest
ERP44,0.08003264,0.0863829,-0.006350264,,,granular layer|rest
MLH3,0.08190122,0.088259414,-0.0063581914,,,granular layer|rest
ANKH,0.11789834,0.124256544,-0.0063582063,,,granular layer|rest
CFL2,0.11635362,0.122714475,-0.006360851,,,granular layer|rest
PXK,0.0800143,0.08638178,-0.006367475,,,granular layer|rest
CCDC6,0.07528903,0.08165661,-0.006367579,,,granular layer|rest
GTF3A,0.08293595,0.08933015,-0.0063942,,,granular layer|rest
ALDH2,0.074770465,0.08116788,-0.006397411,,,granular layer|rest
RAPGEF1,0.20092154,0.20732567,-0.0064041317,,,granular layer|rest
CHD6,0.110654786,0.11706456,-0.0064097717,,,granular layer|rest
DPY30,0.10843799,0.11484791,-0.0064099208,,,granular layer|rest
WDR6,0.087819695,0.09423065,-0.0064109564,,,granular layer|rest
AKT2,0.070926,0.077344984,-0.0064189807,,,granular layer|rest
MON2,0.095548496,0.10197314,-0.006424643,,,granular layer|rest
ANKRD26,0.08552568,0.091953516,-0.0064278394,,,granular layer|rest
RBM25,0.10351814,0.10994642,-0.006428279,,,granular layer|rest
ZNF544,0.07706539,0.08349376,-0.0064283684,,,granular layer|rest
COPS5,0.10549145,0.111922055,-0.0064306036,,,granular layer|rest
TRAPPC8,0.07777229,0.08421558,-0.006443292,,,granular layer|rest
RALGAPB,0.072944544,0.07938818,-0.0064436346,,,granular layer|rest
ZNF721,0.072652355,0.07909792,-0.0064455643,,,granular layer|rest
PPP2R2D,0.07937943,0.08582704,-0.006447606,,,granular layer|rest
DCLK1,0.09108341,0.0975358,-0.006452389,,,granular layer|rest
RNF111,0.07613607,0.082591586,-0.0064555183,,,granular layer|rest
DPF3,0.15731888,0.16377908,-0.0064602047,,,granular layer|rest
MTOR,0.08467308,0.091133565,-0.006460488,,,granular layer|rest
SYF2,0.08414528,0.09061184,-0.00646656,,,granular layer|rest
FAF1,0.14627865,0.15275085,-0.0064722,,,granular layer|rest
MCU,0.22401617,0.23049316,-0.0064769834,,,granular layer|rest
KDM4C,0.20374817,0.21022803,-0.0064798594,,,granular layer|rest
APBB2,0.09345399,0.099941656,-0.0064876676,,,granular layer|rest
NAV2,0.15274075,0.15922844,-0.0064876974,,,granular layer|rest
TOP1,0.08596745,0.09246271,-0.0064952597,,,granular layer|rest
MRPS18C,0.12663193,0.13312766,-0.006495729,,,granular layer|rest
DENND4C,0.0902554,0.096754596,-0.0064991936,,,granular layer|rest
SSH2,0.12988332,0.1363831,-0.006499782,,,granular layer|rest
EP400,0.07696338,0.083464205,-0.0065008253,,,granular layer|rest
HYI,0.09189766,0.09840139,-0.006503731,,,granular layer|rest
REV1,0.112227365,0.118742205,-0.00651484,,,granular layer|rest
HLTF,0.07564556,0.08216542,-0.0065198615,,,granular layer|rest
RDH5,0.14321032,0.14973153,-0.00652121,,,granular layer|rest
ARHGEF9,0.076333776,0.08285602,-0.0065222457,,,granular layer|rest
CYP2C75,0.12243431,0.12896742,-0.0065331087,,,granular layer|rest
FBXW4,0.07097003,0.07750995,-0.0065399185,,,granular layer|rest
PFDN1,0.12507659,0.13162078,-0.0065441877,,,granular layer|rest
AK1,0.13980983,0.1463559,-0.006546065,,,granular layer|rest
ZZZ3,0.09194131,0.09849226,-0.0065509453,,,granular layer|rest
MARK1,0.08093888,0.08749537,-0.0065564886,,,granular layer|rest
ULK1,0.08475986,0.091318555,-0.006558694,,,granular layer|rest
DROSHA,0.070386834,0.07694721,-0.006560378,,,granular layer|rest
ATG13,0.06792084,0.07449196,-0.0065711215,,,granular layer|rest
MED27,0.07729078,0.08386305,-0.006572269,,,granular layer|rest
TCAIM,0.090095565,0.09667459,-0.0065790266,,,granular layer|rest
MYEF2,0.08431963,0.0909073,-0.0065876693,,,granular layer|rest
SMG6,0.08418057,0.090772904,-0.0065923333,,,granular layer|rest
VTA1,0.07399215,0.0805934,-0.0066012517,,,granular layer|rest
PNN,0.09060028,0.09720511,-0.006604828,,,granular layer|rest
MRPS9,0.13507679,0.14168906,-0.006612271,,,granular layer|rest
GTF2F1,0.07798004,0.08460184,-0.0066218004,,,granular layer|rest
FNIP2,0.0784608,0.08508439,-0.006623596,,,granular layer|rest
OCIAD2,0.09818044,0.104805924,-0.006625481,,,granular layer|rest
AIG1,0.15986165,0.16648792,-0.0066262633,,,granular layer|rest
SEMA3E,0.12227207,0.12889962,-0.006627552,,,granular layer|rest
PITPNC1,0.101137556,0.10776648,-0.006628923,,,granular layer|rest
RHOT1,0.09096566,0.09759693,-0.00663127,,,granular layer|rest
BCL2L13,0.08684342,0.093475126,-0.006631702,,,granular layer|rest
ANAPC16,0.0846657,0.09129914,-0.006633438,,,granular layer|rest
RFX7,0.101638325,0.10827513,-0.006636806,,,granular layer|rest
FAM169A,0.07504015,0.08167713,-0.0066369846,,,granular layer|rest
DNM3,0.3295671,0.3362062,-0.006639093,,,granular layer|rest
EPN1,0.07837127,0.0850148,-0.0066435263,,,granular layer|rest
AHCYL2,0.10209998,0.10874697,-0.006646991,,,granular layer|rest
COPS4,0.07126723,0.07791877,-0.0066515356,,,granular layer|rest
ABCD3,0.07906058,0.0857142,-0.006653622,,,granular layer|rest
OTUD5,0.069494486,0.0761628,-0.0066683143,,,granular layer|rest
NDUFAF4,0.07285916,0.07952845,-0.0066692904,,,granular layer|rest
MRPS11,0.12091817,0.12760432,-0.006686151,,,granular layer|rest
EXOC6B,0.21333663,0.22002809,-0.006691456,,,granular layer|rest
XRN2,0.07592012,0.082614735,-0.006694615,,,granular layer|rest
BTBD7,0.07950534,0.08620719,-0.0067018494,,,granular layer|rest
USP2,0.085330404,0.092034824,-0.00670442,,,granular layer|rest
REPS1,0.06934619,0.07605239,-0.0067062005,,,granular layer|rest
CALN1,0.35595658,0.36266842,-0.0067118406,,,granular layer|rest
FUNDC2,0.10480256,0.11151461,-0.0067120567,,,granular layer|rest
ZBTB20,0.09226069,0.0989749,-0.00671421,,,granular layer|rest
GGH,0.07265144,0.07937518,-0.006723739,,,granular layer|rest
TNIK,0.0842983,0.09102374,-0.0067254454,,,granular layer|rest
UBR1,0.09098032,0.09770964,-0.0067293197,,,granular layer|rest
LUC7L3,0.20679405,0.21352968,-0.006735623,,,granular layer|rest
ADRM1,0.11097834,0.117720544,-0.0067422017,,,granular layer|rest
PRKCSH,0.06977608,0.076520465,-0.0067443848,,,granular layer|rest
PSMG4,0.09499469,0.10174587,-0.006751187,,,granular layer|rest
LRRC49,0.1079023,0.11465848,-0.006756179,,,granular layer|rest
ARHGEF3,0.08163447,0.0883931,-0.0067586303,,,granular layer|rest
FGD6,0.077312976,0.08407374,-0.006760761,,,granular layer|rest
MRPL14,0.17347826,0.1802501,-0.0067718327,,,granular layer|rest
ATP13A2,0.06331754,0.07009746,-0.006779924,,,granular layer|rest
AHCTF1,0.08447571,0.09125572,-0.006780006,,,granular layer|rest
PCNX2,0.123751745,0.1305336,-0.006781861,,,granular layer|rest
VPS51,0.08915858,0.09594052,-0.006781943,,,granular layer|rest
GIGYF2,0.102342784,0.109135464,-0.0067926794,,,granular layer|rest
TMEM126A,0.12899509,0.13579358,-0.006798491,,,granular layer|rest
PDS5A,0.1038438,0.11064364,-0.0067998394,,,granular layer|rest
C12orf75,0.24767096,0.25447515,-0.006804183,,,granular layer|rest
TFIP11,0.082397446,0.0892025,-0.006805055,,,granular layer|rest
NALCN,0.15708579,0.16389461,-0.0068088174,,,granular layer|rest
TWF2,0.1702088,0.17702591,-0.0068171173,,,granular layer|rest
SAT2,0.08345759,0.090283535,-0.0068259463,,,granular layer|rest
AMBRA1,0.07858024,0.08540802,-0.006827779,,,granular layer|rest
RTCB,0.072857134,0.07968774,-0.006830603,,,granular layer|rest
EDC4,0.08261954,0.08945877,-0.0068392307,,,granular layer|rest
PHF21A,0.11140049,0.118243575,-0.0068430826,,,granular layer|rest
ZFAND6,0.10385954,0.110707015,-0.0068474784,,,granular layer|rest
COQ9,0.090141855,0.096990265,-0.00684841,,,granular layer|rest
SAFB2,0.083622344,0.09047344,-0.0068510994,,,granular layer|rest
PCBP4,0.109857224,0.11670889,-0.0068516657,,,granular layer|rest
WSCD1,0.07139282,0.07824503,-0.0068522096,,,granular layer|rest
MSI2,0.13667302,0.14352928,-0.0068562627,,,granular layer|rest
MPHOSPH8,0.10178222,0.10866621,-0.0068839937,,,granular layer|rest
MRPL18,0.08954263,0.096427865,-0.006885238,,,granular layer|rest
PTCD3,0.080910936,0.08780378,-0.006892845,,,granular layer|rest
SMARCA2,0.1250212,0.13191487,-0.0068936646,,,granular layer|rest
LRCH1,0.22468488,0.2315803,-0.006895423,,,granular layer|rest
PAFAH1B3,0.11915184,0.12604792,-0.006896086,,,granular layer|rest
MRPS7,0.07586279,0.08275917,-0.006896384,,,granular layer|rest
FAM149B1,0.07084919,0.07774862,-0.0068994313,,,granular layer|rest
GPCPD1,0.07761113,0.084515505,-0.006904371,,,granular layer|rest
C18orf25,0.09352441,0.1004322,-0.006907791,,,granular layer|rest
HCN1,0.15752693,0.16444112,-0.0069141984,,,granular layer|rest
THAP4,0.069609046,0.07653188,-0.0069228336,,,granular layer|rest
ALKBH2,0.11835374,0.12527889,-0.0069251508,,,granular layer|rest
BUD31,0.10323296,0.11016306,-0.0069301054,,,granular layer|rest
PHF20,0.10244584,0.10937788,-0.0069320425,,,granular layer|rest
MAPK14,0.083003074,0.08993904,-0.006935969,,,granular layer|rest
THRAP3,0.07192677,0.07886434,-0.006937571,,,granular layer|rest
GOLGB1,0.0807681,0.08770949,-0.0069413856,,,granular layer|rest
GLO1,0.072033755,0.07898879,-0.006955035,,,granular layer|rest
SOS1,0.100995004,0.10795141,-0.006956406,,,granular layer|rest
UNC50,0.1075908,0.11454968,-0.0069588795,,,granular layer|rest
CCDC107,0.08179706,0.08876096,-0.006963894,,,granular layer|rest
NDST3,0.21820773,0.22517362,-0.0069658905,,,granular layer|rest
EFR3B,0.096625336,0.103596814,-0.0069714785,,,granular layer|rest
L1CAM,0.1037579,0.11073352,-0.0069756135,,,granular layer|rest
PNPO,0.07527472,0.08225151,-0.0069767907,,,granular layer|rest
SMARCAD1,0.089719325,0.0966981,-0.0069787726,,,granular layer|rest
RAB3IP,0.11253857,0.11952908,-0.0069905147,,,granular layer|rest
MPHOSPH6,0.11003426,0.11704055,-0.007006295,,,granular layer|rest
GFOD2,0.08798125,0.09498807,-0.007006824,,,granular layer|rest
ACBD3,0.090131454,0.09714669,-0.0070152357,,,granular layer|rest
LARS,0.06867006,0.07568995,-0.0070198923,,,granular layer|rest
ZBTB47,0.08823039,0.095250495,-0.0070201084,,,granular layer|rest
RTFDC1,0.06910271,0.07613856,-0.0070358515,,,granular layer|rest
SRP68,0.0794228,0.0864589,-0.0070360973,,,granular layer|rest
DCAF5,0.09367722,0.10072375,-0.007046528,,,granular layer|rest
SNCG,0.07818091,0.08523011,-0.007049203,,,granular layer|rest
ZNF358,0.10829569,0.11534645,-0.00705076,,,granular layer|rest
KLHDC10,0.12659131,0.13364433,-0.0070530176,,,granular layer|rest
ARL8A,0.08246902,0.0895224,-0.0070533827,,,granular layer|rest
HIGD2A,0.1521135,0.15917201,-0.007058516,,,granular layer|rest
CSMD3,0.11977192,0.12683132,-0.0070594028,,,granular layer|rest
BARHL2,0.14284344,0.14993,-0.00708656,,,granular layer|rest
NUDC,0.19749919,0.20458822,-0.0070890337,,,granular layer|rest
OBSL1,0.07856812,0.08565974,-0.007091619,,,granular layer|rest
CDC5L,0.10141817,0.1085109,-0.007092729,,,granular layer|rest
WIPI2,0.10513528,0.11223124,-0.0070959628,,,granular layer|rest
ADAM11,0.13744225,0.14454618,-0.007103935,,,granular layer|rest
ZSWIM5,0.16299205,0.17009719,-0.007105142,,,granular layer|rest
SLC25A12,0.08838075,0.09548877,-0.0071080253,,,granular layer|rest
FBXO31,0.09143827,0.0985463,-0.0071080253,,,granular layer|rest
TSHZ1,0.08581882,0.09292826,-0.007109441,,,granular layer|rest
AMZ2,0.08006594,0.08717541,-0.007109463,,,granular layer|rest
GALNT7,0.20124456,0.20835456,-0.0071099997,,,granular layer|rest
AMPD2,0.09932113,0.10643498,-0.0071138516,,,granular layer|rest
E4F1,0.08257825,0.08969343,-0.007115178,,,granular layer|rest
TNRC6B,0.117064215,0.12418331,-0.007119097,,,granular layer|rest
PPP1CA,0.09428376,0.10140288,-0.007119119,,,granular layer|rest
CDR2L,0.105543144,0.112664565,-0.0071214214,,,granular layer|rest
CCSER1,0.37686697,0.38399458,-0.007127613,,,granular layer|rest
RRAGD,0.072211556,0.07934815,-0.007136591,,,granular layer|rest
USP14,0.07050309,0.0776411,-0.0071380064,,,granular layer|rest
STAM,0.09296974,0.10011256,-0.0071428195,,,granular layer|rest
PDIA6,0.07214495,0.07928924,-0.0071442947,,,granular layer|rest
ASAP2,0.070971526,0.07811749,-0.0071459636,,,granular layer|rest
PHKB,0.14730531,0.15445694,-0.0071516335,,,granular layer|rest
MPC2,0.21459262,0.22174557,-0.007152945,,,granular layer|rest
DIABLO,0.08854132,0.0957002,-0.0071588755,,,granular layer|rest
CISD2,0.13734768,0.14451237,-0.007164687,,,granular layer|rest
ACTR3B,0.082543045,0.089708984,-0.0071659386,,,granular layer|rest
CFAP36,0.08304429,0.09021321,-0.007168919,,,granular layer|rest
ARFGEF1,0.08542698,0.09260038,-0.007173404,,,granular layer|rest
AKAP8L,0.074577525,0.08175118,-0.0071736574,,,granular layer|rest
TM2D3,0.077241085,0.08441942,-0.0071783364,,,granular layer|rest
SLC12A6,0.0737666,0.08094494,-0.007178344,,,granular layer|rest
C20orf24,0.13791203,0.14509754,-0.007185504,,,granular layer|rest
BCAS1,0.088973604,0.09616096,-0.007187359,,,granular layer|rest
VPS13B,0.19364995,0.20083982,-0.00718987,,,granular layer|rest
UBTD2,0.0950515,0.10225498,-0.007203482,,,granular layer|rest
PCYT2,0.07532843,0.08253603,-0.007207595,,,granular layer|rest
SLC25A11,0.107436046,0.114643894,-0.007207848,,,granular layer|rest
NIPSNAP2,0.07979563,0.08700623,-0.007210605,,,granular layer|rest
THTPA,0.16199212,0.16920322,-0.007211104,,,granular layer|rest
ATXN10,0.12031937,0.12753728,-0.007217914,,,granular layer|rest
YAF2,0.10076402,0.107985236,-0.0072212145,,,granular layer|rest
ERC1,0.3020974,0.30932483,-0.007227421,,,granular layer|rest
U2SURP,0.11283482,0.12006485,-0.0072300285,,,granular layer|rest
CREBL2,0.07519881,0.082432695,-0.007233888,,,granular layer|rest
SRSF10,0.07430232,0.081539445,-0.0072371215,,,granular layer|rest
PDE9A,0.08812866,0.09537239,-0.0072437227,,,granular layer|rest
STAG1,0.18539523,0.19264455,-0.0072493255,,,granular layer|rest
TRAP1,0.097394235,0.10464983,-0.0072555915,,,granular layer|rest
CNOT6,0.06897787,0.0762466,-0.007268727,,,granular layer|rest
TNKS2,0.07812098,0.08539255,-0.007271573,,,granular layer|rest
DNAJC12,0.116652496,0.12393299,-0.0072804913,,,granular layer|rest
MUM1,0.06882062,0.076114975,-0.007294357,,,granular layer|rest
NAXE,0.079831615,0.08713163,-0.007300012,,,granular layer|rest
GET4,0.10649399,0.11379795,-0.0073039606,,,granular layer|rest
UBXN2B,0.06788797,0.07519769,-0.00730972,,,granular layer|rest
SUSD4,0.12452572,0.13184536,-0.0073196366,,,granular layer|rest
PDLIM2,0.16468947,0.17201126,-0.00732179,,,granular layer|rest
STX6,0.08392837,0.09125392,-0.0073255524,,,granular layer|rest
PCBP3,0.11499002,0.12231704,-0.00732702,,,granular layer|rest
RBFOX2,0.23474108,0.24207576,-0.0073346794,,,granular layer|rest
SUCLG1,0.10732,0.114659384,-0.0073393807,,,granular layer|rest
TAB2,0.08530659,0.092649154,-0.007342562,,,granular layer|rest
UBE4B,0.100196466,0.10753958,-0.0073431134,,,granular layer|rest
MAP3K13,0.11269043,0.120034434,-0.0073440075,,,granular layer|rest
CCPG1,0.07527975,0.08262425,-0.007344499,,,granular layer|rest
EPC2,0.09343864,0.10078405,-0.007345408,,,granular layer|rest
ARVCF,0.1154748,0.12282235,-0.007347554,,,granular layer|rest
CDH15,0.09272351,0.100071944,-0.007348433,,,granular layer|rest
ATG9A,0.07764219,0.08499226,-0.0073500723,,,granular layer|rest
ELF2,0.0818001,0.08915061,-0.0073505044,,,granular layer|rest
PTGES3L-AARSD1,0.07143794,0.07879039,-0.007352449,,,granular layer|rest
FIP1L1,0.08016529,0.08751878,-0.007353492,,,granular layer|rest
RNF13,0.084297806,0.091656476,-0.0073586702,,,granular layer|rest
SOCS7,0.10817099,0.11553947,-0.007368475,,,granular layer|rest
AGAP1,0.18234447,0.18972044,-0.0073759705,,,granular layer|rest
TTC3,0.15997484,0.16738352,-0.0074086785,,,granular layer|rest
GLG1,0.14962797,0.15703748,-0.007409513,,,granular layer|rest
INTS11,0.08090676,0.08831803,-0.007411264,,,granular layer|rest
MKKS,0.091791905,0.099204846,-0.0074129403,,,granular layer|rest
SLC12A2,0.09418151,0.10159902,-0.007417515,,,granular layer|rest
CTDSPL2,0.08265828,0.09007709,-0.007418804,,,granular layer|rest
RBM41,0.08093041,0.088352874,-0.007422462,,,granular layer|rest
BPTF,0.15552595,0.16296163,-0.0074356794,,,granular layer|rest
USP48,0.10650773,0.11394823,-0.0074405,,,granular layer|rest
SLAIN1,0.08648371,0.09393653,-0.007452823,,,granular layer|rest
VPS13C,0.17322554,0.18068658,-0.007461041,,,granular layer|rest
PA2G4,0.08871213,0.09617738,-0.0074652433,,,granular layer|rest
SSBP1,0.13581422,0.14328535,-0.0074711293,,,granular layer|rest
SLMAP,0.11535881,0.122834295,-0.007475488,,,granular layer|rest
PSD3,0.14928418,0.15676299,-0.0074788034,,,granular layer|rest
UBR4,0.08716563,0.09465689,-0.0074912608,,,granular layer|rest
CHD3,0.06437939,0.07187074,-0.00749135,,,granular layer|rest
CACNB2,0.16401076,0.17150252,-0.0074917525,,,granular layer|rest
RNF10,0.07546787,0.08296119,-0.007493317,,,granular layer|rest
C4orf48,0.14135693,0.1488503,-0.0074933767,,,granular layer|rest
ZNF644,0.15167819,0.15917711,-0.00749892,,,granular layer|rest
HDGFL2,0.08263274,0.09013628,-0.0075035393,,,granular layer|rest
SGK1,0.10657058,0.114090845,-0.007520266,,,granular layer|rest
PPP6R3,0.088157624,0.09568704,-0.007529415,,,granular layer|rest
TRAPPC13,0.07033011,0.07786336,-0.007533245,,,granular layer|rest
DICER1,0.07547631,0.083017334,-0.007541023,,,granular layer|rest
CRBN,0.092113696,0.099656366,-0.00754267,,,granular layer|rest
APBA1,0.104299344,0.1118427,-0.007543355,,,granular layer|rest
KLHDC3,0.1553458,0.16289045,-0.0075446516,,,granular layer|rest
POLR2H,0.13038738,0.13793316,-0.007545784,,,granular layer|rest
FAR1,0.10225448,0.10980114,-0.0075466633,,,granular layer|rest
EIF2A,0.08374292,0.091300845,-0.0075579286,,,granular layer|rest
VMP1,0.08916826,0.096726656,-0.007558398,,,granular layer|rest
NFYC,0.09301843,0.10057711,-0.007558681,,,granular layer|rest
C19orf25,0.10162099,0.10919667,-0.0075756833,,,granular layer|rest
HSD17B10,0.069829516,0.077405676,-0.00757616,,,granular layer|rest
STXBP5,0.21063146,0.21820834,-0.007576883,,,granular layer|rest
NMT1,0.06399424,0.071577534,-0.007583298,,,granular layer|rest
COPB2,0.07567022,0.08325752,-0.0075872988,,,granular layer|rest
MAP7,0.17036608,0.17796025,-0.007594168,,,granular layer|rest
EGLN1,0.07186591,0.079462506,-0.007596597,,,granular layer|rest
DIDO1,0.07709706,0.08470446,-0.0076074004,,,granular layer|rest
EIF6,0.085361235,0.09297148,-0.0076102465,,,granular layer|rest
SEPT11,0.10595166,0.11356303,-0.0076113716,,,granular layer|rest
AP3M2,0.11414566,0.121759705,-0.0076140463,,,granular layer|rest
PSMD14,0.107056044,0.114678435,-0.007622391,,,granular layer|rest
WDR61,0.105617136,0.11323976,-0.007622622,,,granular layer|rest
GPSM1,0.10277535,0.110398285,-0.007622935,,,granular layer|rest
IGSF21,0.15404008,0.16166967,-0.0076295882,,,granular layer|rest
PRELID1,0.1264613,0.13409838,-0.0076370835,,,granular layer|rest
FAM241B,0.15262796,0.16027004,-0.0076420754,,,granular layer|rest
CORO1A,0.06847711,0.076119736,-0.0076426268,,,granular layer|rest
ANKRD28,0.118009515,0.12565339,-0.007643871,,,granular layer|rest
MDP1,0.10619129,0.113837585,-0.0076462924,,,granular layer|rest
FAM32A,0.07691628,0.08456581,-0.0076495335,,,granular layer|rest
MRPS18A,0.092366755,0.10001734,-0.007650584,,,granular layer|rest
KDM3B,0.075965114,0.083627306,-0.007662192,,,granular layer|rest
PPP2R2B,0.09620176,0.10386566,-0.007663898,,,granular layer|rest
PDS5B,0.08579372,0.09346091,-0.0076671913,,,granular layer|rest
UBAP1,0.08515301,0.092829764,-0.0076767504,,,granular layer|rest
TRPC4AP,0.098379225,0.10605971,-0.007680483,,,granular layer|rest
SCAF8,0.10779807,0.1154791,-0.007681027,,,granular layer|rest
MRPS16,0.093383536,0.10106729,-0.007683754,,,granular layer|rest
FAM69A,0.11151827,0.119211465,-0.007693194,,,granular layer|rest
ZFP90,0.08055084,0.088251136,-0.0077002943,,,granular layer|rest
FKBP3,0.08849512,0.09620089,-0.0077057704,,,granular layer|rest
TM9SF3,0.073710084,0.081422314,-0.00771223,,,granular layer|rest
RBPJ,0.11663836,0.12436511,-0.0077267513,,,granular layer|rest
RALGAPA1,0.15269984,0.16042882,-0.007728979,,,granular layer|rest
GLRB,0.093628414,0.10136207,-0.007733658,,,granular layer|rest
CSTF3,0.0839919,0.09172597,-0.0077340677,,,granular layer|rest
SERP1,0.0729412,0.08068533,-0.0077441335,,,granular layer|rest
RDX,0.09103119,0.09877789,-0.007746704,,,granular layer|rest
MANBA,0.058781598,0.066532284,-0.0077506863,,,granular layer|rest
MAP3K5,0.09051477,0.09826872,-0.007753946,,,granular layer|rest
FBXO44,0.06521252,0.07296842,-0.0077559054,,,granular layer|rest
RBM42,0.07763618,0.08539568,-0.0077594966,,,granular layer|rest
TRAM1,0.08655419,0.09432053,-0.007766336,,,granular layer|rest
NSUN5,0.07546695,0.08323447,-0.0077675134,,,granular layer|rest
BCAP29,0.111195706,0.11896933,-0.007773623,,,granular layer|rest
MRPL51,0.1461301,0.1539192,-0.007789105,,,granular layer|rest
OS9,0.10571464,0.1135127,-0.007798061,,,granular layer|rest
TROVE2,0.08220812,0.0900098,-0.0078016818,,,granular layer|rest
KHNYN,0.094640665,0.10244652,-0.007805854,,,granular layer|rest
WDR33,0.14058831,0.1484019,-0.007813588,,,granular layer|rest
PTBP2,0.0877064,0.09552029,-0.007813886,,,granular layer|rest
YTHDF3,0.08385796,0.091678195,-0.007820234,,,granular layer|rest
SECISBP2L,0.085961066,0.09379678,-0.007835716,,,granular layer|rest
ALAS1,0.07271327,0.08055034,-0.007837072,,,granular layer|rest
TMEM50A,0.12016459,0.12800398,-0.007839397,,,granular layer|rest
ACACA,0.09951744,0.10735691,-0.007839471,,,granular layer|rest
BLVRA,0.11326292,0.121102504,-0.007839583,,,granular layer|rest
USP10,0.0700756,0.077917084,-0.007841483,,,granular layer|rest
GPHN,0.3848531,0.39269492,-0.0078418255,,,granular layer|rest
EIF2B5,0.07641461,0.0842604,-0.007845789,,,granular layer|rest
ZBTB17,0.065646954,0.07349399,-0.007847033,,,granular layer|rest
C16orf45,0.15547828,0.16333349,-0.007855207,,,granular layer|rest
MRPL49,0.095929086,0.1037883,-0.007859215,,,granular layer|rest
EIF3G,0.080662474,0.08852198,-0.007859506,,,granular layer|rest
FAM120A,0.09829813,0.10616682,-0.007868685,,,granular layer|rest
HAX1,0.092852294,0.10072558,-0.007873282,,,granular layer|rest
GOLGA7,0.11419488,0.122078985,-0.0078841075,,,granular layer|rest
TTC37,0.10427942,0.11216517,-0.007885747,,,granular layer|rest
TLL1,0.18440078,0.19230123,-0.007900447,,,granular layer|rest
RAB24,0.102448,0.11035084,-0.007902838,,,granular layer|rest
SEPT2,0.07577831,0.08368563,-0.007907316,,,granular layer|rest
HACD2,0.08032355,0.08824297,-0.007919423,,,granular layer|rest
CAMSAP1,0.101728454,0.10965704,-0.0079285875,,,granular layer|rest
UBAP2L,0.06735423,0.07528512,-0.00793089,,,granular layer|rest
SELENOM,0.08567576,0.09360838,-0.007932618,,,granular layer|rest
AFTPH,0.08387627,0.09180928,-0.007933013,,,granular layer|rest
PKIA,0.07277433,0.080707714,-0.007933386,,,granular layer|rest
MAN1B1,0.06712087,0.07505666,-0.007935785,,,granular layer|rest
TMED4,0.07695668,0.08489573,-0.007939048,,,granular layer|rest
NHSL2,0.11575557,0.12369655,-0.007940978,,,granular layer|rest
NAA50,0.07304474,0.08099125,-0.007946514,,,granular layer|rest
XRCC5,0.10741736,0.11537326,-0.007955901,,,granular layer|rest
ZDHHC20,0.069411665,0.07737167,-0.007960007,,,granular layer|rest
ERGIC1,0.101692036,0.10965313,-0.007961094,,,granular layer|rest
COPE,0.09647731,0.104442075,-0.0079647675,,,granular layer|rest
VBP1,0.098027594,0.105998054,-0.00797046,,,granular layer|rest
ZHX3,0.11483195,0.122803606,-0.007971659,,,granular layer|rest
SLC20A2,0.108686015,0.11666223,-0.007976212,,,granular layer|rest
N4BP2L2,0.10866294,0.116639294,-0.007976353,,,granular layer|rest
MAEA,0.07516483,0.0831529,-0.0079880655,,,granular layer|rest
TUBGCP2,0.08803959,0.096028104,-0.0079885125,,,granular layer|rest
GPR155,0.074968085,0.082965516,-0.007997431,,,granular layer|rest
GARS,0.08472067,0.09272424,-0.00800357,,,granular layer|rest
CDC26,0.105294965,0.11330224,-0.008007273,,,granular layer|rest
GPATCH8,0.1943592,0.20237106,-0.008011863,,,granular layer|rest
EHD1,0.15410955,0.16212194,-0.008012384,,,granular layer|rest
MAML3,0.50121415,0.5092282,-0.008014083,,,granular layer|rest
FBXO41,0.07357792,0.08159613,-0.0080182105,,,granular layer|rest
PIP5K1B,0.07451965,0.08254622,-0.00802657,,,granular layer|rest
MSL1,0.07851537,0.08654645,-0.008031078,,,granular layer|rest
ARHGEF11,0.07334548,0.0813814,-0.008035921,,,granular layer|rest
