gene,total,composition,within_celltype,pct_composition
API5,0.0007885555361340228,-0.0005281850631239011,0.001316740599257924,-66.98133979419946
APLP2,0.010243573695195024,0.009706223429579134,0.0005373502656158901,94.7542695390775
APOBEC3C,-0.003432033192928452,-0.002193101007377481,-0.0012389321855509714,63.90092647985648
APOC1,0.0012262752058125877,0.00032401257398390016,0.0009022626318286875,26.422500630206756
APOE,0.0037792894888875033,0.00013145172116602911,0.003647837767721474,3.478212546367389
APOL6,-0.001757211285272346,-0.0006303838265755779,-0.001126827458696768,35.8741052859717
APP,0.035431657390753074,0.03438966609566706,0.0010419912950860187,97.05915169704154
APRT,-0.002598099158639444,-0.00043309483374257387,-0.00216500432489687,16.6696806895305
ARF1,0.010373013426927662,0.01827697498473493,-0.007903961557807268,176.1973520374427
ARF3,-0.0010272912910359458,0.003951851911918566,-0.004979143202954512,-384.6865973071203
ARF4,0.0031159748572663548,0.005027467225877248,-0.0019114923686108934,161.3449227343203
ARF5,0.012461259700932127,0.011246119268527413,0.0012151404324047142,90.24865493884363
ARF6,0.005195444849463508,0.007085625270871844,-0.0018901804214083362,136.38149333071104
ARGLU1,-0.000646214117198033,-0.00030440812676061453,-0.0003418059904374184,47.10638759804877
ARHGDIA,-0.0016679879864169066,0.0003467236283647328,-0.0020147116147816394,-20.786937986858536
ARHGEF1,-0.0012208679473527698,-0.002713136943398869,0.0014922689960460993,222.2301723361493
ARID1A,0.002200142496601074,-0.00023975936368633797,0.002439901860287412,-10.897447054303715
ARID1B,0.005225907392656493,-0.000938239677996615,0.006164147070653108,-17.953622356856926
ARID4B,0.0016603207637624858,0.00015282138562439833,0.0015074993781380875,9.204329004359781
ARL4C,-0.010697033780515706,-0.007668081234260352,-0.0030289525462553536,71.68418265844414
ARL6IP1,0.0006290426942558436,0.0040028864512911665,-0.003373843757035323,636.3457501126493
ARL6IP5,-0.0105635109102749,-0.007898607163699745,-0.002664903746575156,74.77255649934473
ARPC1B,-0.00037452177185816555,0.0034211176928655015,-0.003795639464723667,-913.4629679582704
ARPC2,-0.0017701722299790822,0.005432860071683459,-0.007203032301662541,-306.9113829532654
ARPC3,-0.0034815892338884366,0.0015889440158270325,-0.005070533249715469,-45.63846878778429
ARPC4,-0.0007053684037820441,-0.0012509270344114726,0.0005455586306294285,177.3437862688848
ARPC5,-0.001298709130889274,0.0004009464236466864,-0.0016996555545359603,-30.872688434256535
ASAH1,-0.0022759477117219743,6.947731624246025e-05,-0.0023454250279644345,-3.052676293248141
ATF4,0.0017706722670159975,0.003955198707003869,-0.0021845264399878712,223.3727144588601
