gene,mean_bulge,mean_dent,lfc,p_geomnull,null_sd,interface,dataset,specimen
DAGLA,0.08083497,0.08646097,-0.0056260005,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
PRELP,0.085202776,0.090835676,-0.0056328997,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
PFKM,0.18829302,0.19392838,-0.005635351,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
PIP4K2B,0.12097816,0.12661427,-0.005636111,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ARHGAP12,0.1324772,0.1381141,-0.0056369007,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
KALRN,0.18138225,0.18701948,-0.0056372285,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
CFDP1,0.25037506,0.25601503,-0.0056399703,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
UBE2E1,0.07511649,0.08075679,-0.005640298,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ATP8A1,0.0778231,0.083467245,-0.0056441426,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
FDFT1,0.16032276,0.16597177,-0.0056490153,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
PTGES2,0.11067733,0.11633403,-0.005656697,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
AMPH,0.09824158,0.1039018,-0.005660221,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
SAT2,0.101018205,0.10667856,-0.005660355,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
HNRNPR,0.09964942,0.10531163,-0.0056622103,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
NDUFV3,0.19871055,0.20437463,-0.0056640804,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
USP33,0.116568714,0.12223414,-0.005665429,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
AGPAT3,0.11221967,0.117904045,-0.0056843758,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
RNH1,0.08635097,0.092038736,-0.005687766,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ZNHIT1,0.16653182,0.17222738,-0.0056955665,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
SPNS2,0.08739646,0.093103044,-0.005706586,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
TMEM127,0.08357134,0.089282274,-0.005710937,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
MRPL15,0.07629217,0.0820033,-0.005711131,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
PENK,0.12089597,0.12660755,-0.0057115853,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
EXOC1,0.08722478,0.09293892,-0.005714141,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
CBLN3,0.13636428,0.14208034,-0.0057160556,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
PINK1,0.18796627,0.19368243,-0.00571616,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
AASDHPPT,0.10130997,0.10702797,-0.0057180002,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
LEPROTL1,0.08110124,0.086828135,-0.005726896,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
DST,0.31723377,0.32296377,-0.005730003,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
APRT,0.13301936,0.13874954,-0.005730182,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
TMED9,0.08418428,0.08991981,-0.0057355314,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
PTK2,0.14717312,0.15290958,-0.0057364553,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
SNAP91,0.19296026,0.19871204,-0.0057517737,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
RPS10,0.5981564,0.6039109,-0.0057545304,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
FCHSD2,0.15362182,0.1593801,-0.0057582706,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
TP53BP1,0.13828382,0.14404953,-0.0057657063,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
EIF3M,0.09063817,0.096411094,-0.005772926,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
PLXDC1,0.1284451,0.13421804,-0.0057729334,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
SGK1,0.08717365,0.09294887,-0.0057752207,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ZFYVE27,0.080490224,0.08626694,-0.0057767183,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ABHD17B,0.07329226,0.07907833,-0.0057860687,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
POLDIP2,0.09267668,0.09846392,-0.005787246,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
TBC1D9B,0.098936014,0.10473052,-0.005794503,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
HOPX,0.075888865,0.08168601,-0.0057971478,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
FBXO10,0.21604797,0.22184767,-0.005799696,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
EIF5B,0.1297327,0.1355332,-0.0058005005,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
MAN1A2,0.080888346,0.08669258,-0.0058042333,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
SF3A1,0.079743475,0.08555447,-0.0058109984,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
SIK3,0.22563508,0.23144704,-0.0058119595,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
SLC38A2,0.09305574,0.09886925,-0.005813509,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
UNC80,0.13682657,0.14264236,-0.005815789,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
CISD1,0.21987708,0.22569516,-0.005818084,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
DYNC1LI2,0.14219946,0.14803429,-0.005834833,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
TMED10,0.09857058,0.10440726,-0.0058366805,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
VAPA,0.17470284,0.18054447,-0.0058416277,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
SEPT2,0.1090594,0.11490232,-0.0058429167,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
DNAJA1,0.11684813,0.122692525,-0.005844392,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ABHD17A,0.1023264,0.10817408,-0.0058476776,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
RAD21,0.15892549,0.16478568,-0.0058601946,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
TMEM9B,0.09122424,0.09709454,-0.005870305,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
DMXL2,0.10548466,0.11136321,-0.005878553,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
RAB12,0.08268983,0.08857449,-0.0058846623,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ARHGEF12,0.11874965,0.1246462,-0.0058965534,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ACIN1,0.08725665,0.093156435,-0.005899787,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
FAM189A1,0.0883019,0.094208375,-0.0059064776,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
NEFL,0.34446546,0.35037342,-0.005907953,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
COPRS,0.19218135,0.19810316,-0.005921811,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
TMCO6,0.06931642,0.075238384,-0.0059219673,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
SYN1,0.06930423,0.075226985,-0.005922757,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
UBA1,0.10517128,0.11109414,-0.0059228614,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
HPCAL4,0.088838026,0.094767675,-0.005929649,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
CCPG1,0.07057952,0.07651077,-0.0059312508,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ARG2,0.12322645,0.1291669,-0.005940452,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
GOT2,0.15407765,0.16001913,-0.0059414804,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
PHYHIPL,0.18192388,0.18787698,-0.0059531033,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
DNAJC7,0.088393345,0.094347805,-0.0059544593,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
IMPAD1,0.09813127,0.10410127,-0.005970001,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
KDM1A,0.07382814,0.079799645,-0.0059715062,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
MRPL27,0.18634436,0.19232447,-0.005980119,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
GGNBP2,0.11592225,0.12190261,-0.0059803575,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ATP6V1G2,0.17247893,0.1784656,-0.0059866756,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
SRCIN1,0.07149093,0.07748047,-0.005989544,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ARL1,0.10133987,0.107333176,-0.0059933066,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ECSIT,0.09085555,0.09685536,-0.005999811,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
SFPQ,0.14459437,0.15060297,-0.006008595,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
TMEM8B,0.11039475,0.11640807,-0.006013319,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
MAPRE2,0.3059641,0.31199074,-0.0060266256,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
LRPAP1,0.16577114,0.17179795,-0.0060268044,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
RACK1,0.37680718,0.3828423,-0.0060351193,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
CCT3,0.17084998,0.17688525,-0.0060352683,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
EVL,0.16535626,0.17141908,-0.0060628206,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
COPS8,0.15518178,0.16124688,-0.0060651004,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
LCMT1,0.083349556,0.08942055,-0.006070994,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
TMEM53,0.110278666,0.11635857,-0.0060799047,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
LARP1,0.14169466,0.14777799,-0.0060833246,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
NDUFAB1,0.4220498,0.4281373,-0.006087512,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
CELF2,0.23952003,0.24561423,-0.0060942024,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
C7orf55-LUC7L2,0.18444793,0.19054526,-0.0060973316,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
PFKFB3,0.11922561,0.12532803,-0.006102428,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
INTS3,0.06974383,0.07585131,-0.0061074793,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ASH1L,0.2158234,0.22193305,-0.006109655,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ACTR3,0.10005827,0.106171854,-0.0061135814,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
DNAJB11,0.0755128,0.081627905,-0.0061151087,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
STK25,0.078055866,0.084174514,-0.0061186478,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
USO1,0.11471998,0.12084758,-0.0061276034,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
GSTA4,0.10952452,0.11565645,-0.006131932,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
NCOA2,0.12362592,0.12976807,-0.0061421543,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ZDHHC17,0.072346956,0.078490935,-0.0061439797,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ZFP36L1,0.07624512,0.08240144,-0.006156318,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
TPRG1L,0.10570752,0.11186518,-0.006157659,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
CA11,0.07592903,0.08208736,-0.0061583295,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
NDUFA7,0.25855812,0.26471686,-0.0061587393,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
SEMA6D,0.2106748,0.21684423,-0.0061694235,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
MFN2,0.082836546,0.089010745,-0.0061741993,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ATP9A,0.13348746,0.1396628,-0.006175339,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
SF3B2,0.122550346,0.12873025,-0.0061799064,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
RAB21,0.106679246,0.11286431,-0.006185062,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
GSTM5,0.18383364,0.19002129,-0.0061876476,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
CUL5,0.10803162,0.11421959,-0.006187968,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
BRD8,0.09796513,0.10415315,-0.00618802,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
RPL8,0.5255405,0.531731,-0.0061905384,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ATP6V0D1,0.12538424,0.13157582,-0.0061915815,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
TRIO,0.22313453,0.22932725,-0.006192714,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
SS18L2,0.12104101,0.12724155,-0.0062005445,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
STEAP2,0.07624825,0.08244944,-0.0062011927,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
MPZL1,0.071764454,0.07796914,-0.006204687,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
FBXO11,0.12390542,0.13011107,-0.006205648,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ADNP,0.13945784,0.14566702,-0.0062091798,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ANXA6,0.10574322,0.111955695,-0.006212473,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
GRK2,0.08091916,0.0871349,-0.0062157363,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ARID1A,0.0727491,0.0789682,-0.0062190965,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
MRPL35,0.1351313,0.14136024,-0.0062289387,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
GNPAT,0.07602546,0.082256906,-0.006231442,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
IVNS1ABP,0.15732488,0.1635585,-0.0062336177,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
SMARCD3,0.08724079,0.093483634,-0.0062428415,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
SEZ6L,0.08809584,0.09436926,-0.006273426,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
CDK17,0.09359157,0.0998729,-0.006281331,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
STAU2,0.14470775,0.15099233,-0.0062845796,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
EFNA5,0.10602905,0.11231577,-0.006286718,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
RAB3A,0.07036599,0.07667006,-0.0063040704,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
R3HDM2,0.08576311,0.092079625,-0.006316513,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
KCNMB4,0.08923359,0.095552735,-0.006319143,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
CRMP1,0.23201989,0.23833904,-0.0063191503,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
EEF1D,0.11625661,0.122575924,-0.0063193142,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
TMX3,0.07809903,0.08442458,-0.0063255504,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
BCAP31,0.16298924,0.16932328,-0.0063340366,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
CDC37,0.12202243,0.12835848,-0.0063360557,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
AGPAT5,0.11007407,0.11641236,-0.0063382834,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ATP6V1G1,0.23069571,0.23703924,-0.0063435286,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
CHPF,0.08424424,0.09058972,-0.0063454807,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
PPP2CB,0.21740314,0.22374955,-0.0063464046,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
GLS,0.11440629,0.12076068,-0.0063543916,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
NCAM2,0.12333258,0.12969393,-0.006361343,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ARHGEF7,0.16118379,0.16754599,-0.0063622,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
STK11,0.08035963,0.08672425,-0.006364621,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
IDH3G,0.07467113,0.08104197,-0.0063708425,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
IP6K2,0.11447173,0.120848104,-0.006376371,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
GPS1,0.13297491,0.13935228,-0.006377369,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
SYNJ1,0.11517475,0.121558666,-0.006383918,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
CADM4,0.07348197,0.07986689,-0.006384924,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
CTNNA1,0.09933988,0.10572559,-0.0063857064,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
EIF3F,0.104382746,0.11076946,-0.006386712,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
FAM171B,0.1083717,0.1147677,-0.006396003,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
PTPN11,0.11363706,0.120040834,-0.006403774,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
TMEM25,0.13169397,0.13811132,-0.006417349,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
POLR2I,0.16874428,0.17517549,-0.006431207,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
EEF1B2,0.15668961,0.16312242,-0.0064328015,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
RUSC1,0.09613753,0.1025868,-0.0064492673,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
IQCH,0.104593575,0.11105707,-0.006463498,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
CRKL,0.09809193,0.10455815,-0.0064662173,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
SKOR1,0.09783765,0.10430866,-0.006471008,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
LMBRD1,0.13439666,0.14087012,-0.0064734668,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
WDR47,0.089291036,0.095766604,-0.006475568,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
MAN1A1,0.08283538,0.089314036,-0.0064786524,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
THYN1,0.08439307,0.09089061,-0.0064975396,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
VSTM2L,0.11662718,0.1231292,-0.0065020174,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
RSL24D1,0.091160774,0.09766707,-0.006506294,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
SURF1,0.10663841,0.113147944,-0.006509535,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
PRRC2B,0.11167442,0.11818459,-0.0065101683,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ROBO2,0.28109428,0.2876179,-0.006523609,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
LAMP2,0.09918381,0.10571994,-0.006536126,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ACTR10,0.16484375,0.17138067,-0.006536916,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
TNRC18,0.074687086,0.0812311,-0.0065440163,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
RAB18,0.14386238,0.1504095,-0.006547123,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
PPP2R5E,0.13032344,0.13687858,-0.00655514,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
FKBP4,0.14018112,0.14673994,-0.0065588206,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
SAT1,0.12528455,0.13184534,-0.0065607876,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
PRMT2,0.18387242,0.19043931,-0.006566897,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
RUFY3,0.25508708,0.26166594,-0.0065788627,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
TRPC3,0.18566768,0.19225858,-0.006590903,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
IDH3B,0.14564812,0.15224586,-0.0065977424,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
PSIP1,0.2118191,0.21841875,-0.00659965,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
CRTC1,0.11537273,0.12197419,-0.0066014603,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ACSL6,0.2273012,0.23390864,-0.006607443,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ELAVL4,0.09342861,0.100045934,-0.0066173226,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
NCDN,0.0675956,0.07422009,-0.00662449,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
SAE1,0.101108536,0.107738554,-0.0066300184,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
LIMCH1,0.18761574,0.19424595,-0.006630212,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ZMAT2,0.09735545,0.10399934,-0.0066438913,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ATP5J,0.61831427,0.6249676,-0.006653309,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
NDUFS3,0.21450341,0.22116145,-0.0066580474,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ANKRD46,0.09231639,0.09897598,-0.0066595897,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
RTN4R,0.1164277,0.12309025,-0.006662555,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
TCEAL4,0.08226744,0.0889321,-0.006664656,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
MSH6,0.0730222,0.07968769,-0.0066654906,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
CAB39,0.12570268,0.13237417,-0.0066714883,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
FMR1,0.068778425,0.075454816,-0.0066763908,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
SON,0.26345244,0.27013484,-0.006682396,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
COX17,0.29549438,0.3021926,-0.006698221,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
CLCN3,0.119072735,0.12577716,-0.00670442,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
DNM1L,0.14479005,0.15149476,-0.006704703,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
IL6ST,0.15497923,0.16170618,-0.0067269504,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
PPM1B,0.19651765,0.20325257,-0.0067349225,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
GUCY1B3,0.094802864,0.1015437,-0.0067408383,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
CHD4,0.16089109,0.16763455,-0.006743461,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
WDR82,0.15369953,0.16044739,-0.0067478567,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
LRP11,0.082250424,0.08900068,-0.006750256,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
TMX2,0.11836328,0.12512393,-0.0067606494,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
NLK,0.07497364,0.0817355,-0.0067618564,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
NDUFA2,0.46504813,0.47181132,-0.00676319,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
KAT2B,0.09347093,0.10023463,-0.0067636967,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
NELFB,0.08511018,0.09187442,-0.0067642406,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
SPINT2,0.07110519,0.077873275,-0.006768085,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
POLR2B,0.09281923,0.09958875,-0.006769523,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ARHGAP35,0.25285107,0.25962412,-0.0067730546,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
SETD7,0.09935953,0.10614572,-0.00678619,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
RBM10,0.082324326,0.08911195,-0.0067876205,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
CLTB,0.19813606,0.20492728,-0.006791219,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
UBE2D2,0.14083605,0.14762838,-0.0067923367,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
CALY,0.068691656,0.07550637,-0.006814711,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
BCCIP,0.112288386,0.11910495,-0.006816566,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ARL6IP5,0.16178674,0.16860396,-0.0068172216,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
LAPTM4B,0.10648634,0.11332039,-0.006834045,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ELOVL5,0.08083898,0.08767508,-0.0068361014,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
UBE2B,0.12924816,0.13608816,-0.0068400055,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
DCAF6,0.10868696,0.11552872,-0.0068417564,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
TCP1,0.15746747,0.16431391,-0.006846443,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
RPS26,0.23663206,0.24348186,-0.0068497956,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
GRB10,0.11685006,0.123706885,-0.0068568215,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
MSMO1,0.069900826,0.07676353,-0.0068627074,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
CTBP1,0.093180604,0.10004977,-0.006869167,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
ARHGEF33,0.13491958,0.14179859,-0.006879002,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
GTF3C1,0.083308965,0.09018824,-0.0068792775,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
DUS2,0.057719834,0.06461349,-0.006893657,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
PNMA8A,0.12109685,0.12802283,-0.006925985,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
GABRA6,0.16916947,0.17609584,-0.0069263726,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
TGOLN2,0.11537432,0.122308604,-0.006934285,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
TM2D1,0.11678808,0.12372968,-0.0069416016,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
PPP1R9B,0.07508372,0.08204027,-0.006956555,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
PAK1,0.2008849,0.2078467,-0.0069618076,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
NFE2L1,0.11326184,0.12022484,-0.0069629997,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
SEZ6,0.07562932,0.08259411,-0.006964788,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
HDAC2,0.07470078,0.08166826,-0.0069674775,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
TECR,0.18227099,0.18924512,-0.006974131,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
KIF5B,0.122851074,0.12983951,-0.006988436,,,purkinje layer|rest,cerebellum_crossspecies_spatial,
