gene,obs_lfc,null_sd,p_geomnull,interface,dataset,specimen
mt:ND6,-0.113782644,0.0186405508355353,0.845771144278607,epidermis,flysta3d_v2_drosophila,PUPA-72h_cellbin
CG17777,-0.11667827,0.0367613747832002,0.0149253731343283,epidermis,flysta3d_v2_drosophila,PUPA-72h_cellbin
mt:lrRNA,-0.33741093,0.0408217539118081,0.9850746268656716,epidermis,flysta3d_v2_drosophila,PUPA-72h_cellbin
RpLP2,0.6378021,0.0790213286513334,0.0049751243781094,somatic muscle,flysta3d_v2_drosophila,PUPA-72h_cellbin
RpL39,0.58926105,0.0861235814803248,0.0049751243781094,somatic muscle,flysta3d_v2_drosophila,PUPA-72h_cellbin
RpL41,0.5806544,0.090809738213083,0.0049751243781094,somatic muscle,flysta3d_v2_drosophila,PUPA-72h_cellbin
TpnC73F,0.5510335,0.1302017977521886,0.0049751243781094,somatic muscle,flysta3d_v2_drosophila,PUPA-72h_cellbin
Act57B,0.5297291,0.1253427575524167,0.0049751243781094,somatic muscle,flysta3d_v2_drosophila,PUPA-72h_cellbin
mt:CoI,0.50097585,0.0761200679727178,0.0199004975124378,somatic muscle,flysta3d_v2_drosophila,PUPA-72h_cellbin
pre-rRNA:CR45856,-0.12202835,0.0945163399266932,0.572139303482587,somatic muscle,flysta3d_v2_drosophila,PUPA-72h_cellbin
CG8736,-0.12616187,0.0500973180447349,0.0398009950248756,somatic muscle,flysta3d_v2_drosophila,PUPA-72h_cellbin
CG18367,-0.16476679,0.069425484563323,0.0199004975124378,somatic muscle,flysta3d_v2_drosophila,PUPA-72h_cellbin
mt:ND6,-0.16707253,0.0409112658145837,0.1990049751243781,somatic muscle,flysta3d_v2_drosophila,PUPA-72h_cellbin
Cpr64Aa,-0.16906565,0.0619957446570884,0.0298507462686567,somatic muscle,flysta3d_v2_drosophila,PUPA-72h_cellbin
Act87E,-0.46681595,0.152981026435389,0.0099502487562189,somatic muscle,flysta3d_v2_drosophila,PUPA-72h_cellbin
Fabp7,0.06449588,0.0477914349366733,0.5124378109452736,Cavity,mosta_mouse_embryo,
Afp,0.042384207,0.0449677070400718,0.4427860696517413,Cavity,mosta_mouse_embryo,
Ptma,0.040265918,0.0306378281805096,0.2338308457711442,Cavity,mosta_mouse_embryo,
Alb,0.039840102,0.0445031455595617,0.6368159203980099,Cavity,mosta_mouse_embryo,
Col2a1,0.038867965,0.0151809907261507,0.0348258706467661,Cavity,mosta_mouse_embryo,
Rpl39,0.038784266,0.0245416113628565,0.2338308457711442,Cavity,mosta_mouse_embryo,
H19,-0.17303681,0.0281704657740141,0.0547263681592039,Cavity,mosta_mouse_embryo,
Hbb-bt,-0.19030476,0.0596575952082068,0.4527363184079602,Cavity,mosta_mouse_embryo,
Hbb-bs,-0.19128275,0.0641949990375274,0.3930348258706467,Cavity,mosta_mouse_embryo,
Trim30a,-0.19203115,0.0202316892932249,0.4626865671641791,Cavity,mosta_mouse_embryo,
Hba-a2,-0.22340894,0.0677305032106156,0.1840796019900497,Cavity,mosta_mouse_embryo,
Hba-a1,-0.23275542,0.0697012436457174,0.1890547263681592,Cavity,mosta_mouse_embryo,
Col3a1,0.23694897,0.0353666152909814,0.0348258706467661,Connective tissue,mosta_mouse_embryo,
Col1a2,0.22481203,0.0281923725275302,0.0099502487562189,Connective tissue,mosta_mouse_embryo,
Postn,0.22101933,0.0236362884318512,0.0049751243781094,Connective tissue,mosta_mouse_embryo,
Tpt1,0.21514618,0.0226498301387289,0.0099502487562189,Connective tissue,mosta_mouse_embryo,
Tlcd1,0.20659316,0.0174780895678531,0.0845771144278607,Connective tissue,mosta_mouse_embryo,
Mest,0.20633268,0.0295956096662952,0.0348258706467661,Connective tissue,mosta_mouse_embryo,
Fgfr2,-0.13070095,0.0111749235547652,0.1393034825870646,Connective tissue,mosta_mouse_embryo,
Hdac9,-0.14207602,0.0039094908770655,0.0149253731343283,Connective tissue,mosta_mouse_embryo,
Trim30a,-0.1583674,0.008829506921176,0.0049751243781094,Connective tissue,mosta_mouse_embryo,
Nkain2,-0.1727947,0.0060348108769989,0.0099502487562189,Connective tissue,mosta_mouse_embryo,
Afm,-0.18037492,0.0053488657233268,0.0049751243781094,Connective tissue,mosta_mouse_embryo,
Prkch,-0.21174085,0.0052419109262809,0.0049751243781094,Connective tissue,mosta_mouse_embryo,
mt-Nd1,0.1827929,0.0104411989024355,0.7064676616915423,Muscle,mosta_mouse_embryo,
mt-Nd6,0.18088657,0.0068063285883985,0.7263681592039801,Muscle,mosta_mouse_embryo,
mt-Cytb,0.15695786,0.0105296365785503,0.9402985074626866,Muscle,mosta_mouse_embryo,
mt-Nd2,0.14643961,0.0073440324706619,0.8557213930348259,Muscle,mosta_mouse_embryo,
mt-Nd4,0.13650227,0.0090945437318773,0.9253731343283582,Muscle,mosta_mouse_embryo,
Ptma,0.12210786,0.0130616275312075,0.0646766169154228,Muscle,mosta_mouse_embryo,
Hbb-bs,-0.24056554,0.0241202153159101,0.0049751243781094,Muscle,mosta_mouse_embryo,
Hbb-bt,-0.24364734,0.0254351870998123,0.0049751243781094,Muscle,mosta_mouse_embryo,
Trim30a,-0.24976516,0.0070838038142299,0.0049751243781094,Muscle,mosta_mouse_embryo,
Tlk1,-0.26010013,0.0047927169275803,0.0049751243781094,Muscle,mosta_mouse_embryo,
Hdac9,-0.26553798,0.0037968096115922,0.0746268656716417,Muscle,mosta_mouse_embryo,
Prkch,-0.37562978,0.0049201226524646,0.0199004975124378,Muscle,mosta_mouse_embryo,
Stmn1,0.5803102,0.0130379089632591,0.746268656716418,Brain,mosta_mouse_embryo,
Tmsb10,0.5574846,0.0282602698140474,0.9950248756218906,Brain,mosta_mouse_embryo,
Ptma,0.5172186,0.0216734528775328,0.0149253731343283,Brain,mosta_mouse_embryo,
mt-Nd2,0.4927954,0.0172793824321727,0.9900497512437813,Brain,mosta_mouse_embryo,
Tlcd1,0.48911643,0.0090502586697124,0.0248756218905472,Brain,mosta_mouse_embryo,
mt-Nd1,0.48164952,0.0179435422097884,0.9850746268656716,Brain,mosta_mouse_embryo,
Hbb-bt,-0.13265967,0.0108442655630589,0.0149253731343283,Brain,mosta_mouse_embryo,
Afm,-0.13622588,0.0031413356525749,0.6169154228855721,Brain,mosta_mouse_embryo,
Nkain2,-0.19091564,0.0033586810256967,0.6517412935323383,Brain,mosta_mouse_embryo,
Camk1d,-0.224293,0.0174125060811506,0.4925373134328358,Brain,mosta_mouse_embryo,
Hdac9,-0.29681373,0.0024417989573624,0.0746268656716417,Brain,mosta_mouse_embryo,
Prkch,-0.44159,0.0032867990632,0.1890547263681592,Brain,mosta_mouse_embryo,
PTHLH,0.21126086,0.0223635544260413,0.0049751243781094,tumor|nontumor,openst_lymphnode_3d,
FTH1,0.13925421,0.0125917795076551,0.0049751243781094,tumor|nontumor,openst_lymphnode_3d,
SLC2A1,0.13762024,0.0118983440908455,0.0049751243781094,tumor|nontumor,openst_lymphnode_3d,
KRT17,0.1267215,0.0110508866925245,0.0049751243781094,tumor|nontumor,openst_lymphnode_3d,
AMTN,0.11444235,0.0207880941757659,0.0049751243781094,tumor|nontumor,openst_lymphnode_3d,
EGLN3,0.09615427,0.0064191064932714,0.0049751243781094,tumor|nontumor,openst_lymphnode_3d,
RPS27A,-0.06479633,0.0050838735906949,0.0049751243781094,tumor|nontumor,openst_lymphnode_3d,
MT-ND3,-0.079108,0.0073372329116048,0.0049751243781094,tumor|nontumor,openst_lymphnode_3d,
IGHG3,-0.08431721,0.0209054663169436,0.0049751243781094,tumor|nontumor,openst_lymphnode_3d,
RPS29,-0.11426735,0.0082172940952373,0.0049751243781094,tumor|nontumor,openst_lymphnode_3d,
DHCR7,-0.12283142,0.0069371211950749,0.0049751243781094,tumor|nontumor,openst_lymphnode_3d,
IGKC,-0.21526241,0.0226109646713498,0.0049751243781094,tumor|nontumor,openst_lymphnode_3d,
SMESG000017804.1,0.7526512,1.1056761325972562,0.5572139303482587,l3,prista4d_planarian,
SMESG000027140.1,0.40368748,0.717822721516672,0.6666666666666666,l3,prista4d_planarian,
SMESG000003087.1,0.36614037,0.7242921162679559,0.7313432835820896,l3,prista4d_planarian,
SMESG000049723.1,0.26610327,0.83209700428779,0.8706467661691543,l3,prista4d_planarian,
SMESG000017801.1,0.23901701,0.3431757441287434,0.5472636815920398,l3,prista4d_planarian,
SMESG000002883.1,0.15082484,0.2521531113414495,0.6567164179104478,l3,prista4d_planarian,
SMESG000002628.1,-2.1917982,0.6919286065388477,0.0049751243781094,l3,prista4d_planarian,
SMESG000007315.1,-2.2667663,1.0245652841618156,0.0049751243781094,l3,prista4d_planarian,
SMESG000055421.1,-2.8215175,0.9841761403912184,0.0049751243781094,l3,prista4d_planarian,
SMESG000019619.1,-3.4396286,1.556851403841668,0.0049751243781094,l3,prista4d_planarian,
SMESG000040632.1,-3.692149,1.395521733819033,0.0049751243781094,l3,prista4d_planarian,
SMESG000051672.1,-5.287633,3.444121387588134,0.1691542288557214,l3,prista4d_planarian,
SMESG000066595.1,-0.023551926,0.0526359214257323,0.7761194029850746,l5,prista4d_planarian,
SMESG000035325.1,-0.029864661,0.0567982429374252,0.7512437810945274,l5,prista4d_planarian,
SMESG000067668.1,-0.035947114,0.1077230200507969,0.8059701492537313,l5,prista4d_planarian,
SMESG000016305.1,-0.036679775,0.0688381490366169,0.736318407960199,l5,prista4d_planarian,
SMESG000035332.1,-0.03978779,0.0573489720344717,0.5970149253731343,l5,prista4d_planarian,
SMESG000047827.1,-0.040368356,0.0780549285231129,0.7014925373134329,l5,prista4d_planarian,
SMESG000016791.1,-4.6122675,2.143813180622553,0.0049751243781094,l5,prista4d_planarian,
SMESG000055421.1,-4.871042,2.254083005133649,0.0049751243781094,l5,prista4d_planarian,
SMESG000062943.1,-5.09922,2.7989914517176566,0.1044776119402985,l5,prista4d_planarian,
SMESG000058307.1,-5.1821165,1.7110298351191306,0.0049751243781094,l5,prista4d_planarian,
SMESG000019619.1,-5.3451786,3.1240673237639154,0.1044776119402985,l5,prista4d_planarian,
SMESG000051672.1,-6.219725,3.8200329934567847,0.1492537313432835,l5,prista4d_planarian,
SMESG000056439.1,-0.07360945,0.0113148197245672,0.0049751243781094,l4,prista4d_planarian,
SMESG000072794.1,-0.07841514,0.011913341764734,0.0049751243781094,l4,prista4d_planarian,
SMESG000016663.1,-0.07851158,0.0061349459926533,0.0049751243781094,l4,prista4d_planarian,
SMESG000028263.1,-0.08200219,0.0070849447538762,0.0049751243781094,l4,prista4d_planarian,
SMESG000065409.1,-0.08231844,0.0069620209826592,0.0049751243781094,l4,prista4d_planarian,
SMESG000001159.1,-0.08778585,0.0120043191882141,0.0049751243781094,l4,prista4d_planarian,
SMESG000025889.1,-5.569088,0.4166238084482648,0.0049751243781094,l4,prista4d_planarian,
SMESG000055421.1,-6.803689,0.3609995455361477,0.0049751243781094,l4,prista4d_planarian,
SMESG000040632.1,-6.9181314,0.4086085533756027,0.0049751243781094,l4,prista4d_planarian,
SMESG000067658.1,-7.324687,1.09838498322613,0.0049751243781094,l4,prista4d_planarian,
SMESG000019619.1,-10.269342,0.7048606482871759,0.0049751243781094,l4,prista4d_planarian,
SMESG000051672.1,-22.07401,1.4634380899495392,0.0049751243781094,l4,prista4d_planarian,
SMESG000074187.1,1.4358854,0.853393815730268,0.0049751243781094,not_anno,prista4d_planarian,
SMESG000051672.1,1.1050682,5.078885593533884,0.9203980099502488,not_anno,prista4d_planarian,
SMESG000042349.1,0.9938443,0.8812389665298197,0.3134328358208955,not_anno,prista4d_planarian,
SMESG000049723.1,0.95000005,1.69840802399335,0.6865671641791045,not_anno,prista4d_planarian,
SMESG000017804.1,0.8124993,1.559827353195632,0.7064676616915423,not_anno,prista4d_planarian,
SMESG000031788.1,0.73527515,0.9414584639081088,0.6318407960199005,not_anno,prista4d_planarian,
SMESG000067658.1,-0.67246795,1.3641623719627496,0.7711442786069652,not_anno,prista4d_planarian,
SMESG000043289.1,-0.72432816,0.6040335221323846,0.373134328358209,not_anno,prista4d_planarian,
SMESG000055421.1,-0.7318568,0.872951941585966,0.5621890547263682,not_anno,prista4d_planarian,
SMESG000002628.1,-0.77287865,0.7863988118610823,0.4875621890547263,not_anno,prista4d_planarian,
SMESG000066027.1,-0.79595995,1.2445128841888278,0.6716417910447762,not_anno,prista4d_planarian,
SMESG000007315.1,-1.0973978,1.8079572926315,0.6766169154228856,not_anno,prista4d_planarian,
Gm42418,0.72053623,0.1663101552619743,0.0099502487562189,1-muscle,whole_mouse_embryo_3d_cngb,
Rpl35,0.5786884,0.0188690731134742,0.7562189054726368,1-muscle,whole_mouse_embryo_3d_cngb,
Lars2,0.5200763,0.1029025295775358,0.0199004975124378,1-muscle,whole_mouse_embryo_3d_cngb,
Gm10076,0.42830923,0.0143998631112435,0.7164179104477612,1-muscle,whole_mouse_embryo_3d_cngb,
Hmgn2,0.3906294,0.0300240947769916,0.3582089552238806,1-muscle,whole_mouse_embryo_3d_cngb,
Eno1,0.34905368,0.0182898866443946,0.8208955223880597,1-muscle,whole_mouse_embryo_3d_cngb,
Rpl36a-ps1,-0.2981005,0.0191433616802037,0.1194029850746268,1-muscle,whole_mouse_embryo_3d_cngb,
Igfbp5,-0.32605934,0.0544403041893915,0.0049751243781094,1-muscle,whole_mouse_embryo_3d_cngb,
Ftl1-ps1,-0.33595788,0.017196703541807,0.6965174129353234,1-muscle,whole_mouse_embryo_3d_cngb,
Igf2,-0.52761114,0.0264233830241598,0.582089552238806,1-muscle,whole_mouse_embryo_3d_cngb,
Rps27rt,-0.54189825,0.0270535228924609,0.3432835820895522,1-muscle,whole_mouse_embryo_3d_cngb,
Wdr89,-0.6205119,0.0308903084916638,0.2786069651741293,1-muscle,whole_mouse_embryo_3d_cngb,
Cxcl14,0.44584376,0.0950978356546954,0.0049751243781094,2-craniofacial primordium,whole_mouse_embryo_3d_cngb,
Twist2,0.23246515,0.0504599765601291,0.0049751243781094,2-craniofacial primordium,whole_mouse_embryo_3d_cngb,
Dcn,0.22326344,0.0622324947961035,0.0049751243781094,2-craniofacial primordium,whole_mouse_embryo_3d_cngb,
Vgll3,0.22251919,0.0330479630133774,0.0049751243781094,2-craniofacial primordium,whole_mouse_embryo_3d_cngb,
Pax1,0.20261614,0.0265545035039868,0.0049751243781094,2-craniofacial primordium,whole_mouse_embryo_3d_cngb,
Lef1,0.18562326,0.0350651979286382,0.0049751243781094,2-craniofacial primordium,whole_mouse_embryo_3d_cngb,
Foxf2,-0.23803237,0.0478932211967194,0.0049751243781094,2-craniofacial primordium,whole_mouse_embryo_3d_cngb,
Hbb-bs,-0.23875022,0.0540050724287221,0.0049751243781094,2-craniofacial primordium,whole_mouse_embryo_3d_cngb,
Ibsp,-0.26018023,0.1084192343079153,0.5174129353233831,2-craniofacial primordium,whole_mouse_embryo_3d_cngb,
Peg3,-0.27061403,0.0519776998756725,0.0049751243781094,2-craniofacial primordium,whole_mouse_embryo_3d_cngb,
Capn6,-0.30944037,0.0742887065486751,0.0049751243781094,2-craniofacial primordium,whole_mouse_embryo_3d_cngb,
Msx1,-0.34266198,0.0614260443012046,0.0049751243781094,2-craniofacial primordium,whole_mouse_embryo_3d_cngb,
Sfrp2,0.52075994,0.0785749076670303,0.7512437810945274,3-endochondral bone,whole_mouse_embryo_3d_cngb,
Rpl35,0.44296896,0.0282907285124047,0.6368159203980099,3-endochondral bone,whole_mouse_embryo_3d_cngb,
Gm42418,0.36942482,0.2010873367343069,0.1144278606965174,3-endochondral bone,whole_mouse_embryo_3d_cngb,
Smoc2,0.35422593,0.049646919221244,0.0099502487562189,3-endochondral bone,whole_mouse_embryo_3d_cngb,
Lars2,0.33237064,0.1525352922938569,0.0398009950248756,3-endochondral bone,whole_mouse_embryo_3d_cngb,
Uba52,0.32073557,0.0250517193510049,0.746268656716418,3-endochondral bone,whole_mouse_embryo_3d_cngb,
Ftl1-ps1,-0.23421332,0.0192501234627101,0.099502487562189,3-endochondral bone,whole_mouse_embryo_3d_cngb,
Hbb-bt,-0.25145364,0.091211459074755,0.2139303482587064,3-endochondral bone,whole_mouse_embryo_3d_cngb,
Mest,-0.26049376,0.0481747680032259,0.0348258706467661,3-endochondral bone,whole_mouse_embryo_3d_cngb,
Hbb-y,-0.28648162,0.0920198623205298,0.1144278606965174,3-endochondral bone,whole_mouse_embryo_3d_cngb,
Ibsp,-0.35188156,0.020038091475246,0.0049751243781094,3-endochondral bone,whole_mouse_embryo_3d_cngb,
Postn,-0.38071692,0.0895838235652338,0.0049751243781094,3-endochondral bone,whole_mouse_embryo_3d_cngb,
Mylpf,0.46586615,0.2102607382164805,0.1243781094527363,4-primordium of chondrocranium,whole_mouse_embryo_3d_cngb,
Actc1,0.42482552,0.1943135762252159,0.2686567164179104,4-primordium of chondrocranium,whole_mouse_embryo_3d_cngb,
Dlk1,0.4006145,0.107967278159994,0.0049751243781094,4-primordium of chondrocranium,whole_mouse_embryo_3d_cngb,
Acta1,0.363325,0.1651210398060294,0.0746268656716417,4-primordium of chondrocranium,whole_mouse_embryo_3d_cngb,
Myh3,0.3317812,0.136273255922745,0.0547263681592039,4-primordium of chondrocranium,whole_mouse_embryo_3d_cngb,
Myl4,0.32818824,0.1443099605129027,0.0348258706467661,4-primordium of chondrocranium,whole_mouse_embryo_3d_cngb,
Hba-a1,-0.44232726,0.1740998883364144,0.0298507462686567,4-primordium of chondrocranium,whole_mouse_embryo_3d_cngb,
Hba-x,-0.48199415,0.1864811203872097,0.044776119402985,4-primordium of chondrocranium,whole_mouse_embryo_3d_cngb,
Hbb-bs,-0.48363805,0.164084517424465,0.0398009950248756,4-primordium of chondrocranium,whole_mouse_embryo_3d_cngb,
Ttr,-0.4986023,0.1031178333701235,0.9800995024875622,4-primordium of chondrocranium,whole_mouse_embryo_3d_cngb,
Hbb-bt,-0.5043566,0.1731960809601319,0.0298507462686567,4-primordium of chondrocranium,whole_mouse_embryo_3d_cngb,
Hbb-y,-0.5373013,0.205577164158992,0.0248756218905472,4-primordium of chondrocranium,whole_mouse_embryo_3d_cngb,
fabp1b.1,0.38958025,0.080817578670028,0.7263681592039801,Yolk Syncytial Layer,zesta_zebrafish,
gpx4a,0.37604558,0.1139451251772658,0.835820895522388,Yolk Syncytial Layer,zesta_zebrafish,
AL935186.10,0.35937524,0.0339774362066882,0.6368159203980099,Yolk Syncytial Layer,zesta_zebrafish,
rps17,0.35153675,0.0362194805356024,0.0547263681592039,Yolk Syncytial Layer,zesta_zebrafish,
glula,0.35026932,0.0823495586924271,0.900497512437811,Yolk Syncytial Layer,zesta_zebrafish,
anxa1a,0.3274957,0.0593866755544624,0.6169154228855721,Yolk Syncytial Layer,zesta_zebrafish,
tuba8l4,-0.24105513,0.0490066597304004,0.7711442786069652,Yolk Syncytial Layer,zesta_zebrafish,
khdrbs1a,-0.26807046,0.0494050812350766,0.6318407960199005,Yolk Syncytial Layer,zesta_zebrafish,
si:ch211-222l21.1,-0.27947688,0.0797939842587227,0.9552238805970148,Yolk Syncytial Layer,zesta_zebrafish,
snu13b,-0.29371595,0.0538609292965831,0.9850746268656716,Yolk Syncytial Layer,zesta_zebrafish,
galnt7,-0.30614042,0.0599790776140884,0.9800995024875622,Yolk Syncytial Layer,zesta_zebrafish,
serbp1a,-0.42856538,0.0496289498134008,0.9402985074626866,Yolk Syncytial Layer,zesta_zebrafish,
AL935186.10,0.7759887,0.0333881507177678,0.527363184079602,"Segmental Plate, Tail Bud",zesta_zebrafish,
msgn1,0.45360672,0.050387733106702,0.8805970149253731,"Segmental Plate, Tail Bud",zesta_zebrafish,
NC-002333.4,0.38014603,0.023356129136926,0.5771144278606966,"Segmental Plate, Tail Bud",zesta_zebrafish,
hnrnpa0b,0.321069,0.0262509720372401,0.0845771144278607,"Segmental Plate, Tail Bud",zesta_zebrafish,
ctsll,0.29747725,0.026735933573124,0.099502487562189,"Segmental Plate, Tail Bud",zesta_zebrafish,
anp32e,0.2735821,0.026575645905087,0.5422885572139303,"Segmental Plate, Tail Bud",zesta_zebrafish,
rps9,-0.2564118,0.032437477637593,0.3333333333333333,"Segmental Plate, Tail Bud",zesta_zebrafish,
dynll1,-0.26196855,0.0218556584285503,0.5970149253731343,"Segmental Plate, Tail Bud",zesta_zebrafish,
hmgb2b,-0.27277946,0.0283377137086959,0.3333333333333333,"Segmental Plate, Tail Bud",zesta_zebrafish,
rpl7a,-0.27699518,0.0268256365362861,0.099502487562189,"Segmental Plate, Tail Bud",zesta_zebrafish,
tuba8l4,-0.28302455,0.027506180722673,0.1890547263681592,"Segmental Plate, Tail Bud",zesta_zebrafish,
naca,-0.3173468,0.0320452166766246,0.6218905472636815,"Segmental Plate, Tail Bud",zesta_zebrafish,
cyt1,0.5938494,0.0714840754716956,0.0049751243781094,Notochord,zesta_zebrafish,
pcna,0.5752945,0.0630724689785914,0.0049751243781094,Notochord,zesta_zebrafish,
krt4,0.5737059,0.0690883285194779,0.0049751243781094,Notochord,zesta_zebrafish,
krt5,0.5021254,0.0754176969929507,0.0049751243781094,Notochord,zesta_zebrafish,
fabp3,0.50179386,0.045774242242838,0.0049751243781094,Notochord,zesta_zebrafish,
h2az2b,0.484061,0.0394620145631664,0.0049751243781094,Notochord,zesta_zebrafish,
slc38a8b,-0.41394833,0.0511677343238508,0.0049751243781094,Notochord,zesta_zebrafish,
col2a1b,-0.42180884,0.0608442146566372,0.0049751243781094,Notochord,zesta_zebrafish,
serpinh1b,-0.42467248,0.0510167319688776,0.0049751243781094,Notochord,zesta_zebrafish,
hapln1a,-0.42554557,0.0657717705833475,0.0049751243781094,Notochord,zesta_zebrafish,
cmn,-0.46787077,0.0673336158520792,0.0049751243781094,Notochord,zesta_zebrafish,
col9a1b,-0.48717588,0.0660552942271612,0.0049751243781094,Notochord,zesta_zebrafish,
notch3,0.32201743,0.0371864424832986,0.0049751243781094,Nervous System,zesta_zebrafish,
lrrn1,0.2924503,0.04168851957014,0.0049751243781094,Nervous System,zesta_zebrafish,
si:ch73-21g5.7,0.25075102,0.0350251632238099,0.0049751243781094,Nervous System,zesta_zebrafish,
plp1a,0.19314694,0.0330909588805719,0.0049751243781094,Nervous System,zesta_zebrafish,
fzd7a,0.17784035,0.0270729495597543,0.0049751243781094,Nervous System,zesta_zebrafish,
nkx6.2,0.1650306,0.0191930620936732,0.0049751243781094,Nervous System,zesta_zebrafish,
eef2b,-0.1869309,0.017950741613066,0.099502487562189,Nervous System,zesta_zebrafish,
dlb,-0.20336485,0.0308179919146197,0.6467661691542289,Nervous System,zesta_zebrafish,
tubb5,-0.2044084,0.0360976249618404,0.7412935323383084,Nervous System,zesta_zebrafish,
CABZ01021592.1,-0.2528191,0.0185887613623189,0.0049751243781094,Nervous System,zesta_zebrafish,
gch2,-0.30873612,0.0218615598353746,0.0049751243781094,Nervous System,zesta_zebrafish,
FO704772.3,-0.313143,0.0109072339128068,0.6517412935323383,Nervous System,zesta_zebrafish,
