interface,gene,mean_bulge,mean_dent,lfc,p_geomnull,null_sd
l4,SMESG000029906.1,0.054308303,0.15052588,-0.09621758,,
l4,SMESG000042474.1,0.04692429,0.14314623,-0.09622194,,
l4,SMESG000024592.1,0.05547784,0.15255874,-0.0970809,,
l4,SMESG000017118.1,0.03758592,0.13556711,-0.09798119,,
l4,SMESG000077560.1,0.044249002,0.1431306,-0.0988816,,
l4,SMESG000020135.1,0.04652364,0.14563543,-0.09911178,,
l4,SMESG000027962.1,0.04672392,0.14620364,-0.09947972,,
l4,SMESG000026617.1,0.044537436,0.14478698,-0.100249544,,
l4,SMESG000024670.1,0.049759276,0.15065317,-0.10089389,,
l4,SMESG000019381.1,0.045058046,0.14633162,-0.10127358,,
l4,SMESG000016195.1,0.053043023,0.1544383,-0.10139528,,
l4,SMESG000027124.1,0.05813703,0.16032119,-0.10218416,,
l4,SMESG000022030.1,0.05140928,0.15400575,-0.10259647,,
l4,SMESG000028250.1,0.04126987,0.14393803,-0.102668166,,
l4,SMESG000053355.1,0.043760587,0.14648299,-0.10272241,,
l4,SMESG000005010.1,0.04946315,0.15218942,-0.102726266,,
l4,SMESG000076415.1,0.047116313,0.15005256,-0.10293625,,
l4,SMESG000033840.1,0.04223887,0.14537051,-0.103131644,,
l4,SMESG000056380.1,0.046163503,0.14972386,-0.10356036,,
l4,SMESG000016994.1,0.06292624,0.16650866,-0.10358242,,
l4,SMESG000056697.1,0.048013356,0.15164551,-0.10363215,,
l4,SMESG000013697.1,0.050864767,0.15512612,-0.10426135,,
l4,SMESG000061866.1,0.04444138,0.14872372,-0.10428234,,
l4,SMESG000020571.1,0.0445775,0.1488997,-0.1043222,,
l4,SMESG000035607.1,0.046499904,0.15087616,-0.10437626,,
l4,SMESG000028017.1,0.050672375,0.1555504,-0.10487803,,
l4,SMESG000035326.1,0.06547393,0.1704114,-0.104937464,,
l4,SMESG000009490.1,0.046547793,0.15149273,-0.10494494,,
l4,SMESG000009918.1,0.044168934,0.14940445,-0.10523552,,
l4,SMESG000047496.1,0.044169787,0.14944936,-0.10527958,,
l4,SMESG000011539.1,0.038730852,0.14421016,-0.10547931,,
l4,SMESG000060121.1,0.037009187,0.14256833,-0.10555915,,
l4,SMESG000062092.1,0.04126168,0.1468593,-0.10559762,,
l4,SMESG000041071.1,0.04421701,0.15000479,-0.105787784,,
l4,SMESG000056346.1,0.047348607,0.15382956,-0.106480956,,
l4,SMESG000039980.1,0.04163012,0.14811563,-0.106485516,,
l4,SMESG000008865.1,0.05714382,0.16381797,-0.10667415,,
l4,SMESG000031906.1,0.04620342,0.15293281,-0.10672939,,
l4,SMESG000075633.1,0.043095812,0.1501158,-0.10701999,,
l4,SMESG000051885.1,0.047180604,0.15442924,-0.107248634,,
l4,SMESG000020910.1,0.06313438,0.17039618,-0.1072618,,
l4,SMESG000078710.1,0.05516552,0.16259302,-0.1074275,,
l4,SMESG000077527.1,0.052114096,0.15996747,-0.10785337,,
l4,SMESG000053522.1,0.047709066,0.15565455,-0.10794549,,
l4,SMESG000036519.1,0.040252686,0.14824273,-0.10799004,,
l4,SMESG000061029.1,0.04872625,0.15710248,-0.108376235,,
l4,SMESG000016667.1,0.051425356,0.16018362,-0.10875827,,
l4,SMESG000002945.1,0.05064054,0.1595346,-0.108894065,,
l4,SMESG000016697.1,0.048117485,0.15703882,-0.108921334,,
l4,SMESG000038790.1,0.048510037,0.15747066,-0.10896062,,
l4,SMESG000060455.1,0.042759284,0.15173294,-0.10897365,,
l4,SMESG000014588.1,0.05093657,0.15996853,-0.10903196,,
l4,SMESG000066841.1,0.04395283,0.15338898,-0.10943615,,
l4,SMESG000020306.1,0.044986073,0.15486935,-0.10988328,,
l4,SMESG000032629.1,0.04677982,0.15702291,-0.11024309,,
l4,SMESG000019718.1,0.046003114,0.15635839,-0.11035527,,
l4,SMESG000067191.1,0.048501834,0.15890336,-0.110401526,,
l4,SMESG000073757.1,0.042879608,0.15329261,-0.110413,,
l4,SMESG000045673.1,0.06999867,0.1805201,-0.110521436,,
l4,SMESG000014221.1,0.043167908,0.15378109,-0.11061318,,
l4,SMESG000081906.1,0.0420706,0.15282123,-0.11075063,,
l4,SMESG000049504.1,0.050792564,0.1620318,-0.11123924,,
l4,SMESG000074196.1,0.055973772,0.16739573,-0.11142196,,
l4,SMESG000032344.1,0.05016,0.16195178,-0.11179178,,
l4,SMESG000020515.1,0.04810149,0.15994334,-0.11184186,,
l4,SMESG000014335.1,0.04196648,0.15390109,-0.1119346,,
l4,SMESG000025689.1,0.04554649,0.15750222,-0.11195573,,
l4,SMESG000059546.1,0.040765148,0.15278861,-0.11202346,,
l4,SMESG000016305.1,0.07036719,0.18249641,-0.11212923,,
l4,SMESG000064891.1,0.043472283,0.15564522,-0.11217294,,
l4,SMESG000068819.1,0.045634676,0.15784682,-0.11221215,,
l4,SMESG000040062.1,0.045698732,0.1580145,-0.112315774,,
l4,SMESG000081754.1,0.04413698,0.15654205,-0.11240507,,
l4,SMESG000074987.1,0.04424907,0.15670238,-0.11245331,,
l4,SMESG000038232.1,0.041710258,0.15434098,-0.112630725,,
l4,SMESG000062685.1,0.047605086,0.16048692,-0.11288184,,
l4,SMESG000054078.1,0.039908167,0.15282072,-0.11291255,,
l4,SMESG000067543.1,0.043167878,0.15623774,-0.11306986,,
l4,SMESG000026993.1,0.046435606,0.15963033,-0.11319472,,
l4,SMESG000047476.1,0.048693985,0.16205627,-0.11336228,,
l4,SMESG000014324.1,0.05061595,0.16417769,-0.113561735,,
l4,SMESG000009582.1,0.04693207,0.16060777,-0.1136757,,
l4,SMESG000024276.1,0.045530546,0.15927114,-0.11374059,,
l4,SMESG000023450.1,0.049679972,0.16344574,-0.11376577,,
l4,SMESG000080328.1,0.051521454,0.16544874,-0.11392729,,
l4,SMESG000045477.1,0.057920426,0.17187595,-0.11395553,,
l4,SMESG000011963.1,0.04213459,0.15627813,-0.11414354,,
l4,SMESG000009093.1,0.04280758,0.15704592,-0.11423834,,
l4,SMESG000035878.1,0.049262833,0.16368826,-0.11442542,,
l4,SMESG000071423.1,0.048982423,0.16340864,-0.11442621,,
l4,SMESG000010516.1,0.043576278,0.1580543,-0.11447803,,
l4,SMESG000002830.1,0.04557046,0.1601755,-0.11460504,,
l4,SMESG000023255.1,0.04762092,0.16266385,-0.115042925,,
l4,SMESG000065324.1,0.04529015,0.16043985,-0.1151497,,
l4,SMESG000067728.1,0.064584315,0.17975076,-0.11516644,,
l4,SMESG000049241.1,0.053018916,0.16826585,-0.11524694,,
l4,SMESG000027166.1,0.049983505,0.16529708,-0.115313575,,
l4,SMESG000009711.1,0.056495562,0.17200193,-0.115506366,,
l4,SMESG000049997.1,0.049015183,0.16457419,-0.11555901,,
l4,SMESG000016949.1,0.046035126,0.16160786,-0.115572736,,
l4,SMESG000076677.1,0.051417533,0.167161,-0.11574347,,
l4,SMESG000002840.1,0.06757973,0.18333691,-0.11575718,,
l4,SMESG000033847.1,0.04463353,0.1603989,-0.11576537,,
l4,SMESG000018217.1,0.051297247,0.16732956,-0.11603232,,
l4,SMESG000078985.1,0.04676394,0.16309567,-0.11633173,,
l4,SMESG000061639.1,0.0629664,0.17931819,-0.11635179,,
l4,SMESG000054248.1,0.045946993,0.16255198,-0.11660499,,
l4,SMESG000071508.1,0.045514416,0.16224003,-0.11672561,,
l4,SMESG000016219.1,0.05346774,0.17064995,-0.11718221,,
l4,SMESG000019808.1,0.04922259,0.16644959,-0.117227,,
l4,SMESG000020805.1,0.04026047,0.15755808,-0.11729761,,
l4,SMESG000010381.1,0.048870217,0.16622546,-0.11735524,,
l4,SMESG000005268.1,0.047621004,0.16505691,-0.11743591,,
l4,SMESG000054049.1,0.048614014,0.16607283,-0.11745882,,
l4,SMESG000020934.1,0.045634568,0.16314499,-0.11751042,,
l4,SMESG000038975.1,0.056038808,0.17401114,-0.11797233,,
l4,SMESG000081207.1,0.046772033,0.16484828,-0.11807625,,
l4,SMESG000016275.1,0.04217471,0.16027921,-0.1181045,,
l4,SMESG000014474.1,0.043936647,0.16214426,-0.11820761,,
l4,SMESG000016304.1,0.10157065,0.21985829,-0.11828764,,
l4,SMESG000005586.1,0.04870195,0.16704968,-0.11834773,,
l4,SMESG000034225.1,0.046659704,0.16514494,-0.11848523,,
l4,SMESG000034854.1,0.05564699,0.17414495,-0.11849797,,
l4,SMESG000034920.1,0.050552517,0.16908905,-0.11853653,,
l4,SMESG000046166.1,0.051802643,0.17035064,-0.118548,,
l4,SMESG000041543.1,0.042302825,0.16111128,-0.118808456,,
l4,SMESG000055031.1,0.049799237,0.1687621,-0.11896287,,
l4,SMESG000078177.1,0.056614906,0.17558825,-0.118973345,,
l4,SMESG000019746.1,0.04633149,0.16533652,-0.119005024,,
l4,SMESG000078872.1,0.05284304,0.1721622,-0.11931916,,
l4,SMESG000044517.1,0.038218357,0.15766929,-0.119450934,,
l4,SMESG000001545.1,0.04750881,0.16696076,-0.119451955,,
l4,SMESG000034009.1,0.052218474,0.17173009,-0.11951161,,
l4,SMESG000040163.1,0.046611775,0.16615255,-0.11954078,,
l4,SMESG000071293.1,0.054196525,0.1739311,-0.119734585,,
l4,SMESG000057659.1,0.046018887,0.16588128,-0.11986239,,
l4,SMESG000052978.1,0.052858982,0.17275532,-0.11989634,,
l4,SMESG000011657.1,0.049078442,0.16909875,-0.12002031,,
l4,SMESG000027888.1,0.04830166,0.16833743,-0.120035775,,
l4,SMESG000004048.1,0.052322224,0.17278679,-0.12046456,,
l4,SMESG000043835.1,0.044272877,0.1650089,-0.120736025,,
l4,SMESG000068390.1,0.052153874,0.17290723,-0.12075336,,
l4,SMESG000016669.1,0.05080882,0.17166544,-0.12085663,,
l4,SMESG000029410.1,0.042879466,0.16380031,-0.12092085,,
l4,SMESG000079498.1,0.051865764,0.17293063,-0.121064864,,
l4,SMESG000034945.1,0.047404867,0.1686569,-0.12125203,,
l4,SMESG000051108.1,0.05677521,0.1783332,-0.12155798,,
l4,SMESG000026855.1,0.045522485,0.16752924,-0.12200676,,
l4,SMESG000028730.1,0.04570666,0.1678574,-0.122150734,,
l4,SMESG000012127.1,0.038338408,0.16116753,-0.122829124,,
l4,SMESG000053935.1,0.05592629,0.1788298,-0.12290351,,
l4,SMESG000026239.1,0.0491587,0.17220223,-0.12304353,,
l4,SMESG000027938.1,0.045858614,0.16897021,-0.1231116,,
l4,SMESG000075205.1,0.04645971,0.1697296,-0.1232699,,
l4,SMESG000019926.1,0.07482031,0.19810183,-0.12328152,,
l4,SMESG000002838.1,0.06763584,0.19109802,-0.12346218,,
l4,SMESG000032489.1,0.057063352,0.18062979,-0.123566434,,
l4,SMESG000033587.1,0.047500513,0.17125954,-0.123759024,,
l4,SMESG000013115.1,0.049887557,0.17373131,-0.12384376,,
l4,SMESG000036948.1,0.04971938,0.17376226,-0.12404288,,
l4,SMESG000020952.1,0.07217734,0.19639571,-0.12421837,,
l4,SMESG000038117.1,0.04912621,0.17338814,-0.12426193,,
l4,SMESG000014705.1,0.04995129,0.17425233,-0.124301046,,
l4,SMESG000027142.1,0.08054685,0.20485617,-0.124309324,,
l4,SMESG000023352.1,0.049102843,0.17343456,-0.12433171,,
l4,SMESG000053650.1,0.052626655,0.17698006,-0.12435341,,
l4,SMESG000024875.1,0.04908665,0.17387542,-0.124788776,,
l4,SMESG000070679.1,0.04077314,0.16583191,-0.12505877,,
l4,SMESG000078548.1,0.05824943,0.18388623,-0.1256368,,
l4,SMESG000013795.1,0.060667686,0.18655221,-0.12588453,,
l4,SMESG000070983.1,0.056759145,0.18267816,-0.12591901,,
l4,SMESG000003214.1,0.06323009,0.1895633,-0.1263332,,
l4,SMESG000011518.1,0.03937154,0.16621639,-0.12684485,,
l4,SMESG000075349.1,0.057039358,0.18395077,-0.1269114,,
l4,SMESG000067948.1,0.049967673,0.17743587,-0.1274682,,
l4,SMESG000012672.1,0.11318359,0.24074169,-0.1275581,,
l4,SMESG000013661.1,0.04657983,0.1744504,-0.12787056,,
l4,SMESG000016299.1,0.054284297,0.18219775,-0.12791345,,
l4,SMESG000037231.1,0.054100093,0.18215816,-0.12805806,,
l4,SMESG000022463.1,0.053259257,0.18175714,-0.12849788,,
l4,SMESG000061749.1,0.05289903,0.18154906,-0.12865002,,
l4,SMESG000069827.1,0.051954012,0.18071637,-0.12876235,,
l4,SMESG000077471.1,0.059546594,0.1884636,-0.12891701,,
l4,SMESG000063653.1,0.046435505,0.1753955,-0.12896,,
l4,SMESG000077696.1,0.03563129,0.16535188,-0.1297206,,
l4,SMESG000026676.1,0.051024567,0.1809419,-0.12991732,,
l4,SMESG000002751.1,0.04369634,0.17394681,-0.13025047,,
l4,SMESG000054316.1,0.059682675,0.1899837,-0.13030103,,
l4,SMESG000011768.1,0.05113668,0.18153408,-0.13039741,,
l4,SMESG000014341.1,0.05653497,0.18707958,-0.1305446,,
l4,SMESG000047886.1,0.051585,0.18227057,-0.13068557,,
l4,SMESG000059031.1,0.03696077,0.16784903,-0.13088827,,
l4,SMESG000034043.1,0.050960805,0.18192531,-0.1309645,,
l4,SMESG000010283.1,0.06492072,0.1960413,-0.13112058,,
l4,SMESG000038555.1,0.044289034,0.17549984,-0.1312108,,
l4,SMESG000074509.1,0.04349615,0.1747552,-0.13125905,,
l4,SMESG000033382.1,0.062093474,0.1933533,-0.13125983,,
l4,SMESG000000987.1,0.04661166,0.17803705,-0.13142538,,
l4,SMESG000046974.1,0.05363594,0.18517385,-0.13153791,,
l4,SMESG000033211.1,0.052025948,0.18362166,-0.13159572,,
l4,SMESG000044312.1,0.04969505,0.18131769,-0.13162264,,
l4,SMESG000080432.1,0.049094416,0.18071713,-0.1316227,,
l4,SMESG000003216.1,0.09521898,0.22694021,-0.13172123,,
l4,SMESG000009145.1,0.053195216,0.18506256,-0.13186735,,
l4,SMESG000038604.1,0.05154527,0.18342957,-0.1318843,,
l4,SMESG000081058.1,0.047428463,0.17954051,-0.13211206,,
l4,SMESG000072630.1,0.053491715,0.18562984,-0.13213813,,
l4,SMESG000038804.1,0.054516945,0.1867268,-0.13220985,,
l4,SMESG000065264.1,0.06385518,0.19617209,-0.13231692,,
l4,SMESG000023446.1,0.060052067,0.1923983,-0.13234623,,
l4,SMESG000026692.1,0.051737316,0.18410274,-0.13236544,,
l4,SMESG000014112.1,0.05035221,0.18279703,-0.13244483,,
l4,SMESG000019986.1,0.06101161,0.19351515,-0.13250354,,
l4,SMESG000073542.1,0.048181765,0.180764,-0.13258225,,
l4,SMESG000064394.1,0.049679108,0.18237364,-0.13269454,,
l4,SMESG000025747.1,0.05352384,0.18627025,-0.13274641,,
l4,SMESG000020522.1,0.047076147,0.17988494,-0.13280879,,
l4,SMESG000038369.1,0.051225152,0.1841012,-0.13287604,,
l4,SMESG000027795.1,0.04992787,0.18281992,-0.13289204,,
l4,SMESG000008042.1,0.06838073,0.20134106,-0.13296033,,
l4,SMESG000077016.1,0.04738062,0.1804848,-0.13310418,,
l4,SMESG000004726.1,0.055814277,0.18908691,-0.13327263,,
l4,SMESG000070068.1,0.047108423,0.18080434,-0.13369592,,
l4,SMESG000057144.1,0.048029546,0.18229301,-0.13426347,,
l4,SMESG000025013.1,0.03844249,0.17274769,-0.1343052,,
l4,SMESG000079251.1,0.052105512,0.18643257,-0.13432705,,
l4,SMESG000026861.1,0.067170806,0.20153454,-0.13436374,,
l4,SMESG000033447.1,0.05611838,0.19097637,-0.13485798,,
l4,SMESG000021174.1,0.05476516,0.18963875,-0.13487358,,
l4,SMESG000019345.1,0.051312886,0.1867195,-0.13540661,,
l4,SMESG000004103.1,0.05406827,0.1894883,-0.13542004,,
l4,SMESG000034977.1,0.055381753,0.1911679,-0.13578615,,
l4,SMESG000046116.1,0.056038722,0.19198346,-0.13594474,,
l4,SMESG000016828.1,0.056398958,0.19235182,-0.13595286,,
l4,SMESG000005024.1,0.057912752,0.19388811,-0.13597536,,
l4,SMESG000071275.1,0.06002699,0.1960176,-0.1359906,,
l4,SMESG000047091.1,0.05840149,0.1945283,-0.1361268,,
l4,SMESG000039100.1,0.05137734,0.18774259,-0.13636525,,
l4,SMESG000020144.1,0.053122688,0.18962742,-0.13650474,,
l4,SMESG000040593.1,0.059898704,0.19653806,-0.13663936,,
l4,SMESG000012361.1,0.060347535,0.1975936,-0.13724607,,
l4,SMESG000060349.1,0.05584648,0.1932642,-0.13741772,,
l4,SMESG000078308.1,0.056030154,0.19355333,-0.13752317,,
l4,SMESG000049264.1,0.05167336,0.18940754,-0.13773417,,
l4,SMESG000034829.1,0.05254626,0.1904825,-0.13793623,,
l4,SMESG000023353.1,0.034846295,0.17280266,-0.13795637,,
l4,SMESG000051815.1,0.0637994,0.20189089,-0.13809147,,
l4,SMESG000025057.1,0.055317726,0.19364026,-0.13832253,,
l4,SMESG000070072.1,0.052666802,0.1910164,-0.13834961,,
l4,SMESG000072545.1,0.060146622,0.1985073,-0.13836068,,
l4,SMESG000049555.1,0.04205428,0.1806135,-0.13855922,,
l4,SMESG000040292.1,0.0576798,0.19626765,-0.13858785,,
l4,SMESG000008815.1,0.05329146,0.19196774,-0.13867629,,
l4,SMESG000035333.1,0.08977394,0.2284715,-0.13869756,,
l4,SMESG000028481.1,0.063871495,0.20282,-0.1389485,,
l4,SMESG000026631.1,0.047076352,0.18610227,-0.13902593,,
l4,SMESG000066687.1,0.056742802,0.1959943,-0.1392515,,
l4,SMESG000028600.1,0.110483676,0.2500209,-0.13953722,,
l4,SMESG000028264.1,0.09815191,0.23809746,-0.13994555,,
l4,SMESG000056546.1,0.064848445,0.20508544,-0.140237,,
l4,SMESG000002374.1,0.06135613,0.20190078,-0.14054465,,
l4,SMESG000026020.1,0.0488062,0.18948136,-0.14067516,,
l4,SMESG000074136.1,0.05192176,0.19278435,-0.1408626,,
l4,SMESG000005764.1,0.054348335,0.19534573,-0.1409974,,
l4,SMESG000003375.1,0.058449235,0.1999223,-0.14147305,,
l4,SMESG000007855.1,0.06163707,0.20345876,-0.14182168,,
l4,SMESG000065959.1,0.0576487,0.19964077,-0.14199206,,
l4,SMESG000050221.1,0.05490103,0.196962,-0.14206097,,
l4,SMESG000081727.1,0.06269436,0.20479564,-0.14210129,,
l4,SMESG000081647.1,0.051449277,0.19362527,-0.142176,,
l4,SMESG000066416.1,0.09470756,0.23690045,-0.14219289,,
l4,SMESG000019717.1,0.06501636,0.20755054,-0.14253418,,
l4,SMESG000017012.1,0.058465995,0.20104143,-0.14257544,,
l4,SMESG000064614.1,0.06341489,0.20616405,-0.14274916,,
l4,SMESG000044485.1,0.064912505,0.20775028,-0.14283776,,
l4,SMESG000026208.1,0.05333936,0.19648153,-0.14314216,,
l4,SMESG000051850.1,0.051000696,0.1946091,-0.1436084,,
l4,SMESG000081287.1,0.05446097,0.19808868,-0.1436277,,
l4,SMESG000035357.1,0.056262847,0.19995375,-0.1436909,,
l4,SMESG000074998.1,0.058641758,0.20248294,-0.14384118,,
l4,SMESG000004374.1,0.06481638,0.20868734,-0.14387095,,
l4,SMESG000002914.1,0.042406976,0.18638235,-0.14397538,,
l4,SMESG000033500.1,0.062053304,0.20602873,-0.14397542,,
l4,SMESG000056251.1,0.056583323,0.20085771,-0.14427438,,
l4,SMESG000006795.1,0.048421565,0.19282483,-0.14440326,,
l4,SMESG000049117.1,0.061821226,0.20625211,-0.14443089,,
l4,SMESG000041811.1,0.05703946,0.20149945,-0.14446,,
l4,SMESG000042663.1,0.054941285,0.19940196,-0.14446068,,
l4,SMESG000026342.1,0.060859937,0.20532444,-0.14446451,,
l4,SMESG000077210.1,0.05761625,0.20245914,-0.1448429,,
l4,SMESG000004871.1,0.05602225,0.20103535,-0.1450131,,
l4,SMESG000060338.1,0.057391886,0.20242041,-0.14502853,,
l4,SMESG000026974.1,0.050087735,0.19528078,-0.14519304,,
l4,SMESG000069889.1,0.057071522,0.2027801,-0.14570858,,
l4,SMESG000004195.1,0.053483702,0.19940166,-0.14591795,,
l4,SMESG000025410.1,0.08814789,0.23438632,-0.14623843,,
l4,SMESG000049554.1,0.055717964,0.20220344,-0.14648548,,
l4,SMESG000060188.1,0.040676773,0.18719177,-0.146515,,
l4,SMESG000035884.1,0.06561861,0.21233067,-0.14671206,,
l4,SMESG000066311.1,0.066642314,0.21370097,-0.14705865,,
l4,SMESG000027656.1,0.165919,0.3130222,-0.14710319,,
l4,SMESG000057246.1,0.053499315,0.20072336,-0.14722405,,
l4,SMESG000061372.1,0.06331861,0.21060623,-0.14728762,,
l4,SMESG000044888.1,0.07881646,0.22642142,-0.14760496,,
l4,SMESG000014107.1,0.065528944,0.21350345,-0.1479745,,
l4,SMESG000012408.1,0.07436415,0.22273716,-0.14837301,,
l4,SMESG000042680.1,0.059282213,0.20771623,-0.14843401,,
l4,SMESG000025746.1,0.063335165,0.21179727,-0.1484621,,
l4,SMESG000013191.1,0.06983021,0.21841672,-0.14858651,,
l4,SMESG000059878.1,0.061500747,0.21086952,-0.14936878,,
l4,SMESG000031703.1,0.057111386,0.2065574,-0.14944601,,
l4,SMESG000016474.1,0.06005043,0.20951897,-0.14946854,,
l4,SMESG000024968.1,0.052891087,0.20255439,-0.1496633,,
l4,SMESG000069494.1,0.061573055,0.21142116,-0.1498481,,
l4,SMESG000060365.1,0.17736115,0.32758877,-0.15022762,,
l4,SMESG000057052.1,0.059907198,0.21035644,-0.15044925,,
l4,SMESG000063633.1,0.11907107,0.26956356,-0.15049249,,
l4,SMESG000032194.1,0.053635787,0.20413177,-0.15049598,,
l4,SMESG000011389.1,0.06613032,0.21679904,-0.15066871,,
l4,SMESG000080856.1,0.064665616,0.21576352,-0.15109791,,
l4,SMESG000007873.1,0.062021796,0.21323673,-0.15121494,,
l4,SMESG000009754.1,0.06482461,0.21634349,-0.15151888,,
l4,SMESG000078664.1,0.07937651,0.23100027,-0.15162376,,
l4,SMESG000072403.1,0.059466287,0.2111981,-0.15173182,,
l4,SMESG000060705.1,0.052129887,0.20391534,-0.15178546,,
l4,SMESG000034948.1,0.055349737,0.2072602,-0.15191047,,
l4,SMESG000049854.1,0.072145246,0.22406664,-0.15192139,,
l4,SMESG000054815.1,0.054036297,0.20606747,-0.15203118,,
l4,SMESG000053095.1,0.06605789,0.21817659,-0.1521187,,
l4,SMESG000045386.1,0.06126821,0.21346371,-0.1521955,,
l4,SMESG000023170.1,0.05829739,0.21065223,-0.15235484,,
l4,SMESG000062171.1,0.060867958,0.21323015,-0.1523622,,
l4,SMESG000056302.1,0.06042683,0.21289621,-0.15246938,,
l4,SMESG000061907.1,0.05975454,0.2122298,-0.15247527,,
l4,SMESG000012475.1,0.06411268,0.21727705,-0.15316437,,
l4,SMESG000060905.1,0.059514277,0.2128305,-0.15331623,,
l4,SMESG000021236.1,0.053699702,0.20707637,-0.15337667,,
l4,SMESG000066554.1,0.05072058,0.20413977,-0.1534192,,
l4,SMESG000070850.1,0.06320652,0.21671194,-0.15350541,,
l4,SMESG000032743.1,0.058352876,0.21207845,-0.15372558,,
l4,SMESG000042492.1,0.052882854,0.2069645,-0.15408164,,
l4,SMESG000043151.1,0.056414865,0.21128578,-0.15487093,,
l4,SMESG000056224.1,0.049935516,0.20492364,-0.15498812,,
l4,SMESG000021684.1,0.054100055,0.20910934,-0.15500928,,
l4,SMESG000041020.1,0.06450449,0.2195269,-0.15502241,,
l4,SMESG000032144.1,0.059666798,0.21474962,-0.15508282,,
l4,SMESG000024142.1,0.092295654,0.24748911,-0.15519345,,
l4,SMESG000035061.1,0.10099432,0.25639677,-0.15540245,,
l4,SMESG000069520.1,0.0707996,0.2264829,-0.15568331,,
l4,SMESG000012999.1,0.051000994,0.20669994,-0.15569894,,
l4,SMESG000009106.1,0.06742007,0.22343233,-0.15601227,,
l4,SMESG000011961.1,0.067556165,0.2237446,-0.15618843,,
l4,SMESG000052485.1,0.06706748,0.22436042,-0.15729293,,
l4,SMESG000081273.1,0.066923074,0.22446558,-0.1575425,,
l4,SMESG000029088.1,0.050688274,0.2082532,-0.15756494,,
l4,SMESG000076223.1,0.06398371,0.22188087,-0.15789716,,
l4,SMESG000080952.1,0.06596154,0.22424264,-0.1582811,,
l4,SMESG000013666.1,0.052202184,0.21048518,-0.158283,,
l4,SMESG000029273.1,0.07192866,0.2303097,-0.15838104,,
l4,SMESG000026924.1,0.062429633,0.22096938,-0.15853974,,
l4,SMESG000071444.1,0.06488875,0.22345687,-0.15856811,,
l4,SMESG000051237.1,0.060771987,0.21940733,-0.15863535,,
l4,SMESG000047012.1,0.07360286,0.23242857,-0.1588257,,
l4,SMESG000011290.1,0.060123324,0.21908705,-0.15896372,,
l4,SMESG000061417.1,0.05900989,0.21819927,-0.15918937,,
l4,SMESG000013662.1,0.05627012,0.21562512,-0.159355,,
l4,SMESG000012224.1,0.059426248,0.21931994,-0.15989369,,
l4,SMESG000064093.1,0.07534131,0.23529276,-0.15995145,,
l4,SMESG000014619.1,0.059994996,0.2200645,-0.16006951,,
l4,SMESG000072897.1,0.12369195,0.28387994,-0.16018799,,
l4,SMESG000006323.1,0.06432779,0.22459416,-0.16026637,,
l4,SMESG000051496.1,0.059041582,0.2193208,-0.16027921,,
l4,SMESG000081036.1,0.05760036,0.21793523,-0.16033487,,
l4,SMESG000001466.1,0.043688484,0.20404382,-0.16035533,,
l4,SMESG000038553.1,0.06552991,0.22594422,-0.16041431,,
l4,SMESG000021627.1,0.057568304,0.21801522,-0.16044691,,
l4,SMESG000062786.1,0.037393045,0.1979952,-0.16060215,,
l4,SMESG000080475.1,0.1216328,0.28232348,-0.16069068,,
l4,SMESG000043601.1,0.07671071,0.23748606,-0.16077536,,
l4,SMESG000033768.1,0.065865524,0.22668372,-0.16081819,,
l4,SMESG000032750.1,0.06916522,0.23009317,-0.16092795,,
l4,SMESG000022789.1,0.07457248,0.23592375,-0.16135126,,
l4,SMESG000004230.1,0.066706784,0.2282748,-0.16156802,,
l4,SMESG000053698.1,0.054709155,0.2164618,-0.16175264,,
l4,SMESG000044170.1,0.14921777,0.31160325,-0.16238548,,
l4,SMESG000008222.1,0.063494936,0.22597833,-0.1624834,,
l4,SMESG000074506.1,0.06622632,0.22871576,-0.16248944,,
l4,SMESG000000425.1,0.07122433,0.23373252,-0.16250819,,
l4,SMESG000011356.1,0.056286577,0.21880063,-0.16251406,,
l4,SMESG000052083.1,0.055405676,0.2179282,-0.16252252,,
l4,SMESG000015438.1,0.06759567,0.23082812,-0.16323245,,
l4,SMESG000017753.1,0.055245694,0.2186166,-0.1633709,,
l4,SMESG000039857.1,0.075469196,0.23907055,-0.16360135,,
l4,SMESG000059133.1,0.057383794,0.22116059,-0.1637768,,
l4,SMESG000074551.1,0.07458807,0.23843895,-0.16385087,,
l4,SMESG000025383.1,0.09526666,0.26008755,-0.16482088,,
l4,SMESG000024772.1,0.040893205,0.2061005,-0.1652073,,
l4,SMESG000081288.1,0.065929666,0.23116429,-0.16523463,,
l4,SMESG000004988.1,0.061620973,0.22695394,-0.16533297,,
l4,SMESG000014734.1,0.047316372,0.21291095,-0.16559458,,
l4,SMESG000006432.1,0.060763955,0.22642529,-0.16566133,,
l4,SMESG000008843.1,0.15054679,0.31629726,-0.16575047,,
l4,SMESG000028599.1,0.074572,0.24055889,-0.1659869,,
l4,SMESG000038869.1,0.06532156,0.23158577,-0.1662642,,
l4,SMESG000048218.1,0.065273285,0.23156291,-0.16628963,,
l4,SMESG000060467.1,0.05138517,0.21771957,-0.16633439,,
l4,SMESG000042238.1,0.07252974,0.23928629,-0.16675654,,
l4,SMESG000013213.1,0.10793762,0.27516562,-0.167228,,
l4,SMESG000038928.1,0.06621009,0.23352538,-0.16731529,,
l4,SMESG000053708.1,0.059810944,0.22728185,-0.1674709,,
l4,SMESG000009654.1,0.07986648,0.24750556,-0.16763908,,
