interface,gene,mean_bulge,mean_dent,lfc,p_geomnull,null_sd
l3,SMESG000021391.1,0.11705187,0.24915786,-0.13210599,,
l3,SMESG000007314.1,0.13757405,0.2697473,-0.13217324,,
l3,SMESG000059668.1,0.1066603,0.23890376,-0.13224345,,
l3,SMESG000021514.1,0.13607074,0.26870647,-0.13263573,,
l3,SMESG000041107.1,0.058362402,0.19107428,-0.13271189,,
l3,SMESG000047328.1,0.12672465,0.25989366,-0.13316901,,
l3,SMESG000017358.1,0.08921035,0.22247952,-0.13326918,,
l3,SMESG000014792.1,0.09613793,0.22977066,-0.13363272,,
l3,SMESG000081251.1,0.11045121,0.2442709,-0.1338197,,
l3,SMESG000014632.1,0.12463294,0.2585318,-0.13389887,,
l3,SMESG000055869.1,0.0835245,0.2174325,-0.133908,,
l3,SMESG000008924.1,0.14665832,0.2806432,-0.13398488,,
l3,SMESG000036533.1,0.3049514,0.43910974,-0.13415834,,
l3,SMESG000042839.1,0.072348535,0.20653729,-0.13418876,,
l3,SMESG000058039.1,0.11058185,0.24563296,-0.1350511,,
l3,SMESG000011804.1,0.074701324,0.20982161,-0.13512029,,
l3,SMESG000019341.1,0.04463766,0.17977905,-0.13514139,,
l3,SMESG000017824.1,0.101693295,0.2369807,-0.1352874,,
l3,SMESG000016286.1,0.1067261,0.24202804,-0.13530195,,
l3,SMESG000006859.1,0.0938506,0.22928989,-0.13543929,,
l3,SMESG000007225.1,0.12025431,0.25612858,-0.13587427,,
l3,SMESG000019700.1,0.17652622,0.312528,-0.1360018,,
l3,SMESG000001317.1,0.10881709,0.24483189,-0.13601479,,
l3,SMESG000062699.1,0.08947187,0.22592422,-0.13645235,,
l3,SMESG000020341.1,0.23181778,0.36844796,-0.13663018,,
l3,SMESG000056344.1,0.11679074,0.2543656,-0.13757485,,
l3,SMESG000077782.1,0.151756,0.28985724,-0.13810124,,
l3,SMESG000034095.1,0.08568123,0.22384156,-0.13816033,,
l3,SMESG000079924.1,0.04176201,0.18001877,-0.13825676,,
l3,SMESG000035183.1,0.13090688,0.26942784,-0.13852096,,
l3,SMESG000074187.1,0.20547946,0.3440957,-0.13861625,,
l3,SMESG000038766.1,0.12430658,0.26341826,-0.13911167,,
l3,SMESG000018349.1,0.16169064,0.3008321,-0.13914146,,
l3,SMESG000034246.1,0.1799903,0.3193379,-0.1393476,,
l3,SMESG000024741.1,0.13254105,0.27191168,-0.13937064,,
l3,SMESG000033377.1,0.1907091,0.330474,-0.13976489,,
l3,SMESG000000196.1,0.14116845,0.2810436,-0.13987514,,
l3,SMESG000046732.1,0.052349575,0.19275753,-0.14040795,,
l3,SMESG000016836.1,0.084308624,0.22472367,-0.14041504,,
l3,SMESG000010007.1,0.13031936,0.2712701,-0.14095074,,
l3,SMESG000028873.1,0.09483096,0.23609976,-0.1412688,,
l3,SMESG000025004.1,0.10770611,0.24915893,-0.14145282,,
l3,SMESG000016846.1,0.08777246,0.22929025,-0.14151779,,
l3,SMESG000017249.1,0.17188582,0.31349027,-0.14160445,,
l3,SMESG000061402.1,0.16704948,0.31004432,-0.14299484,,
l3,SMESG000043862.1,0.18587221,0.32919148,-0.14331926,,
l3,SMESG000003121.1,0.14142987,0.28528982,-0.14385995,,
l3,SMESG000068122.1,0.16489282,0.30876368,-0.14387086,,
l3,SMESG000030598.1,0.0896678,0.23361638,-0.14394858,,
l3,SMESG000041819.1,0.09999414,0.24419072,-0.14419658,,
l3,SMESG000027545.1,0.32769552,0.47195816,-0.14426264,,
l3,SMESG000016726.1,0.15084115,0.29514307,-0.14430192,,
l3,SMESG000000556.1,0.10796763,0.25348398,-0.14551635,,
l3,SMESG000037203.1,0.13528645,0.28096282,-0.14567637,,
l3,SMESG000002633.1,0.064244315,0.21022213,-0.14597781,,
l3,SMESG000025655.1,0.040520277,0.18650766,-0.14598738,,
l3,SMESG000068743.1,0.11574464,0.26253793,-0.14679328,,
l3,SMESG000008704.1,0.14593957,0.29290047,-0.1469609,,
l3,SMESG000023167.1,0.11554874,0.26317805,-0.14762932,,
l3,SMESG000038397.1,0.12888141,0.27767876,-0.14879735,,
l3,SMESG000001708.1,0.31462413,0.4637851,-0.14916098,,
l3,SMESG000001635.1,0.15234448,0.30187336,-0.14952888,,
l3,SMESG000056362.1,0.150906,0.3006721,-0.14976612,,
l3,SMESG000062712.1,0.13535191,0.28544977,-0.15009786,,
l3,SMESG000058328.1,0.11071239,0.261095,-0.15038261,,
l3,SMESG000015341.1,0.14600487,0.2968261,-0.15082122,,
l3,SMESG000027736.1,0.28808963,0.43911272,-0.15102309,,
l3,SMESG000028183.1,0.17253955,0.323665,-0.15112545,,
l3,SMESG000038340.1,0.1958716,0.3475384,-0.1516668,,
l3,SMESG000070280.1,0.066989265,0.2196764,-0.15268713,,
l3,SMESG000027526.1,0.120254256,0.2734323,-0.15317807,,
l3,SMESG000048449.1,0.14711575,0.30059108,-0.15347533,,
l3,SMESG000051721.1,0.083655216,0.237621,-0.15396577,,
l3,SMESG000061762.1,0.12064632,0.27503574,-0.15438941,,
l3,SMESG000018556.1,0.22083785,0.3753383,-0.15450044,,
l3,SMESG000050730.1,0.15142934,0.3064394,-0.15501006,,
l3,SMESG000042736.1,0.1561352,0.31116572,-0.15503052,,
l3,SMESG000039495.1,0.18436962,0.33968693,-0.1553173,,
l3,SMESG000014369.1,0.169141,0.32518613,-0.15604514,,
l3,SMESG000073851.1,0.04352662,0.2003675,-0.15684088,,
l3,SMESG000072548.1,0.09319701,0.2501185,-0.15692148,,
l3,SMESG000018602.1,0.09398125,0.25116044,-0.15717919,,
l3,SMESG000003099.1,0.13731237,0.29450282,-0.15719046,,
l3,SMESG000020880.1,0.1292082,0.28649092,-0.15728271,,
l3,SMESG000068982.1,0.13737774,0.29490316,-0.15752542,,
l3,SMESG000016977.1,0.1008436,0.2583708,-0.15752718,,
l3,SMESG000003212.1,0.18515347,0.34417352,-0.15902005,,
l3,SMESG000062420.1,0.1599911,0.31925723,-0.15926613,,
l3,SMESG000067663.1,0.22123004,0.38110855,-0.1598785,,
l3,SMESG000026323.1,0.20698231,0.36772734,-0.16074502,,
l3,SMESG000008757.1,0.089210376,0.2507598,-0.16154943,,
l3,SMESG000009833.1,0.15195206,0.31381035,-0.16185829,,
l3,SMESG000081370.1,0.07326345,0.23529838,-0.16203493,,
l3,SMESG000067696.1,0.13397913,0.29610404,-0.16212492,,
l3,SMESG000004606.1,0.13214935,0.29450238,-0.16235302,,
l3,SMESG000031448.1,0.16842191,0.33079562,-0.1623737,,
l3,SMESG000025287.1,0.013920665,0.17641304,-0.16249238,,
l3,SMESG000005505.1,0.066401154,0.22920857,-0.16280742,,
l3,SMESG000043445.1,0.15018718,0.31325102,-0.16306384,,
l3,SMESG000011275.1,0.5361108,0.69932616,-0.16321534,,
l3,SMESG000054547.1,0.11182338,0.27519518,-0.1633718,,
l3,SMESG000061901.1,0.1928001,0.35627013,-0.16347003,,
l3,SMESG000066978.1,0.14312917,0.30683994,-0.16371077,,
l3,SMESG000024368.1,0.13855422,0.3028345,-0.1642803,,
l3,SMESG000039090.1,0.11953542,0.28504857,-0.16551316,,
l3,SMESG000028420.1,0.1243715,0.29009765,-0.16572616,,
l3,SMESG000043092.1,0.17155917,0.3374438,-0.16588463,,
l3,SMESG000044206.1,0.13731243,0.30331472,-0.16600229,,
l3,SMESG000059984.1,0.21371453,0.3799041,-0.16618957,,
l3,SMESG000070173.1,0.14665844,0.31388983,-0.1672314,,
l3,SMESG000026825.1,0.13051517,0.29818806,-0.16767289,,
l3,SMESG000055797.1,0.08973304,0.25773033,-0.1679973,,
l3,SMESG000051915.1,0.13535105,0.3045985,-0.16924746,,
l3,SMESG000060612.1,0.1017586,0.27142927,-0.16967067,,
l3,SMESG000017700.1,0.15325937,0.32422537,-0.170966,,
l3,SMESG000004897.1,0.16946785,0.34048772,-0.17101987,,
l3,SMESG000060876.1,0.14051504,0.31244788,-0.17193283,,
l3,SMESG000062836.1,0.052218933,0.22648466,-0.17426573,,
l3,SMESG000050229.1,0.11136592,0.28600994,-0.17464402,,
l3,SMESG000005289.1,0.13750842,0.3129283,-0.17541987,,
l3,SMESG000019342.1,0.15325922,0.32879192,-0.1755327,,
l3,SMESG000024280.1,0.1677029,0.3436937,-0.1759908,,
l3,SMESG000010356.1,0.15731144,0.33391893,-0.17660749,,
l3,SMESG000070256.1,0.102477744,0.27967983,-0.17720209,,
l3,SMESG000076604.1,0.1694025,0.34737808,-0.17797558,,
l3,SMESG000062284.1,0.116725124,0.29498294,-0.17825782,,
l3,SMESG000000391.1,0.13848865,0.31741506,-0.17892641,,
l3,SMESG000048206.1,0.118620306,0.29778785,-0.17916754,,
l3,SMESG000078181.1,0.17652632,0.35578948,-0.17926316,,
l3,SMESG000060019.1,0.19247371,0.37189224,-0.17941853,,
l3,SMESG000010139.1,0.15868402,0.33976635,-0.18108234,,
l3,SMESG000067661.1,0.25096714,0.43350297,-0.18253583,,
l3,SMESG000014361.1,0.026730286,0.20974031,-0.18301003,,
l3,SMESG000031905.1,0.11005878,0.29322007,-0.18316129,,
l3,SMESG000026284.1,0.14463246,0.32823002,-0.18359756,,
l3,SMESG000077197.1,0.09953655,0.28320464,-0.18366809,,
l3,SMESG000024991.1,0.1339136,0.318778,-0.1848644,,
l3,SMESG000025700.1,0.14940332,0.33447936,-0.18507604,,
l3,SMESG000040758.1,0.1810358,0.36612433,-0.18508853,,
l3,SMESG000003839.1,0.18025155,0.3654836,-0.18523206,,
l3,SMESG000066693.1,0.18051307,0.3665252,-0.18601213,,
l3,SMESG000035348.1,0.23894173,0.42500874,-0.18606701,,
l3,SMESG000022050.1,0.0996672,0.28713104,-0.18746385,,
l3,SMESG000047739.1,0.08143296,0.26902485,-0.18759188,,
l3,SMESG000021406.1,0.021175086,0.20917971,-0.18800463,,
l3,SMESG000049716.1,0.16404304,0.35250536,-0.18846232,,
l3,SMESG000019835.1,0.11698667,0.3054776,-0.18849093,,
l3,SMESG000025003.1,0.11208493,0.30091187,-0.18882695,,
l3,SMESG000049154.1,0.25233948,0.44263452,-0.19029504,,
l3,SMESG000043420.1,0.119339235,0.30980507,-0.19046584,,
l3,SMESG000016657.1,0.19463019,0.38551185,-0.19088165,,
l3,SMESG000010944.1,0.16927196,0.3609954,-0.19172345,,
l3,SMESG000033349.1,0.17606871,0.36788696,-0.19181825,,
l3,SMESG000007197.1,0.15737583,0.34946296,-0.19208713,,
l3,SMESG000009012.1,0.15221371,0.34465274,-0.19243903,,
l3,SMESG000051904.1,0.13352099,0.3261491,-0.19262812,,
l3,SMESG000037949.1,0.19554496,0.38879672,-0.19325176,,
l3,SMESG000027823.1,0.24691534,0.44287372,-0.19595838,,
l3,SMESG000005493.1,0.04901649,0.24515077,-0.19613428,,
l3,SMESG000018333.1,0.23024945,0.42653024,-0.19628079,,
l3,SMESG000073546.1,0.13489415,0.33159474,-0.19670059,,
l3,SMESG000074053.1,0.16064447,0.3581133,-0.19746882,,
l3,SMESG000022850.1,0.09626867,0.2945829,-0.19831423,,
l3,SMESG000003144.1,0.2152825,0.41451272,-0.19923022,,
l3,SMESG000034594.1,0.22090298,0.42084238,-0.1999394,,
l3,SMESG000029426.1,0.16299729,0.36324045,-0.20024316,,
l3,SMESG000077643.1,0.16371655,0.36460197,-0.20088542,,
l3,SMESG000025704.1,0.23109885,0.43221855,-0.2011197,,
l3,SMESG000050486.1,0.24691515,0.44928375,-0.2023686,,
l3,SMESG000081078.1,0.020325463,0.22271878,-0.20239331,,
l3,SMESG000054543.1,0.15796477,0.36043662,-0.20247185,,
l3,SMESG000043852.1,0.04274236,0.24747422,-0.20473187,,
l3,SMESG000072162.1,0.17489198,0.38006464,-0.20517266,,
l3,SMESG000069968.1,0.33200914,0.5373281,-0.20531899,,
l3,SMESG000070321.1,0.13175713,0.33720306,-0.20544593,,
l3,SMESG000063435.1,0.13646263,0.34201,-0.20554736,,
l3,SMESG000061917.1,0.13554756,0.34128958,-0.20574202,,
l3,SMESG000035241.1,0.137247,0.34745696,-0.21020997,,
l3,SMESG000061591.1,0.105614744,0.317013,-0.21139824,,
l3,SMESG000080788.1,0.1358093,0.34761652,-0.21180722,,
l3,SMESG000056595.1,0.19953194,0.41435283,-0.21482089,,
l3,SMESG000079886.1,0.18149304,0.39648744,-0.2149944,,
l3,SMESG000042480.1,0.010914317,0.22592366,-0.21500935,,
l3,SMESG000020853.1,0.2649532,0.47996774,-0.21501455,,
l3,SMESG000028920.1,0.22011854,0.43630594,-0.2161874,,
l3,SMESG000049512.1,0.19966221,0.41651723,-0.21685502,,
l3,SMESG000027783.1,0.17789869,0.39544564,-0.21754695,,
l3,SMESG000068003.1,0.18090516,0.39848948,-0.21758431,,
l3,SMESG000033951.1,0.22391002,0.44215024,-0.21824022,,
l3,SMESG000051013.1,0.11724806,0.33567977,-0.21843171,,
l3,SMESG000003398.1,0.20404129,0.42268467,-0.21864338,,
l3,SMESG000048475.1,0.17116652,0.3924035,-0.22123699,,
l3,SMESG000075230.1,0.08254387,0.30435592,-0.22181204,,
l3,SMESG000047490.1,0.1368547,0.35899413,-0.22213943,,
l3,SMESG000011907.1,0.1564618,0.3799835,-0.22352171,,
l3,SMESG000045852.1,0.30161846,0.52515185,-0.22353339,,
l3,SMESG000062740.1,0.017188443,0.24082439,-0.22363594,,
l3,SMESG000072719.1,0.010783609,0.23617803,-0.22539441,,
l3,SMESG000056256.1,0.19992384,0.42532858,-0.22540474,,
l3,SMESG000012317.1,0.12031998,0.34577355,-0.22545357,,
l3,SMESG000045501.1,0.17802931,0.40522042,-0.2271911,,
l3,SMESG000018727.1,0.27325413,0.5005559,-0.22730175,,
l3,SMESG000042714.1,0.09437355,0.32254004,-0.22816649,,
l3,SMESG000036539.1,0.23397455,0.46506533,-0.23109078,,
l3,SMESG000021192.1,0.2848216,0.5163387,-0.2315171,,
l3,SMESG000020509.1,0.10888232,0.34144926,-0.23256694,,
l3,SMESG000081075.1,0.16436988,0.39752835,-0.23315847,,
l3,SMESG000025889.1,3.5721993,3.8060017,-0.23380232,,
l3,SMESG000048111.1,0.24240543,0.47636145,-0.23395602,,
l3,SMESG000057599.1,0.1874406,0.42188424,-0.23444363,,
l3,SMESG000012740.1,0.19913925,0.43390077,-0.23476152,,
l3,SMESG000009971.1,0.0071890648,0.24370873,-0.23651966,,
l3,SMESG000016237.1,0.09738,0.33471787,-0.23733787,,
l3,SMESG000023246.1,0.046729043,0.28528792,-0.23855887,,
l3,SMESG000078631.1,0.27351493,0.51233315,-0.23881823,,
l3,SMESG000011261.1,0.7520261,0.9916674,-0.23964131,,
l3,SMESG000000190.1,0.17789863,0.41755798,-0.23965935,,
l3,SMESG000058043.1,0.20279947,0.44351435,-0.24071488,,
l3,SMESG000081151.1,0.25769874,0.49991608,-0.24221733,,
l3,SMESG000005279.1,0.3832485,0.6264156,-0.2431671,,
l3,SMESG000040791.1,0.23129435,0.47516143,-0.24386708,,
l3,SMESG000025683.1,0.10378449,0.34905902,-0.24527453,,
l3,SMESG000080294.1,0.20855016,0.45425066,-0.24570051,,
l3,SMESG000011269.1,0.7651617,1.0133778,-0.2482161,,
l3,SMESG000081077.1,0.27246943,0.52098536,-0.24851593,,
l3,SMESG000067685.1,0.38154942,0.6305833,-0.24903387,,
l3,SMESG000022873.1,0.25698006,0.5069651,-0.24998504,,
l3,SMESG000040636.1,0.020586882,0.27062628,-0.2500394,,
l3,SMESG000026176.1,0.197571,0.4481602,-0.2505892,,
l3,SMESG000066557.1,0.101824,0.35242328,-0.25059927,,
l3,SMESG000064512.1,0.20822382,0.4590569,-0.2508331,,
l3,SMESG000036410.1,0.18214661,0.43398082,-0.2518342,,
l3,SMESG000044540.1,0.19358388,0.44775817,-0.2541743,,
l3,SMESG000012668.1,0.3016184,0.55687714,-0.25525874,,
l3,SMESG000000175.1,0.2464577,0.502717,-0.25625932,,
l3,SMESG000015244.1,0.2484836,0.50536084,-0.25687724,,
l3,SMESG000066020.1,0.19946627,0.45801398,-0.25854772,,
l3,SMESG000052432.1,0.5195143,0.7784738,-0.25895947,,
l3,SMESG000049306.1,0.17371593,0.43309814,-0.2593822,,
l3,SMESG000009924.1,0.2050868,0.46594578,-0.26085898,,
l3,SMESG000062123.1,0.30403653,0.5692138,-0.26517728,,
l3,SMESG000059352.1,0.16992529,0.43646303,-0.26653773,,
l3,SMESG000012332.1,0.097118564,0.36540017,-0.2682816,,
l3,SMESG000007739.1,0.20580564,0.4758812,-0.27007556,,
l3,SMESG000069981.1,0.19802856,0.46850964,-0.27048108,,
l3,SMESG000056995.1,0.2550845,0.52667147,-0.27158695,,
l3,SMESG000003566.1,0.14979503,0.4220443,-0.27224928,,
l3,SMESG000047284.1,0.122607276,0.3949636,-0.27235633,,
l3,SMESG000067658.1,0.49219748,0.7650963,-0.27289882,,
l3,SMESG000024345.1,0.21855026,0.49198312,-0.27343285,,
l3,SMESG000035027.1,0.022808962,0.2980254,-0.27521643,,
l3,SMESG000041085.1,0.22580484,0.5034376,-0.27763274,,
l3,SMESG000068628.1,0.63328415,0.9131441,-0.27985996,,
l3,SMESG000024857.1,0.16214745,0.44383514,-0.28168768,,
l3,SMESG000077304.1,0.23305945,0.51649624,-0.28343678,,
l3,SMESG000009320.1,0.23541224,0.51938164,-0.2839694,,
l3,SMESG000049103.1,0.18770218,0.4725146,-0.28481242,,
l3,SMESG000054251.1,0.14423978,0.43101585,-0.28677607,,
l3,SMESG000081970.1,0.18953195,0.4794045,-0.28987256,,
l3,SMESG000079650.1,0.19384551,0.48525184,-0.29140633,,
l3,SMESG000032189.1,0.41677615,0.7082106,-0.29143444,,
l3,SMESG000025001.1,0.20351785,0.49566954,-0.2921517,,
l3,SMESG000048413.1,0.90297467,1.1958677,-0.292893,,
l3,SMESG000018770.1,0.16548096,0.45913446,-0.2936535,,
l3,SMESG000030972.1,0.3119452,0.6063844,-0.2944392,,
l3,SMESG000067773.1,0.23920275,0.5337232,-0.29452044,,
l3,SMESG000008070.1,0.014835645,0.3120451,-0.29720944,,
l3,SMESG000049109.1,0.2602477,0.5588779,-0.29863018,,
l3,SMESG000009912.1,0.18273477,0.48381013,-0.30107534,,
l3,SMESG000062868.1,0.31076822,0.6165587,-0.30579045,,
l3,SMESG000007294.1,0.28037736,0.58876115,-0.3083838,,
l3,SMESG000003089.1,0.21240662,0.5214647,-0.30905807,,
l3,SMESG000058073.1,0.2629927,0.57650226,-0.31350955,,
l3,SMESG000004485.1,0.014312803,0.33263433,-0.31832153,,
l3,SMESG000007869.1,0.3137094,0.63290215,-0.31919274,,
l3,SMESG000076939.1,0.25698003,0.5806676,-0.32368758,,
l3,SMESG000006056.1,0.19384553,0.52034247,-0.32649696,,
l3,SMESG000064169.1,0.35775957,0.6844956,-0.32673606,,
l3,SMESG000065325.1,0.27743644,0.60734606,-0.32990962,,
l3,SMESG000008153.1,0.41233176,0.7427406,-0.3304088,,
l3,SMESG000002071.1,0.25769842,0.5908452,-0.3331468,,
l3,SMESG000009941.1,0.12541737,0.45857477,-0.33315742,,
l3,SMESG000060552.1,0.32717317,0.66222227,-0.3350491,,
l3,SMESG000009341.1,0.24469222,0.5816314,-0.33693922,,
l3,SMESG000016909.1,0.24122863,0.5813107,-0.34008205,,
l3,SMESG000050010.1,0.29652056,0.63779163,-0.34127107,,
l3,SMESG000052687.1,0.36900073,0.71437955,-0.34537882,,
l3,SMESG000005487.1,0.10770617,0.45600808,-0.34830192,,
l3,SMESG000020860.1,2.8296769,3.1837575,-0.35408068,,
l3,SMESG000066540.1,0.39252913,0.74746627,-0.35493714,,
l3,SMESG000062746.1,0.3582824,0.7135781,-0.35529572,,
l3,SMESG000066843.1,0.29272822,0.65021163,-0.35748342,,
l3,SMESG000003228.1,0.06640115,0.42404348,-0.35764232,,
l3,SMESG000026848.1,0.22534661,0.5834749,-0.35812825,,
l3,SMESG000017166.1,0.35422996,0.7126171,-0.35838714,,
l3,SMESG000034805.1,0.16351983,0.5246678,-0.36114797,,
l3,SMESG000060403.1,0.4201744,0.78223854,-0.36206415,,
l3,SMESG000066029.1,0.2792009,0.641954,-0.3627531,,
l3,SMESG000051910.1,0.21613051,0.57963014,-0.36349964,,
l3,SMESG000003007.1,0.33802164,0.70204127,-0.36401963,,
l3,SMESG000029500.1,0.3198529,0.68882227,-0.36896938,,
l3,SMESG000005086.1,0.32390505,0.6946706,-0.37076557,,
l3,SMESG000036375.1,0.27057368,0.64371985,-0.37314618,,
l3,SMESG000041069.1,0.40645012,0.7802322,-0.37378207,,
l3,SMESG000072522.1,0.34468797,0.71886563,-0.37417766,,
l3,SMESG000052380.1,0.30900353,0.6832141,-0.3742106,,
l3,SMESG000038678.1,0.20364839,0.5838755,-0.3802271,,
l3,SMESG000015520.1,0.383706,0.7646105,-0.38090453,,
l3,SMESG000003774.1,0.39886865,0.78551966,-0.386651,,
l3,SMESG000028039.1,0.039017007,0.43550017,-0.39648318,,
l3,SMESG000030342.1,0.35115853,0.7500276,-0.39886907,,
l3,SMESG000003969.1,0.39252904,0.7919303,-0.39940128,,
l3,SMESG000041839.1,0.5506179,0.9563239,-0.40570605,,
l3,SMESG000038559.1,0.40200573,0.8082705,-0.40626478,,
l3,SMESG000049187.1,0.0064048036,0.41539365,-0.40898883,,
l3,SMESG000070471.1,0.3010301,0.7110932,-0.4100631,,
l3,SMESG000005578.1,0.0208483,0.43181565,-0.41096735,,
l3,SMESG000025000.1,0.29142135,0.7078114,-0.41639006,,
l3,SMESG000044323.1,0.21802653,0.63530576,-0.41727924,,
l3,SMESG000057324.1,0.3039711,0.7251125,-0.4211414,,
l3,SMESG000066927.1,0.21783067,0.6425147,-0.42468405,,
l3,SMESG000018714.1,0.409587,0.8360709,-0.4264839,,
l3,SMESG000002673.1,0.44435665,0.87228376,-0.4279271,,
l3,SMESG000058745.1,0.45161125,0.8887863,-0.43717507,,
l3,SMESG000004954.1,0.43684065,0.87620807,-0.4393674,,
l3,SMESG000043280.1,0.21469365,0.655736,-0.44104236,,
l3,SMESG000077214.1,0.4366446,0.8786124,-0.4419678,,
l3,SMESG000014460.1,0.032873623,0.4756384,-0.44276476,,
l3,SMESG000009564.1,0.4295208,0.8729252,-0.44340444,,
l3,SMESG000058321.1,0.33736658,0.78167826,-0.44431168,,
l3,SMESG000073811.1,0.20691584,0.6520515,-0.44513565,,
l3,SMESG000010156.1,0.53454417,0.9805977,-0.4460535,,
l3,SMESG000026862.1,0.51605177,0.96762013,-0.45156837,,
l3,SMESG000043444.1,0.30671418,0.7596458,-0.45293164,,
l3,SMESG000040790.1,0.050846323,0.50391644,-0.4530701,,
l3,SMESG000073870.1,0.3584121,0.81187993,-0.45346785,,
l3,SMESG000035518.1,0.1492069,0.60374,-0.45453307,,
l3,SMESG000057890.1,0.47056434,0.92539954,-0.4548352,,
l3,SMESG000073127.1,1.0918336,1.5484488,-0.4566152,,
l3,SMESG000025002.1,0.3535754,0.8107596,-0.4571842,,
l3,SMESG000035755.1,0.20018508,0.65837586,-0.4581908,,
l3,SMESG000015784.1,0.35730183,0.8202094,-0.46290755,,
l3,SMESG000059698.1,0.3512238,0.81508046,-0.46385667,,
l3,SMESG000026827.1,0.57041824,1.0386013,-0.46818304,,
l3,SMESG000067743.1,0.51781595,0.9881286,-0.47031265,,
l3,SMESG000022843.1,0.2603123,0.73208535,-0.47177306,,
l3,SMESG000026399.1,0.485858,0.9588071,-0.47294912,,
l3,SMESG000052688.1,0.4531142,0.93004596,-0.47693175,,
l3,SMESG000003977.1,0.4613493,0.9382967,-0.47694737,,
l3,SMESG000025209.1,0.3531842,0.8303025,-0.47711828,,
l3,SMESG000075512.1,0.3837053,0.8685998,-0.48489448,,
l3,SMESG000059768.1,0.50912446,0.99469954,-0.48557508,,
l3,SMESG000037593.1,0.49075964,0.9782745,-0.48751488,,
l3,SMESG000026569.1,0.014378153,0.50343966,-0.4890615,,
l3,SMESG000059887.1,0.5187306,1.0078344,-0.48910385,,
l3,SMESG000000674.1,0.48696882,0.97955674,-0.49258792,,
l3,SMESG000019975.1,0.23985629,0.7356834,-0.49582708,,
l3,SMESG000066644.1,0.5032426,1.0098385,-0.50659585,,
l3,SMESG000045892.1,0.7867762,1.3017749,-0.5149987,,
l3,SMESG000012171.1,0.28031108,0.79561555,-0.51530445,,
l3,SMESG000010769.1,0.25848296,0.77590626,-0.5174233,,
l3,SMESG000044171.1,1.6824461,2.2004476,-0.51800144,,
l3,SMESG000036992.1,0.549509,1.0759323,-0.5264233,,
l3,SMESG000032180.1,0.4647475,0.99189115,-0.52714366,,
l3,SMESG000035929.1,0.52520007,1.0562254,-0.53102535,,
l3,SMESG000017208.1,0.5360475,1.0720034,-0.53595585,,
l3,SMESG000012107.1,0.5121311,1.0610296,-0.54889846,,
l3,SMESG000023147.1,0.4858577,1.0390782,-0.5532205,,
l3,SMESG000048830.1,0.56545275,1.1240807,-0.5586279,,
l3,SMESG000042787.1,0.3871027,0.9484758,-0.5613731,,
l3,SMESG000062259.1,0.51807743,1.0806587,-0.56258124,,
l3,SMESG000026745.1,0.56140244,1.1328939,-0.5714915,,
l3,SMESG000067492.1,0.21724294,0.79216456,-0.5749216,,
l3,SMESG000037599.1,0.4118737,0.9925357,-0.580662,,
l3,SMESG000039926.1,0.53859603,1.1196741,-0.58107805,,
l3,SMESG000058013.1,0.5423855,1.1317728,-0.58938724,,
l3,SMESG000076644.1,0.53728944,1.1276039,-0.59031445,,
l3,SMESG000076568.1,0.59538144,1.1936966,-0.5983152,,
l3,SMESG000074793.1,0.86146724,1.4628786,-0.60141134,,
l3,SMESG000055805.1,0.03816745,0.64131147,-0.603144,,
l3,SMESG000071533.1,0.634522,1.2419264,-0.6074044,,
l3,SMESG000007775.1,0.3195894,0.9278853,-0.6082959,,
l3,SMESG000035681.1,0.6373341,1.2465749,-0.6092408,,
l3,SMESG000058317.1,0.5476797,1.1578889,-0.61020917,,
l3,SMESG000060771.1,0.82264966,1.4359628,-0.61331314,,
l3,SMESG000020535.1,0.5834235,1.2042747,-0.62085116,,
l3,SMESG000040823.1,0.71163845,1.33535,-0.6237116,,
l3,SMESG000016955.1,0.607863,1.2392043,-0.6313413,,
l3,SMESG000006898.1,0.6629507,1.3026559,-0.63970524,,
l3,SMESG000037102.1,0.57675827,1.2172521,-0.64049387,,
l3,SMESG000019977.1,0.27227294,0.9148946,-0.64262164,,
l3,SMESG000008925.1,0.6366163,1.2907987,-0.6541824,,
l3,SMESG000060640.1,0.7749455,1.4382033,-0.66325784,,
l3,SMESG000055903.1,0.61936224,1.2843858,-0.66502357,,
l3,SMESG000056940.1,0.60570765,1.2733321,-0.6676245,,
l3,SMESG000040216.1,0.7147046,1.3826095,-0.6679049,,
l3,SMESG000013036.1,0.33148545,1.0082339,-0.67674845,,
l3,SMESG000065562.1,0.6998053,1.3830906,-0.6832853,,
l3,SMESG000034720.1,0.6121122,1.3042592,-0.69214696,,
l3,SMESG000027088.1,0.6664801,1.3627412,-0.6962611,,
l3,SMESG000042447.1,0.7024173,1.3995923,-0.69717497,,
l3,SMESG000059049.1,0.6583749,1.3558488,-0.6974739,,
l3,SMESG000042430.1,0.5606175,1.2581084,-0.6974909,,
l3,SMESG000016203.1,0.7414955,1.4464601,-0.70496464,,
l3,SMESG000009479.1,0.73914456,1.4466187,-0.7074741,,
l3,SMESG000079482.1,0.68791413,1.4133716,-0.72545743,,
l3,SMESG000078736.1,0.8048853,1.5411545,-0.7362692,,
l3,SMESG000076172.1,0.8766384,1.6147001,-0.73806167,,
l3,SMESG000026320.1,0.7519538,1.5168006,-0.76484686,,
l3,SMESG000031033.1,0.7331992,1.5051038,-0.77190465,,
l3,SMESG000004748.1,0.72039133,1.4927652,-0.77237386,,
