gene,mean_bulge,mean_dent,lfc,p_geomnull,null_sd,interface
Gfm2,0.08974498,0.07764723,0.012097746,,,Connective tissue
Khnyn,0.07638032,0.06429138,0.01208894,,,Connective tissue
Dazap1,0.24576847,0.23367983,0.0120886415,,,Connective tissue
Fam133b,0.06975677,0.05766828,0.012088489,,,Connective tissue
Ensa,0.10009544,0.08800823,0.012087211,,,Connective tissue
Nav3,0.14572997,0.1336458,0.012084171,,,Connective tissue
Gucd1,0.06631889,0.05423531,0.012083583,,,Connective tissue
Atg3,0.07506804,0.06299204,0.012076005,,,Connective tissue
Gm28048,0.062512845,0.05043728,0.012075566,,,Connective tissue
Lsm2,0.20465162,0.19257915,0.012072474,,,Connective tissue
Atxn7l3,0.095990844,0.08392066,0.012070186,,,Connective tissue
Ncoa7,0.06622758,0.054161906,0.012065671,,,Connective tissue
Adamts15,0.141427,0.12936153,0.01206547,,,Connective tissue
Rb1,0.058919854,0.046855025,0.0120648295,,,Connective tissue
Sike1,0.078321725,0.06625701,0.012064718,,,Connective tissue
Pcif1,0.14561546,0.13355334,0.012062117,,,Connective tissue
Dnttip2,0.065561436,0.053501092,0.012060344,,,Connective tissue
Txnl4a,0.14714237,0.13508292,0.01205945,,,Connective tissue
Cks1brt,0.06850137,0.056443878,0.012057491,,,Connective tissue
Fkbp11,0.107341394,0.09528454,0.012056857,,,Connective tissue
Tnpo3,0.12878723,0.11673224,0.012054995,,,Connective tissue
Cnot3,0.097369954,0.08531637,0.012053587,,,Connective tissue
Ruvbl2,0.085875854,0.073824644,0.01205121,,,Connective tissue
Lamtor3,0.06431025,0.052267734,0.012042519,,,Connective tissue
Alg2,0.0742571,0.062223025,0.0120340735,,,Connective tissue
Apbb2,0.13034251,0.11830854,0.012033977,,,Connective tissue
Gm28285,0.07215666,0.060127363,0.012029298,,,Connective tissue
Hmg20a,0.35308218,0.34105626,0.012025923,,,Connective tissue
Tvp23b,0.0541572,0.042135287,0.012021914,,,Connective tissue
Mapkapk2,0.25188798,0.23987612,0.012011856,,,Connective tissue
Mast2,0.10574982,0.093739904,0.012009919,,,Connective tissue
Ctu2,0.14893307,0.13692608,0.012006983,,,Connective tissue
Dync2h1,0.06759388,0.05558712,0.01200676,,,Connective tissue
D5Ertd579e,0.076943524,0.06494207,0.012001455,,,Connective tissue
Umps,0.08127324,0.069275446,0.011997797,,,Connective tissue
Pdlim3,0.08321499,0.07121833,0.011996664,,,Connective tissue
Chpf,0.13833712,0.1263416,0.011995524,,,Connective tissue
Casp8ap2,0.06429142,0.052297205,0.011994213,,,Connective tissue
Sh3gl1,0.13874128,0.12674816,0.011993125,,,Connective tissue
Vapb,0.11437865,0.102387734,0.01199092,,,Connective tissue
Ablim1,0.09688593,0.08489739,0.0119885355,,,Connective tissue
Arhgef4,0.05458025,0.042595427,0.011984821,,,Connective tissue
Pola1,0.075545855,0.063563034,0.011982821,,,Connective tissue
Cul5,0.08852807,0.07654559,0.011982478,,,Connective tissue
Gse1,0.09995657,0.08797575,0.011980824,,,Connective tissue
Marveld1,0.10245257,0.09047206,0.011980511,,,Connective tissue
Fam3c,0.08073689,0.06875655,0.01198034,,,Connective tissue
Phlda1,0.07171757,0.059737757,0.011979811,,,Connective tissue
Exoc6b,0.13212456,0.12015031,0.011974245,,,Connective tissue
Guf1,0.07272937,0.060756553,0.0119728185,,,Connective tissue
Sgpp1,0.052690886,0.040718585,0.011972301,,,Connective tissue
Dhx8,0.08289917,0.0709275,0.011971667,,,Connective tissue
Ebna1bp2,0.0938884,0.081924945,0.011963457,,,Connective tissue
Bap1,0.12486809,0.112905286,0.011962801,,,Connective tissue
Erg28,0.10494201,0.09298175,0.011960261,,,Connective tissue
Gpr27,0.04644133,0.034481734,0.0119595975,,,Connective tissue
Poglut1,0.07175137,0.05979394,0.011957429,,,Connective tissue
Ap3m1,0.07906186,0.06710644,0.011955418,,,Connective tissue
Gnl1,0.1139139,0.10196013,0.011953771,,,Connective tissue
Phlda3,0.080196284,0.06824445,0.011951834,,,Connective tissue
Diaph3,0.08526277,0.07331339,0.011949375,,,Connective tissue
Fam32a,0.120439,0.10849022,0.011948779,,,Connective tissue
Glo1,0.15612899,0.14418937,0.011939615,,,Connective tissue
Smg6,0.13315207,0.1212213,0.011930771,,,Connective tissue
Smg7,0.10452315,0.09259532,0.011927836,,,Connective tissue
Magi1,0.16058196,0.14865577,0.011926189,,,Connective tissue
Ppp1r9b,0.12684119,0.11491561,0.011925578,,,Connective tissue
Mum1,0.09307429,0.08115262,0.011921674,,,Connective tissue
Gtf3c6,0.1203294,0.10841356,0.01191584,,,Connective tissue
Cpd,0.08247239,0.070557825,0.011914566,,,Connective tissue
Arglu1,0.2039096,0.19199532,0.011914283,,,Connective tissue
S1pr3,0.18666026,0.17474775,0.01191251,,,Connective tissue
Fbxo38,0.06359708,0.05168532,0.011911765,,,Connective tissue
Bax,0.11726805,0.10535824,0.011909805,,,Connective tissue
Casd1,0.07363289,0.061729006,0.011903882,,,Connective tissue
Maz,0.1559279,0.14402404,0.011903852,,,Connective tissue
Mob1b,0.06088227,0.0489878,0.011894472,,,Connective tissue
Lgmn,0.11691393,0.1050217,0.011892229,,,Connective tissue
Jtb,0.080139734,0.068250895,0.011888839,,,Connective tissue
Drosha,0.107456185,0.09557433,0.011881858,,,Connective tissue
Ccnd1,0.08252812,0.070653394,0.011874728,,,Connective tissue
Acadsb,0.07126943,0.059397463,0.011871967,,,Connective tissue
Dbnl,0.14180452,0.12993371,0.011870801,,,Connective tissue
Nsun2,0.14597932,0.13411228,0.011867031,,,Connective tissue
Map2k1,0.08373604,0.07186936,0.011866681,,,Connective tissue
Lcp1,0.06815276,0.0562875,0.011865262,,,Connective tissue
Phf20l1,0.08761113,0.07574868,0.011862449,,,Connective tissue
Lcorl,0.07474223,0.06288543,0.011856794,,,Connective tissue
Drg1,0.1658613,0.15400536,0.01185593,,,Connective tissue
Gtdc1,0.0748631,0.063009515,0.011853583,,,Connective tissue
Scai,0.07528098,0.06343046,0.011850521,,,Connective tissue
Naxd,0.11764313,0.10579298,0.011850156,,,Connective tissue
Phc3,0.06693957,0.055090696,0.011848874,,,Connective tissue
Ssh2,0.31474814,0.30290672,0.011841416,,,Connective tissue
Fam110b,0.08237145,0.07053088,0.011840574,,,Connective tissue
Hbs1l,0.09286613,0.081026725,0.011839405,,,Connective tissue
Cdc20,0.12015429,0.10831665,0.011837639,,,Connective tissue
Cers6,0.07961232,0.067779176,0.011833146,,,Connective tissue
Stk38,0.08335297,0.07152323,0.011829741,,,Connective tissue
Pappa2,0.051819615,0.03999263,0.011826985,,,Connective tissue
Myo10,0.1271219,0.115302384,0.011819512,,,Connective tissue
Mcfd2,0.0734121,0.061596274,0.011815824,,,Connective tissue
Mcmbp,0.11404953,0.10223603,0.011813499,,,Connective tissue
Vps26a,0.07931988,0.06750672,0.011813156,,,Connective tissue
Cisd2,0.0816647,0.06985932,0.011805378,,,Connective tissue
Srgn,0.05072284,0.038918547,0.011804294,,,Connective tissue
Adgra3,0.076412745,0.06460937,0.011803374,,,Connective tissue
Phf23,0.11061469,0.09881526,0.011799425,,,Connective tissue
Ccdc127,0.07141571,0.059619974,0.011795733,,,Connective tissue
Sgpl1,0.06707488,0.055283777,0.011791103,,,Connective tissue
Tgfb3,0.10398805,0.09219731,0.011790745,,,Connective tissue
Herpud2,0.060218394,0.04843087,0.011787523,,,Connective tissue
Pnpo,0.09080657,0.07902052,0.011786051,,,Connective tissue
Rae1,0.101039626,0.08925434,0.011785284,,,Connective tissue
Zyg11b,0.076115906,0.06433156,0.011784345,,,Connective tissue
Acvr1,0.07326645,0.061484966,0.01178148,,,Connective tissue
Dync1li2,0.12959689,0.11781807,0.011778817,,,Connective tissue
Gatm,0.05598275,0.044205867,0.011776883,,,Connective tissue
Frg1,0.062363088,0.050595704,0.011767384,,,Connective tissue
Ino80d,0.07395999,0.062193986,0.011766005,,,Connective tissue
Tle3,0.11163695,0.09987188,0.01176507,,,Connective tissue
Lrrfip1,0.07566585,0.06390364,0.011762209,,,Connective tissue
Csnk1e,0.09125805,0.07949825,0.011759803,,,Connective tissue
Mrpl40,0.098053955,0.08629547,0.011758484,,,Connective tissue
Praf2,0.059089795,0.04734284,0.011746954,,,Connective tissue
Gaa,0.15044875,0.13870703,0.011741728,,,Connective tissue
Dgkd,0.091481976,0.079744145,0.011737831,,,Connective tissue
Dync1li1,0.11328375,0.101547845,0.011735909,,,Connective tissue
Oxsr1,0.070297614,0.058570594,0.01172702,,,Connective tissue
Zfp410,0.05366261,0.041936427,0.011726182,,,Connective tissue
Aaed1,0.05804704,0.046323724,0.011723317,,,Connective tissue
Thumpd1,0.08261983,0.07091092,0.011708908,,,Connective tissue
Yipf3,0.10826412,0.09656398,0.011700138,,,Connective tissue
March2,0.11664798,0.104950845,0.011697136,,,Connective tissue
Rnf13,0.06022033,0.048526205,0.011694126,,,Connective tissue
Myh9,0.20564,0.19394913,0.01169087,,,Connective tissue
Tnrc18,0.16266106,0.15097128,0.011689782,,,Connective tissue
Arf2,0.092075996,0.080394395,0.011681601,,,Connective tissue
Cnn2,0.46193647,0.4502557,0.011680782,,,Connective tissue
Tmem47,0.0628037,0.051123217,0.011680484,,,Connective tissue
Zfp46,0.059671853,0.04799166,0.011680193,,,Connective tissue
Fam135a,0.06521162,0.05353928,0.011672337,,,Connective tissue
Igfbp7,0.100903004,0.08923249,0.011670515,,,Connective tissue
Ppil4,0.06883312,0.057167407,0.011665713,,,Connective tissue
Bcl2,0.09801065,0.0863454,0.011665255,,,Connective tissue
Gxylt1,0.06991765,0.05825302,0.011664629,,,Connective tissue
Kdm3a,0.061246116,0.04958566,0.011660457,,,Connective tissue
Cd9,0.07553076,0.06387131,0.011659451,,,Connective tissue
Styx,0.060687117,0.049029786,0.011657331,,,Connective tissue
Ctnnbip1,0.13107719,0.119420215,0.01165697,,,Connective tissue
Kpna1,0.07732092,0.065668434,0.011652485,,,Connective tissue
Kank1,0.05775821,0.04610705,0.011651158,,,Connective tissue
Mrps33,0.06145343,0.049803473,0.011649959,,,Connective tissue
Ncoa5,0.087995894,0.076352306,0.011643589,,,Connective tissue
Skil,0.060543478,0.048906144,0.011637334,,,Connective tissue
Nectin3,0.088717945,0.07709246,0.011625484,,,Connective tissue
Gdf10,0.07387238,0.06224755,0.011624832,,,Connective tissue
Cnep1r1,0.06784291,0.05623056,0.011612348,,,Connective tissue
Rab12,0.09474423,0.083152965,0.011591263,,,Connective tissue
Fgf2,0.053156834,0.04156821,0.011588626,,,Connective tissue
Bcl9,0.08581482,0.074230686,0.011584133,,,Connective tissue
Hnrnph2,0.041964836,0.030382706,0.011582131,,,Connective tissue
Tle4,0.08388936,0.07230866,0.011580698,,,Connective tissue
Kmt2d,0.13443455,0.12285408,0.011580475,,,Connective tissue
Nbeal1,0.060699385,0.049118925,0.01158046,,,Connective tissue
Mrps25,0.094018504,0.08244682,0.011571683,,,Connective tissue
Ppp1r18,0.09587181,0.0843007,0.011571117,,,Connective tissue
Farp2,0.07306707,0.061509017,0.011558052,,,Connective tissue
Tdg,0.068304606,0.056748215,0.011556391,,,Connective tissue
Ankrd46,0.08312237,0.07157569,0.011546686,,,Connective tissue
Gipc1,0.09806117,0.08651762,0.01154355,,,Connective tissue
Usp11,0.10303776,0.09149703,0.011540733,,,Connective tissue
Suclg1,0.15908732,0.14755976,0.011527553,,,Connective tissue
Morc3,0.062716976,0.05119088,0.011526097,,,Connective tissue
Crispld1,0.049494185,0.037969045,0.011525139,,,Connective tissue
Ptpn14,0.07868383,0.06716479,0.011519037,,,Connective tissue
Angel2,0.0778277,0.06630872,0.011518978,,,Connective tissue
Mrpl57,0.20009711,0.18857883,0.011518285,,,Connective tissue
Itpripl2,0.10307814,0.091570586,0.011507556,,,Connective tissue
Cast,0.06577603,0.054268643,0.0115073845,,,Connective tissue
Mad2l1,0.06410665,0.052603595,0.011503056,,,Connective tissue
Atad2b,0.09393692,0.082436554,0.011500366,,,Connective tissue
Pold1,0.09338644,0.08188635,0.01150009,,,Connective tissue
Hdgfl3,0.095827915,0.084334046,0.011493869,,,Connective tissue
Rpa1,0.14015654,0.12866308,0.011493459,,,Connective tissue
Zmat2,0.17321578,0.16172248,0.011493295,,,Connective tissue
Eri1,0.06428136,0.052788254,0.011493105,,,Connective tissue
Smndc1,0.063508436,0.05201689,0.011491545,,,Connective tissue
Mfap1b,0.06888246,0.057399213,0.011483245,,,Connective tissue
Sft2d1,0.051047284,0.03956543,0.011481855,,,Connective tissue
Fbl,0.1320958,0.12061592,0.011479877,,,Connective tissue
Acvr2a,0.062816754,0.05133692,0.011479832,,,Connective tissue
Il2,0.058982607,0.04750539,0.011477217,,,Connective tissue
Camsap2,0.107411765,0.09593585,0.011475913,,,Connective tissue
Tmed4,0.0707773,0.059306394,0.011470903,,,Connective tissue
Scmh1,0.08936947,0.07790629,0.01146318,,,Connective tissue
Bms1,0.11280048,0.101337984,0.011462495,,,Connective tissue
Ddx18,0.06561129,0.054151382,0.011459906,,,Connective tissue
Ube3c,0.09873737,0.08728085,0.011456519,,,Connective tissue
Nde1,0.078332804,0.066878855,0.011453949,,,Connective tissue
Naa20,0.06711468,0.055662774,0.011451907,,,Connective tissue
Taf15,0.089598246,0.078146994,0.011451252,,,Connective tissue
Gmppa,0.069401056,0.057956718,0.011444338,,,Connective tissue
Smad2,0.08001893,0.06858168,0.011437252,,,Connective tissue
2610008E11Rik,0.067001946,0.055566777,0.01143517,,,Connective tissue
Nfkb1,0.077039704,0.065604955,0.011434749,,,Connective tissue
Stard3nl,0.07153789,0.060107317,0.011430573,,,Connective tissue
Ubap1,0.08386611,0.07243715,0.01142896,,,Connective tissue
Eef1akmt1,0.09074681,0.0793209,0.011425912,,,Connective tissue
Llph,0.12955953,0.11813617,0.011423364,,,Connective tissue
Mrpl50,0.08781609,0.07639579,0.011420302,,,Connective tissue
Tmem248,0.0895949,0.07817714,0.011417761,,,Connective tissue
Pbx2,0.085204005,0.07379122,0.011412784,,,Connective tissue
Nck1,0.06799235,0.05658028,0.011412073,,,Connective tissue
Gak,0.08142455,0.070014164,0.011410385,,,Connective tissue
Dopey1,0.07971851,0.06831063,0.0114078745,,,Connective tissue
0610037L13Rik,0.17369448,0.16228957,0.011404902,,,Connective tissue
Fam76b,0.057761762,0.04635952,0.011402242,,,Connective tissue
Mrpl27,0.14855437,0.1371592,0.011395171,,,Connective tissue
Ptprm,0.11743769,0.106043845,0.011393845,,,Connective tissue
Rbm7,0.056826327,0.045440324,0.011386003,,,Connective tissue
Zfp637,0.08547295,0.07408841,0.011384539,,,Connective tissue
Pdk1,0.06802175,0.05663747,0.011384282,,,Connective tissue
Fam171a1,0.106578015,0.09519531,0.011382706,,,Connective tissue
Igsf10,0.04763168,0.036250606,0.011381075,,,Connective tissue
Dhrs1,0.07391833,0.062540144,0.011378184,,,Connective tissue
Pros1,0.05724157,0.045865852,0.011375718,,,Connective tissue
Rab34,0.16607869,0.15470386,0.011374831,,,Connective tissue
Ppp2r5e,0.09087328,0.07950655,0.011366725,,,Connective tissue
Slc25a17,0.070785075,0.05941847,0.011366606,,,Connective tissue
Ankrd28,0.070702635,0.05933857,0.011364065,,,Connective tissue
Scaf8,0.12453049,0.11316916,0.011361323,,,Connective tissue
Dip2b,0.10033711,0.08898174,0.01135537,,,Connective tissue
Skiv2l2,0.08376377,0.07240944,0.011354327,,,Connective tissue
Clstn1,0.15174179,0.14038943,0.01135236,,,Connective tissue
Bola3,0.12923661,0.11789144,0.01134517,,,Connective tissue
Aplp2,0.25775585,0.24641113,0.011344716,,,Connective tissue
Acadm,0.061385028,0.050043657,0.011341371,,,Connective tissue
Uri1,0.094250135,0.08291182,0.011338316,,,Connective tissue
Cblb,0.07727259,0.06593453,0.011338055,,,Connective tissue
Rasa3,0.06317963,0.051842384,0.011337243,,,Connective tissue
Ggps1,0.059628684,0.04830267,0.011326015,,,Connective tissue
Mtmr3,0.1035787,0.092253394,0.011325307,,,Connective tissue
Clpx,0.07018966,0.058865186,0.011324476,,,Connective tissue
Tmem183a,0.120274544,0.10895609,0.011318453,,,Connective tissue
Dnajc2,0.081077896,0.06975987,0.011318028,,,Connective tissue
Cacna1g,0.10359852,0.09228117,0.01131735,,,Connective tissue
Irf2bp2,0.07321845,0.061906952,0.011311498,,,Connective tissue
Pold2,0.09442846,0.08311776,0.011310697,,,Connective tissue
Ephb2,0.11027901,0.09897039,0.011308618,,,Connective tissue
Zfp362,0.08960604,0.0782979,0.011308141,,,Connective tissue
Dcbld2,0.076193094,0.06488601,0.011307083,,,Connective tissue
Prkcd,0.07934414,0.06803724,0.011306897,,,Connective tissue
L3mbtl3,0.07375396,0.06244769,0.011306271,,,Connective tissue
1110038F14Rik,0.120260425,0.108957805,0.01130262,,,Connective tissue
Csmd3,0.055345103,0.044043276,0.011301827,,,Connective tissue
Paip1,0.098372966,0.0870731,0.011299863,,,Connective tissue
Arhgef2,0.11112242,0.09982816,0.011294261,,,Connective tissue
Arpc5l,0.13034675,0.11905383,0.011292912,,,Connective tissue
Msl3,0.054136112,0.042843793,0.01129232,,,Connective tissue
Washc5,0.075528726,0.06423685,0.011291876,,,Connective tissue
Synj2bp,0.06509574,0.05380545,0.011290286,,,Connective tissue
Cdc42ep2,0.091453366,0.08016316,0.0112902075,,,Connective tissue
Zdhhc5,0.08252662,0.07123836,0.011288255,,,Connective tissue
Gpsm1,0.08930373,0.078018196,0.011285536,,,Connective tissue
Syce2,0.09741363,0.08613072,0.011282906,,,Connective tissue
Zfp131,0.054949563,0.04366878,0.0112807825,,,Connective tissue
Elk4,0.11513201,0.10385222,0.011279792,,,Connective tissue
Usp48,0.0990765,0.08780254,0.011273965,,,Connective tissue
Traf3,0.06278748,0.051518403,0.011269078,,,Connective tissue
Opa1,0.08108541,0.069818534,0.01126688,,,Connective tissue
Dab1,0.07497605,0.06370947,0.011266582,,,Connective tissue
Stk3,0.09108433,0.079830244,0.011254087,,,Connective tissue
Srpr,0.08103377,0.069785476,0.011248298,,,Connective tissue
Akap11,0.08553143,0.074287474,0.011243954,,,Connective tissue
Ctdspl,0.08937945,0.078144126,0.0112353265,,,Connective tissue
Gpr180,0.09850194,0.087266624,0.011235319,,,Connective tissue
Atf1,0.07137687,0.060141876,0.011234991,,,Connective tissue
Csrp2,0.27837676,0.26714227,0.011234492,,,Connective tissue
Atp2c1,0.059575595,0.048350614,0.011224981,,,Connective tissue
Rnf19a,0.07599054,0.0647657,0.011224844,,,Connective tissue
Samhd1,0.066244744,0.055021394,0.01122335,,,Connective tissue
Pdlim1,0.072362505,0.061139196,0.011223309,,,Connective tissue
Sltm,0.10036282,0.089140005,0.011222817,,,Connective tissue
Dusp6,0.045847096,0.03462489,0.011222206,,,Connective tissue
Txndc12,0.10635434,0.09513341,0.011220932,,,Connective tissue
Kat6b,0.16858709,0.15737045,0.0112166405,,,Connective tissue
Uso1,1.3342217,1.3230091,0.011212587,,,Connective tissue
Frs2,0.07885496,0.06764802,0.01120694,,,Connective tissue
Clcn4,0.08402346,0.072817154,0.0112063065,,,Connective tissue
Zfp277,0.06281419,0.05161017,0.011204019,,,Connective tissue
Coro1b,0.20396721,0.19276659,0.011200622,,,Connective tissue
Ralb,0.11711723,0.10592212,0.011195116,,,Connective tissue
Fer,0.06548477,0.054291897,0.011192873,,,Connective tissue
Atl3,0.070481256,0.05928874,0.0111925155,,,Connective tissue
Mylip,0.047155514,0.035968848,0.011186667,,,Connective tissue
R3hcc1,0.07103044,0.059847046,0.011183392,,,Connective tissue
Fundc1,0.065061435,0.05387907,0.011182364,,,Connective tissue
Cdk9,0.059569545,0.048388477,0.011181068,,,Connective tissue
Dr1,0.071063586,0.059895925,0.01116766,,,Connective tissue
Gga2,0.0716321,0.06047322,0.011158884,,,Connective tissue
Lztfl1,0.049725488,0.038570195,0.011155292,,,Connective tissue
Pgap2,0.075739175,0.06458535,0.011153825,,,Connective tissue
Stox2,0.12965992,0.118513,0.011146918,,,Connective tissue
Synpo,0.08949588,0.0783536,0.011142284,,,Connective tissue
Dubr,0.0581434,0.047002412,0.011140987,,,Connective tissue
Stx16,0.083743386,0.07260302,0.011140369,,,Connective tissue
Pnp,0.07745613,0.06631744,0.0111386925,,,Connective tissue
Exosc10,0.08475752,0.07362252,0.011135004,,,Connective tissue
2610020C07Rik,0.08417412,0.073040485,0.011133634,,,Connective tissue
Gabpb1,0.059468083,0.048340302,0.011127781,,,Connective tissue
Ddx47,0.09067552,0.07955223,0.011123285,,,Connective tissue
Ncapg2,0.054284163,0.04316097,0.011123192,,,Connective tissue
Rprd2,0.07434375,0.06322584,0.011117905,,,Connective tissue
Gtf2h1,0.06896816,0.057851255,0.011116907,,,Connective tissue
Fam53c,0.08075064,0.06963527,0.011115365,,,Connective tissue
Ccnh,0.0642212,0.053111006,0.011110198,,,Connective tissue
Cavin2,0.109470025,0.09836087,0.011109158,,,Connective tissue
Afg3l1,0.09083871,0.0797336,0.011105105,,,Connective tissue
Eps15,0.086520486,0.0754181,0.011102386,,,Connective tissue
Elmo2,0.0833208,0.0722227,0.011098094,,,Connective tissue
Wdr43,0.1097217,0.09862396,0.011097737,,,Connective tissue
Arhgap24,0.08432681,0.07323007,0.011096738,,,Connective tissue
Ptgr1,0.052559514,0.04146584,0.011093672,,,Connective tissue
Nup35,0.05617983,0.04509517,0.011084657,,,Connective tissue
Kansl3,0.07745604,0.06637214,0.011083901,,,Connective tissue
Actn1,0.14997089,0.13889547,0.011075422,,,Connective tissue
Fbxo30,0.05132322,0.04025532,0.011067901,,,Connective tissue
Xpr1,0.09185703,0.080789834,0.011067197,,,Connective tissue
Hibadh,0.0748834,0.06382276,0.01106064,,,Connective tissue
Slbp,0.048639327,0.03757891,0.011060417,,,Connective tissue
Sin3a,0.078957446,0.067900494,0.011056952,,,Connective tissue
Tbc1d2b,0.103908636,0.09285391,0.011054724,,,Connective tissue
Ttc37,0.059923034,0.048875704,0.01104733,,,Connective tissue
Vti1b,0.1138697,0.10283118,0.011038519,,,Connective tissue
Shoc2,0.08968872,0.07865157,0.011037149,,,Connective tissue
Nob1,0.06627748,0.055246107,0.011031374,,,Connective tissue
Timm17a,0.099966034,0.088938616,0.011027418,,,Connective tissue
Ccdc90b,0.06287492,0.051847648,0.011027273,,,Connective tissue
Nvl,0.086769044,0.07574194,0.011027105,,,Connective tissue
Ccnl1,0.1012103,0.090188526,0.011021778,,,Connective tissue
Slc16a2,0.18311028,0.17209052,0.011019766,,,Connective tissue
Usp24,0.076955184,0.065936126,0.0110190585,,,Connective tissue
Gigyf2,0.102393046,0.0913751,0.011017948,,,Connective tissue
Rai1,0.111738466,0.10072099,0.011017479,,,Connective tissue
Klhl24,0.054770432,0.0437619,0.011008531,,,Connective tissue
Elovl5,0.077158295,0.06615013,0.011008166,,,Connective tissue
Tmf1,0.06522598,0.054219585,0.011006396,,,Connective tissue
Mid1,0.06506803,0.054063246,0.011004783,,,Connective tissue
Ormdl3,0.1419828,0.13097952,0.011003271,,,Connective tissue
Dennd1a,0.103069045,0.09206595,0.011003092,,,Connective tissue
Gna11,0.19789092,0.18689218,0.010998741,,,Connective tissue
Cstf2t,0.07461286,0.063618034,0.010994829,,,Connective tissue
Tnpo2,0.11357132,0.102576755,0.0109945685,,,Connective tissue
Pogk,0.07963222,0.06864053,0.010991693,,,Connective tissue
Stat5b,0.0742517,0.06326387,0.010987826,,,Connective tissue
Zfp618,0.09107155,0.080092914,0.010978639,,,Connective tissue
Mpp1,0.07321838,0.062240716,0.010977667,,,Connective tissue
Emc7,0.10627997,0.09530698,0.010972992,,,Connective tissue
Sccpdh,0.075027235,0.06405463,0.010972604,,,Connective tissue
Tbc1d5,0.08389964,0.07292839,0.010971248,,,Connective tissue
Klf13,0.101031914,0.09006189,0.010970026,,,Connective tissue
Heca,0.054368317,0.043399397,0.01096892,,,Connective tissue
Nek1,0.06269642,0.051733468,0.010962952,,,Connective tissue
Pygo1,0.07122256,0.060259856,0.010962702,,,Connective tissue
Trp53,0.06557822,0.054616675,0.0109615475,,,Connective tissue
Tmsb15l,0.043602377,0.032647293,0.010955084,,,Connective tissue
Papss2,0.05655542,0.045602623,0.010952797,,,Connective tissue
Ap3d1,0.15835385,0.14740163,0.010952219,,,Connective tissue
Nfyc,0.0885352,0.07758306,0.010952137,,,Connective tissue
4833420G17Rik,0.07677067,0.06581973,0.010950938,,,Connective tissue
Smim20,0.08473663,0.073792055,0.010944575,,,Connective tissue
Nbas,0.1015741,0.09063376,0.010940343,,,Connective tissue
Peli1,0.07986091,0.068922326,0.010938585,,,Connective tissue
Tmem64,0.07411265,0.063174255,0.010938391,,,Connective tissue
Pnpla8,0.068909906,0.05797228,0.010937627,,,Connective tissue
Afap1,0.09815799,0.08722277,0.010935217,,,Connective tissue
Zc3h13,0.08592493,0.07499045,0.01093448,,,Connective tissue
Ppp2cb,0.05750052,0.046571102,0.010929417,,,Connective tissue
Ptrh2,0.09621712,0.08528919,0.0109279305,,,Connective tissue
Arhgap6,0.07593017,0.065004624,0.010925546,,,Connective tissue
Abcc9,0.059133638,0.04820982,0.010923818,,,Connective tissue
Map3k20,0.07461021,0.06368951,0.010920703,,,Connective tissue
Ubxn7,0.064796284,0.05387651,0.010919772,,,Connective tissue
Pgpep1,0.07602643,0.06510673,0.010919705,,,Connective tissue
Trappc13,0.0938596,0.08294622,0.0109133795,,,Connective tissue
Rhog,0.073146485,0.06223537,0.0109111145,,,Connective tissue
Nrip1,0.07895371,0.06804294,0.010910772,,,Connective tissue
Myo1h,0.1309451,0.12003468,0.010910422,,,Connective tissue
Anapc10,0.054401178,0.043490995,0.010910183,,,Connective tissue
Atp11a,0.06955889,0.058650445,0.0109084435,,,Connective tissue
Orc6,0.08861702,0.07771474,0.010902278,,,Connective tissue
Ltn1,0.06816429,0.05727332,0.010890968,,,Connective tissue
Lrrc47,0.09398719,0.083096325,0.010890864,,,Connective tissue
Nhsl1,0.068654016,0.057766423,0.010887593,,,Connective tissue
Emc3,0.112868145,0.101981714,0.010886431,,,Connective tissue
Loxl3,0.10159211,0.090706356,0.010885753,,,Connective tissue
Gmnn,0.10943275,0.09854833,0.010884419,,,Connective tissue
Amotl2,0.07561703,0.06473573,0.010881297,,,Connective tissue
Aurkaip1,0.13337268,0.122494325,0.010878354,,,Connective tissue
Dennd2a,0.094480544,0.083605215,0.010875329,,,Connective tissue
Rnf217,0.05943273,0.04856336,0.010869369,,,Connective tissue
Usp15,0.072972134,0.06210299,0.010869145,,,Connective tissue
Bag5,0.0723672,0.06149977,0.010867428,,,Connective tissue
Itpkb,0.09572972,0.08486276,0.010866962,,,Connective tissue
Heatr3,0.09537455,0.0845077,0.010866851,,,Connective tissue
Trmt2a,0.13161674,0.12076196,0.010854781,,,Connective tissue
Slc10a7,0.066574685,0.05572895,0.010845736,,,Connective tissue
Bcl10,0.061831154,0.050987653,0.0108435005,,,Connective tissue
Knstrn,0.110532075,0.09969448,0.010837592,,,Connective tissue
Bcl2l13,0.07080303,0.059966013,0.0108370185,,,Connective tissue
Mgat1,0.124671526,0.113837495,0.010834031,,,Connective tissue
Krcc1,0.054261528,0.0434339,0.010827627,,,Connective tissue
Wrnip1,0.05214903,0.04132162,0.010827411,,,Connective tissue
Usp33,0.07353656,0.06271223,0.01082433,,,Connective tissue
Rab8b,0.088857435,0.07803713,0.010820307,,,Connective tissue
Npm3,0.07282254,0.062004205,0.010818336,,,Connective tissue
Rgma,0.095448025,0.08463371,0.010814317,,,Connective tissue
BC031181,0.17012006,0.15930942,0.010810643,,,Connective tissue
Cebpg,0.076181255,0.0653732,0.010808058,,,Connective tissue
Dmtf1,0.050132375,0.039327703,0.010804672,,,Connective tissue
